Store_ID,City,Item1,Item2,Item3,Item4,Monthly_Sales,Currency
605208327-1,zaqra,2,2,1,1,44129.48,JOD
081569482-2,Zarqa,2,0,2,2,40225.01,USD
375182382-4,Zarqa,1,2,2,1,46808.61,JOD
652251150-9,Zarqa,2,1,2,0,17896.90,USD
149658451-1,Amman,0,0,0,2,47739.52,USD
507983824-8,,1,0,2,1,19379.94,USD
922684803-3,Amman,0,0,1,0,32144.59,USD
974076006-6,amman,2,1,1,0,24919.93,USD
532864340-2,Amman,0,1,2,2,33888.50,JOD
295513566-6,Zarqa,1,1,1,2,47530.73,USD
867505711-3,,2,2,0,2,47563.59,JOD
283292240-6,zaqra,2,0,2,1,47662.73,USD
067105499-6,zaqra,1,0,0,0,29125.46,USD
446081469-2,Amman,2,0,1,1,45821.02,JOD
595262490-1,Amman,1,2,0,0,40468.48,JOD
756254810-2,Capital City,2,1,0,2,17706.58,JOD
397000459-4,amman,1,2,2,2,30073.01,USD
659267021-5,Zarqa,0,0,1,0,39962.09,USD
657889311-3,Zarqa,1,1,1,1,22501.34,USD
851138358-1,zaqra,2,2,0,2,28878.83,JOD
830589032-5,Capital City,0,0,0,0,29412.74,JOD
246765726-4,amman,2,2,2,2,39788.53,USD
884295270-2,,1,1,1,2,17655.14,USD
308412794-8,A'zarqa,1,2,2,2,48597.34,JOD
883941642-0,Zarqa,0,2,1,0,28203.36,JOD
244354141-X,Amman,2,1,1,2,34490.83,JOD
969570661-4,Capital City,2,2,1,1,12661.39,JOD
765656530-2,Capital City,0,2,1,0,22382.02,JOD
936210093-2,Capital City,0,1,0,1,49170.30,USD
520382643-9,Zarqa,1,0,0,2,43804.59,USD
974306720-5,amman,0,0,2,1,37872.99,JOD
559289886-X,A'zarqa,1,0,1,2,25222.21,USD
416979579-2,Zarqa,1,0,2,2,26818.29,USD
681140326-8,Capital City,2,0,1,1,39092.88,JOD
195799042-2,amman,0,2,2,1,16312.71,JOD
923917815-5,Zarqa,0,2,2,0,51432.35,USD
649705652-1,Capital City,0,1,1,0,44294.76,USD
425011678-6,A'zarqa,1,0,2,0,27277.55,USD
842282554-6,amman,0,2,2,2,28689.94,USD
568002180-3,zaqra,0,1,2,2,23084.83,USD
543412419-7,Zarqa,2,1,0,2,23413.35,JOD
991469992-8,Amman,2,0,2,2,33251.35,USD
767731870-3,A'zarqa,0,1,2,2,25165.19,JOD
485391515-X,Zarqa,0,2,0,1,52627.09,USD
313023238-9,amman,2,2,2,0,21455.72,JOD
446663083-6,amman,0,0,0,1,38876.87,USD
145893172-2,Amman,1,2,1,2,40002.07,USD
352341999-9,Capital City,0,2,2,0,46083.09,JOD
782013036-9,Capital City,1,1,0,0,41105.85,USD
863186196-0,A'zarqa,1,0,2,0,46419.04,JOD
749687865-0,Amman,1,2,1,2,20669.17,JOD
159695426-4,zaqra,0,2,1,2,34659.71,USD
171765053-8,Capital City,1,2,2,1,39992.25,JOD
580470885-6,,1,1,2,1,39339.49,JOD
833058325-2,amman,0,0,0,0,18561.42,JOD
354818204-6,amman,0,0,0,1,27925.70,JOD
672955685-4,,0,1,0,1,36031.67,USD
379845847-2,A'zarqa,0,1,1,0,24395.62,JOD
717418158-9,Capital City,1,2,1,1,28197.08,USD
348061653-4,A'zarqa,1,0,0,0,39880.34,USD
591936358-4,,1,2,1,1,17816.54,USD
593562447-8,Amman,2,2,1,2,46909.40,JOD
738150830-3,Amman,1,1,0,2,24460.73,USD
180404792-9,amman,2,0,0,1,13576.85,USD
859105241-2,A'zarqa,2,1,1,1,51957.34,JOD
839674317-7,A'zarqa,2,0,1,1,21477.59,JOD
708147622-8,Capital City,2,0,1,2,49828.05,USD
077485133-3,Capital City,2,0,0,2,43629.54,JOD
524018939-0,amman,1,0,0,1,19958.68,USD
607313373-1,zaqra,2,2,0,0,23011.29,JOD
245523584-X,Capital City,1,1,0,2,12890.02,JOD
381614945-6,A'zarqa,2,2,1,2,21002.63,JOD
525367650-3,amman,0,0,2,1,42084.64,JOD
827980236-3,A'zarqa,1,0,0,0,42578.06,USD
279843964-7,amman,2,0,2,2,44604.06,USD
888531400-7,amman,1,0,0,1,13444.67,USD
717159044-5,amman,0,0,2,0,48085.03,JOD
580712693-9,Capital City,1,2,1,1,36495.85,USD
668716542-9,zaqra,0,0,2,1,33098.64,USD
649601305-5,Amman,1,2,0,0,44474.65,USD
663373710-6,A'zarqa,1,2,1,1,42051.42,JOD
673857259-X,Amman,1,0,0,0,18870.86,JOD
283812113-8,amman,0,2,2,1,16926.14,USD
045586303-2,zaqra,0,1,2,1,29903.53,JOD
215659100-8,Zarqa,2,2,1,1,19033.33,USD
326382358-2,A'zarqa,1,2,2,2,24120.34,USD
631681828-9,Capital City,1,1,0,0,32504.52,USD
001373285-4,Amman,0,0,0,1,31705.76,JOD
427771223-1,A'zarqa,0,2,1,0,41435.01,USD
808138633-5,zaqra,1,1,1,1,51550.35,USD
707827939-5,Zarqa,2,1,0,1,22382.67,USD
105202634-6,Zarqa,1,1,0,1,38790.59,USD
582240072-8,A'zarqa,0,2,2,1,44636.90,USD
924500664-6,zaqra,2,1,1,1,19335.08,USD
368941367-2,Amman,1,1,1,1,48305.02,JOD
391807414-5,amman,1,1,1,1,48214.49,USD
402136376-9,A'zarqa,0,1,2,2,22668.35,JOD
689629019-6,Zarqa,0,2,0,1,15813.47,JOD
865690253-9,Capital City,1,0,2,1,47313.00,JOD
039013405-8,Capital City,2,1,1,1,42605.76,JOD
342848860-1,A'zarqa,0,1,2,1,41883.22,USD
685295054-9,A'zarqa,0,0,1,1,14991.24,USD
591130519-4,Capital City,2,2,0,0,23795.92,JOD
133424378-6,A'zarqa,0,1,0,2,38086.36,JOD
288016043-X,amman,2,1,0,1,12185.12,USD
086080195-0,amman,1,0,1,2,22246.23,JOD
779967314-1,Zarqa,2,0,2,0,44144.12,JOD
636972906-X,amman,2,0,2,1,18315.45,USD
226652987-0,zaqra,2,1,0,1,27043.51,USD
674372979-5,Zarqa,2,1,0,0,22390.49,JOD
274792649-4,Zarqa,1,0,2,0,25832.28,USD
485914399-X,amman,1,1,2,1,34017.03,JOD
684617251-3,Zarqa,0,0,2,0,26604.66,JOD
687741563-9,amman,1,1,0,0,43788.35,JOD
720638807-8,Zarqa,2,1,0,2,31175.74,JOD
999626960-4,A'zarqa,1,0,1,0,46666.21,USD
696656942-9,A'zarqa,2,1,0,0,51196.17,USD
856051204-7,A'zarqa,1,2,1,0,52428.50,USD
188645184-2,A'zarqa,1,2,1,1,27664.77,JOD
481705423-9,Zarqa,0,1,0,1,13191.91,USD
555201589-4,amman,2,1,0,2,37390.64,USD
077038712-8,,2,2,2,0,32593.98,USD
788440875-9,A'zarqa,0,0,0,0,32610.33,JOD
699614605-4,amman,1,0,2,2,23102.11,USD
805718181-8,Capital City,1,1,0,1,20443.92,USD
569149370-1,Amman,0,2,0,0,52874.57,USD
678069941-1,Capital City,0,1,1,2,28650.32,JOD
469920153-9,Capital City,0,0,1,1,46467.53,USD
857912690-8,Capital City,0,1,2,2,23542.51,JOD
856132696-4,zaqra,1,2,2,1,40096.95,JOD
559658063-5,Capital City,1,2,2,0,12798.31,USD
813480184-6,Zarqa,2,0,2,2,52269.48,JOD
706533653-0,Zarqa,0,1,0,0,19612.19,JOD
806950105-7,A'zarqa,0,1,2,1,52924.93,USD
771907163-8,amman,2,1,0,1,23336.02,JOD
960465083-1,amman,0,0,0,1,38843.34,USD
953335770-3,Zarqa,0,0,1,2,48445.69,USD
096440138-X,amman,1,0,0,2,18878.52,USD
803142034-3,Amman,1,0,0,2,27897.45,JOD
078711151-1,A'zarqa,2,1,2,2,26804.42,JOD
540428078-6,Amman,1,0,0,1,14012.45,JOD
170228001-2,Capital City,2,0,2,2,26903.07,USD
386222148-2,Capital City,0,1,0,0,18980.53,USD
082675456-2,Zarqa,1,2,0,0,22701.82,USD
687781415-0,Zarqa,0,2,2,1,50423.89,JOD
939023723-8,,2,0,2,1,46839.10,USD
899914857-2,Capital City,1,2,1,1,32336.81,USD
336666356-1,A'zarqa,2,2,0,0,15840.97,JOD
448577492-9,Zarqa,0,1,1,2,15405.88,USD
693423322-0,Capital City,1,1,2,2,49145.66,JOD
056386423-0,A'zarqa,1,2,1,2,17315.70,USD
479934312-2,Capital City,2,0,2,0,49997.61,USD
465926869-1,Capital City,2,0,1,1,16839.32,JOD
734170877-8,Zarqa,1,0,1,2,50628.35,USD
493935855-0,Amman,0,0,0,0,14914.30,JOD
855822077-8,amman,2,2,0,0,31125.07,JOD
047071873-0,A'zarqa,1,2,2,1,27025.05,JOD
402140646-8,A'zarqa,0,1,1,1,19512.69,JOD
775075957-3,amman,2,0,2,1,37995.27,USD
924662674-5,Zarqa,0,1,0,0,21779.23,JOD
313001234-6,zaqra,2,2,1,1,52863.05,JOD
384795722-8,Zarqa,2,2,1,0,15231.49,USD
990386443-4,Capital City,1,2,0,2,49745.00,JOD
943014266-6,Amman,1,2,0,0,18731.79,USD
639115537-2,zaqra,2,0,2,2,15506.80,JOD
212944608-6,Amman,2,2,2,1,28481.50,JOD
957060334-8,zaqra,1,2,0,0,36845.59,USD
671525531-8,Amman,2,0,1,1,39610.29,USD
903020065-0,Zarqa,2,0,2,1,51886.02,USD
414891970-0,amman,0,1,2,0,29211.66,JOD
849531841-5,zaqra,2,1,0,1,33899.57,JOD
531856324-4,Amman,1,0,1,0,52029.45,JOD
316188798-0,Zarqa,2,0,2,1,40640.94,JOD
213803540-9,Zarqa,0,1,0,0,35380.99,JOD
041502825-6,A'zarqa,2,0,2,0,12280.84,USD
093807570-5,amman,0,2,1,1,22839.39,JOD
419179443-4,Amman,1,2,1,0,31456.69,USD
686367791-1,Zarqa,1,2,1,2,26001.46,USD
339179093-8,,0,2,1,1,52675.16,JOD
349235868-3,amman,1,1,1,0,42144.68,USD
617715454-9,A'zarqa,0,1,1,1,24141.60,JOD
442368161-7,amman,0,2,2,0,49493.22,JOD
398523110-9,Amman,1,2,0,1,25183.96,USD
427928496-2,Capital City,2,0,1,0,39143.18,USD
230723219-2,Amman,2,2,0,2,52094.45,JOD
169920518-3,A'zarqa,1,1,1,0,52496.65,JOD
605316785-1,Capital City,1,1,2,1,44893.47,JOD
336332196-1,Amman,2,2,0,2,19863.55,USD
397043641-9,amman,0,0,1,0,30258.19,USD
589854104-7,Capital City,2,2,1,1,49938.22,JOD
991197051-5,Capital City,0,0,0,2,45440.16,JOD
158528922-1,Capital City,0,0,2,1,13464.97,JOD
729175745-2,zaqra,2,2,1,1,36541.25,JOD
606068104-2,amman,2,0,0,1,17402.90,JOD
962131983-8,Zarqa,0,0,2,0,50245.78,USD
067031853-1,Amman,1,0,1,2,13124.39,USD
473679334-1,zaqra,1,2,0,1,49449.51,USD
677652065-8,zaqra,2,1,1,2,27007.40,USD
468548783-4,A'zarqa,1,0,2,0,40731.18,JOD
917515682-2,Amman,1,1,0,0,49654.71,USD
194379667-X,zaqra,0,2,1,0,16398.35,JOD
681516161-7,Capital City,0,1,2,1,36492.15,USD
772005933-6,zaqra,0,0,0,2,39212.37,USD
311035082-3,Amman,1,2,2,0,48728.82,JOD
159903013-6,Zarqa,0,0,0,1,39710.48,USD
778882095-4,Zarqa,0,0,0,2,44336.21,USD
443985001-4,Amman,1,1,2,2,24056.86,JOD
681980361-3,zaqra,0,0,0,0,13001.32,USD
104679441-8,Zarqa,2,2,2,1,36889.24,JOD
373697197-4,zaqra,0,0,2,0,14698.27,JOD
722623147-6,Zarqa,0,0,0,2,48354.22,JOD
451058035-5,Capital City,2,2,1,0,19141.22,USD
835237546-6,Amman,1,1,2,1,23265.63,USD
660643779-2,Amman,1,1,0,2,38172.38,JOD
850523847-8,Capital City,1,2,0,1,22879.37,JOD
232377592-8,Zarqa,1,1,0,1,46712.89,JOD
642345101-X,amman,2,2,2,0,47247.34,USD
247447180-4,Capital City,2,2,1,1,28230.12,JOD
785338399-1,Amman,2,1,0,0,24018.98,USD
031014572-4,Amman,0,1,2,2,35118.45,JOD
139173028-3,zaqra,0,2,2,1,29433.95,USD
147665987-7,amman,2,0,2,2,15700.56,USD
695900224-9,zaqra,0,0,1,2,32377.84,USD
043347223-5,Zarqa,1,0,2,1,26411.86,USD
325925295-9,Capital City,0,1,1,2,39064.06,JOD
452664404-8,A'zarqa,2,0,1,2,52283.11,USD
230216532-2,Zarqa,2,2,1,2,32748.19,USD
772306148-X,Amman,1,1,2,0,29233.35,USD
375661945-1,Zarqa,2,0,2,0,36507.58,JOD
706138724-6,,1,1,1,2,12886.06,JOD
162526416-X,A'zarqa,2,0,1,2,30654.34,USD
448890957-4,zaqra,2,2,2,0,38699.69,JOD
838745858-9,Capital City,2,1,0,1,15864.09,JOD
501456889-0,zaqra,2,0,2,0,29248.68,USD
164427732-8,Amman,2,0,0,1,22563.33,JOD
428863062-2,zaqra,1,0,2,0,34575.08,JOD
846098058-8,amman,2,1,0,1,12136.08,JOD
484135070-5,amman,2,2,0,1,13795.48,JOD
402952929-1,Zarqa,0,2,2,2,36376.79,JOD
304710859-5,Amman,2,2,2,1,45753.42,JOD
209120010-7,Zarqa,2,1,1,1,16477.88,JOD
858096802-X,Amman,0,1,2,2,25187.64,USD
217925946-8,Zarqa,1,0,1,2,23617.74,JOD
566627800-2,Zarqa,2,1,1,0,46543.33,USD
285123778-0,amman,0,2,2,0,40678.90,USD
741199481-2,,1,0,0,1,15818.44,USD
015351668-2,A'zarqa,2,2,1,2,23000.54,JOD
640214845-8,zaqra,1,0,2,1,29625.12,USD
866947524-3,zaqra,2,2,2,1,39102.15,USD
638166940-3,Amman,2,2,0,2,44716.59,JOD
194395529-8,A'zarqa,1,0,2,1,32189.60,USD
715779364-4,Amman,0,2,0,1,40389.45,USD
528265365-6,Zarqa,2,0,2,2,13557.17,JOD
650264844-4,Zarqa,1,2,2,0,43982.66,USD
000432779-9,Zarqa,1,1,0,2,39939.55,USD
610652359-2,Amman,1,1,1,2,52030.33,USD
557816935-X,Capital City,1,1,1,1,18081.69,USD
851562336-6,Amman,2,0,1,1,19150.61,JOD
257698239-5,Capital City,0,2,2,0,14006.91,USD
717891314-2,Zarqa,2,2,1,2,45550.30,JOD
237364128-3,Capital City,0,1,2,0,26198.21,USD
545106752-X,zaqra,0,1,2,1,48672.88,JOD
754713147-6,zaqra,0,1,1,0,35917.35,USD
458454561-8,Capital City,2,2,2,0,31539.65,USD
452145793-2,Capital City,1,1,2,1,37517.71,USD
616232426-5,amman,1,1,2,2,12031.47,JOD
926377955-4,A'zarqa,2,2,1,1,45435.76,USD
688891434-8,zaqra,1,2,2,0,27308.77,JOD
402188198-0,Capital City,0,0,0,0,47178.25,JOD
324819571-1,Zarqa,0,0,1,0,47024.88,JOD
279028114-9,amman,2,2,0,2,32572.77,JOD
217476873-9,,1,2,0,2,26975.33,JOD
014959889-0,Amman,2,0,2,1,34728.37,USD
975708730-0,Amman,0,2,0,0,26581.44,USD
216005398-8,A'zarqa,2,1,0,1,39465.24,USD
465588764-8,A'zarqa,2,1,0,0,40049.78,JOD
877775460-3,zaqra,0,0,2,0,26641.03,JOD
290034945-1,zaqra,2,2,1,1,16255.00,USD
136538224-9,amman,0,2,0,0,30572.86,JOD
157803443-4,amman,1,0,0,0,46328.16,USD
521030813-8,zaqra,0,1,2,0,14614.88,USD
987899959-9,amman,2,1,1,1,26530.29,USD
178220289-7,Zarqa,0,0,2,1,28205.96,JOD
533026878-8,zaqra,1,0,2,0,23591.36,JOD
900583539-7,Capital City,2,2,2,1,21901.71,JOD
519827931-5,Capital City,1,2,1,1,48436.00,USD
464753306-9,A'zarqa,1,1,1,2,40794.46,USD
881126158-9,amman,1,1,2,0,49761.64,JOD
949244297-3,Zarqa,0,2,0,0,20616.08,JOD
532486549-4,amman,2,2,0,2,28626.10,USD
467709829-8,zaqra,1,1,0,0,14109.96,USD
672657148-8,A'zarqa,0,0,0,2,48127.55,USD
586055764-7,amman,1,0,2,1,19326.93,JOD
492034222-5,Zarqa,2,1,1,1,31841.17,JOD
815850112-5,zaqra,0,0,0,1,35870.39,JOD
360633720-5,,2,2,2,2,40183.20,USD
645175409-9,amman,0,0,0,0,20604.02,USD
934869127-9,Zarqa,1,0,2,1,36842.37,JOD
985749074-3,Amman,1,2,2,2,24689.96,USD
597959527-9,zaqra,1,1,2,0,51580.70,USD
577699018-1,Capital City,0,2,2,2,47862.50,USD
514122869-X,amman,1,0,0,1,34862.52,JOD
094841944-X,zaqra,0,2,2,2,23688.85,JOD
390446217-2,A'zarqa,1,1,2,1,32367.89,JOD
278692428-6,Amman,1,1,2,0,41323.21,USD
372534102-8,amman,1,0,0,2,18019.49,JOD
065317597-3,zaqra,0,0,1,1,18048.09,JOD
348057878-0,amman,1,1,0,2,41100.99,JOD
584031521-4,Amman,1,0,1,0,23988.02,USD
960753759-9,zaqra,0,1,0,0,27503.88,USD
293629037-6,Capital City,2,0,0,0,12134.99,USD
008854704-3,A'zarqa,1,2,1,1,32435.41,JOD
474885441-3,Zarqa,2,2,1,0,34377.56,JOD
691457733-1,Amman,0,2,1,1,21946.34,JOD
024593680-7,Amman,0,1,2,2,14982.42,USD
762804268-6,Amman,2,0,1,1,21280.16,USD
778262377-4,Capital City,2,1,0,0,31352.81,JOD
008948264-6,zaqra,0,2,1,2,40376.36,JOD
018803997-X,zaqra,0,2,1,2,16664.87,JOD
770262986-X,zaqra,2,1,1,2,31079.07,JOD
013386465-0,Zarqa,1,1,2,2,51240.54,USD
448687128-6,A'zarqa,0,0,1,2,40826.90,JOD
243961632-X,Capital City,1,0,0,0,44686.93,JOD
567494596-9,Capital City,2,2,1,2,42622.55,JOD
106051038-3,Capital City,1,2,0,2,42004.99,JOD
320757838-1,amman,1,2,2,2,46422.89,JOD
378382395-1,Capital City,2,1,1,2,51587.50,USD
961558844-X,amman,1,1,0,1,25222.62,JOD
810963076-6,zaqra,0,0,2,0,44305.08,USD
094160123-4,Capital City,2,0,1,0,50858.17,JOD
979569828-1,amman,0,0,2,2,31666.11,USD
866274736-1,Capital City,0,2,1,2,52707.54,JOD
734104021-1,Capital City,1,0,0,1,33667.24,USD
045492025-3,amman,2,2,0,1,25975.48,JOD
422156630-2,zaqra,1,2,0,2,28736.56,JOD
994488621-1,A'zarqa,2,0,0,1,38097.64,USD
181771599-2,Amman,1,2,0,0,43985.27,USD
812165925-6,zaqra,0,1,0,1,12909.36,USD
185248566-3,Capital City,0,0,1,0,37895.90,USD
073016569-8,A'zarqa,0,2,2,1,16383.10,JOD
868220724-9,zaqra,2,2,1,1,47384.84,USD
690400739-7,Amman,1,2,1,0,36810.26,USD
303666669-9,amman,1,1,0,1,29935.43,USD
790487045-2,Amman,1,1,0,2,46046.47,JOD
042552725-5,A'zarqa,2,1,0,2,30314.47,USD
372423962-9,Amman,0,1,0,2,17494.47,USD
694221427-2,Capital City,0,1,2,2,12463.75,JOD
223062517-9,Zarqa,2,0,2,0,44937.67,USD
733869707-8,Amman,2,0,2,2,47571.89,JOD
409017889-4,Zarqa,2,2,2,2,43067.15,USD
969917743-8,,0,1,2,2,33010.71,JOD
106115372-X,A'zarqa,1,0,1,0,39512.16,JOD
430119109-7,Amman,2,0,0,1,32289.59,USD
520184769-2,,1,1,0,2,19364.13,USD
541650954-6,Capital City,1,2,2,2,37236.62,JOD
665030014-4,zaqra,2,2,0,1,13698.16,JOD
383714312-0,amman,0,2,0,2,46454.40,JOD
875411531-0,zaqra,1,1,1,0,13162.04,JOD
691016364-8,amman,0,1,2,2,40763.40,USD
965101536-5,Capital City,2,1,0,0,50060.70,USD
221091946-0,A'zarqa,0,1,1,2,34331.04,USD
199028630-5,Amman,2,0,1,0,17773.55,JOD
287114266-1,A'zarqa,1,0,0,0,25216.84,JOD
573383627-X,Zarqa,0,0,2,0,27507.59,JOD
608009103-8,Capital City,0,2,2,2,36541.17,JOD
788313811-1,Amman,2,2,2,0,36361.36,JOD
325778295-0,Zarqa,0,1,0,2,43312.20,USD
637674514-8,Capital City,1,0,0,1,43555.46,JOD
687778919-9,Amman,2,0,0,0,24367.12,JOD
612866585-3,A'zarqa,1,2,0,0,24516.72,USD
608319919-0,A'zarqa,0,0,1,2,45493.54,JOD
054651010-8,Capital City,0,2,0,0,51544.21,USD
219103875-1,A'zarqa,2,2,1,2,41229.52,USD
703191624-0,amman,1,2,0,0,46021.43,JOD
590359669-X,,2,1,1,1,34269.36,JOD
587705548-8,Amman,1,2,1,1,41547.38,JOD
244126481-8,Capital City,0,0,0,1,40556.43,USD
686447781-9,Capital City,0,1,0,0,25041.44,USD
464073074-8,,1,2,1,0,52093.51,USD
027074443-6,Amman,1,1,0,0,26894.30,JOD
931858306-0,Capital City,2,1,2,1,33867.36,USD
831028167-6,amman,1,0,1,0,33644.52,USD
624544708-9,zaqra,1,0,1,1,36744.89,USD
489835325-8,A'zarqa,1,1,2,0,12067.14,USD
269313223-1,zaqra,2,2,1,1,15592.38,JOD
184504503-3,amman,0,0,0,2,14995.26,USD
096271041-5,Capital City,2,2,2,2,51356.14,JOD
705975933-6,A'zarqa,1,1,0,2,29601.45,JOD
101256987-X,zaqra,2,1,1,2,40284.90,USD
083954703-X,zaqra,2,1,1,0,37166.26,JOD
864764354-2,Amman,0,1,2,2,42476.59,USD
973493008-7,amman,1,1,2,0,20773.74,USD
815943593-2,amman,2,0,2,2,25630.01,USD
297632226-0,Capital City,0,2,1,1,42602.70,JOD
039200581-6,zaqra,0,0,0,1,36991.03,JOD
424473458-9,amman,2,0,0,1,40737.59,JOD
975134792-0,amman,2,1,0,0,45435.19,JOD
743713200-1,A'zarqa,1,2,2,2,18696.34,JOD
677260125-4,Zarqa,0,0,2,1,48898.46,USD
827874304-5,Zarqa,2,0,0,0,22161.60,JOD
333916071-6,Capital City,0,1,0,2,19115.24,USD
037835765-4,amman,0,0,1,2,30518.35,USD
476173473-6,zaqra,2,0,0,0,51385.81,USD
366077591-6,Capital City,1,0,0,0,52148.86,USD
209073010-2,Amman,2,1,1,2,48614.27,JOD
557013707-6,zaqra,0,1,2,0,21442.24,USD
165927586-5,A'zarqa,2,0,2,2,23482.89,JOD
479574817-9,A'zarqa,0,0,1,1,49681.64,JOD
334460611-5,zaqra,1,0,0,1,12680.62,JOD
218154170-1,zaqra,2,2,0,1,17235.95,JOD
396374355-7,Amman,0,2,1,1,31435.80,USD
590618335-3,zaqra,2,1,1,0,32421.91,USD
020438016-2,amman,1,2,0,1,36696.32,USD
002133875-2,A'zarqa,1,2,0,2,17408.78,JOD
706497075-9,Zarqa,2,1,1,2,12470.39,USD
768841424-5,Capital City,0,1,2,1,31415.71,JOD
341249432-1,Zarqa,0,0,2,1,39696.94,JOD
525795213-0,zaqra,1,1,1,0,27098.09,JOD
287675649-8,A'zarqa,0,2,2,0,29519.20,JOD
719059030-7,Amman,2,0,0,1,52270.70,USD
674473754-6,Zarqa,0,2,0,0,16086.32,JOD
504789768-0,Amman,1,1,1,1,41700.60,USD
446453100-8,Zarqa,0,0,2,2,32865.55,USD
933003516-7,Amman,1,1,0,2,30516.95,USD
668572594-X,amman,2,0,2,1,36270.04,JOD
294434750-0,,2,2,2,0,40781.04,USD
407084977-7,A'zarqa,0,0,1,1,37208.95,USD
571875923-5,zaqra,1,1,1,0,35303.57,USD
514670628-X,Capital City,0,1,2,0,52917.61,USD
818103587-9,Amman,2,0,0,1,39921.76,USD
882943432-9,Amman,2,1,0,0,43513.14,USD
255468466-9,zaqra,2,2,2,0,35857.68,JOD
240267992-1,Amman,0,0,0,2,27460.13,USD
139336328-8,amman,2,0,1,2,44814.20,JOD
416803004-0,,1,2,1,2,44398.06,USD
183884086-9,Zarqa,2,2,2,0,15111.54,USD
723943458-3,Zarqa,2,1,1,0,17927.94,USD
506552362-2,Amman,1,2,1,0,32482.13,JOD
640829632-7,Amman,2,1,1,2,34319.05,JOD
414011095-3,Amman,1,0,1,0,48590.33,JOD
152988443-8,amman,2,1,2,1,38190.57,USD
361891717-1,Capital City,2,2,0,1,37315.27,USD
979644578-6,Amman,2,2,2,0,34498.05,JOD
391227740-0,zaqra,2,2,2,1,37592.28,USD
004801077-4,Zarqa,0,2,1,1,48490.96,USD
675981009-0,Amman,2,2,2,2,15933.45,JOD
194533581-5,amman,2,0,1,0,34086.43,USD
336032708-X,zaqra,2,2,0,2,14574.38,JOD
776940832-6,,2,0,2,1,12363.26,USD
570698820-X,Zarqa,0,2,1,2,38501.24,USD
489012612-0,Amman,0,2,2,1,18734.54,USD
973695385-8,,0,0,1,2,51778.89,JOD
290743308-3,amman,1,1,1,0,30215.16,USD
454849400-6,Capital City,2,0,2,0,34587.20,JOD
575841206-6,Amman,2,2,2,1,38393.18,JOD
074168242-7,Amman,2,0,2,1,45007.35,JOD
341769352-7,A'zarqa,1,1,0,1,24420.54,JOD
407773289-1,zaqra,2,0,0,2,13851.89,JOD
870995080-X,zaqra,1,0,0,1,40467.08,JOD
700175976-7,Zarqa,0,0,0,2,52426.82,JOD
659177579-X,A'zarqa,1,1,1,2,12483.17,JOD
888626554-9,amman,2,0,2,0,25552.35,JOD
034048573-6,Zarqa,2,2,1,0,49177.24,JOD
316537308-6,amman,2,2,1,2,46637.20,JOD
056594120-8,Zarqa,0,2,0,1,50055.70,JOD
477294510-5,zaqra,0,0,0,1,13576.69,JOD
852567090-1,Zarqa,2,2,2,2,13071.13,JOD
424708372-4,Zarqa,1,1,0,2,44524.00,JOD
265330452-X,Capital City,0,2,0,0,19931.50,JOD
457697428-9,amman,2,1,1,1,36532.79,USD
157533447-X,Zarqa,2,1,1,2,13103.55,JOD
962819016-4,zaqra,0,1,2,1,37060.81,USD
067607168-6,zaqra,2,0,0,1,30292.45,USD
552641920-7,amman,2,1,1,2,25492.60,USD
594627858-4,Capital City,1,2,1,0,34708.25,JOD
842332370-6,Amman,0,1,2,2,48325.27,JOD
875674216-9,Capital City,2,2,0,2,39333.93,JOD
127941807-9,Capital City,1,2,1,0,40804.25,USD
839123934-9,zaqra,1,1,2,2,45171.54,USD
596907109-9,amman,2,0,2,1,36710.83,USD
698741955-8,Amman,1,1,1,0,13404.39,JOD
715726705-5,amman,2,2,2,1,25319.48,JOD
810298250-0,,0,2,0,2,44947.37,JOD
128899568-7,Amman,2,0,2,1,37697.76,USD
615848703-1,Zarqa,2,2,2,1,20590.64,JOD
136033039-9,Amman,2,0,1,0,27974.49,JOD
593634501-7,Amman,1,2,1,0,15897.60,JOD
531220254-1,Zarqa,2,0,0,0,20178.00,USD
759803101-0,Capital City,1,2,0,0,27121.39,USD
211181313-3,Amman,1,0,0,1,17842.07,USD
129915933-8,A'zarqa,0,0,0,0,48304.99,JOD
676659672-4,Amman,1,1,1,1,38719.55,USD
351018772-5,zaqra,1,1,0,2,33359.09,JOD
941605916-1,A'zarqa,1,2,0,0,22558.47,USD
008729214-9,zaqra,0,1,0,0,50454.27,JOD
240845386-0,Capital City,1,2,1,0,43325.95,USD
858583416-1,amman,1,1,1,1,13578.64,USD
315254726-9,zaqra,1,0,2,2,39637.63,JOD
675411431-2,Zarqa,1,1,1,2,29092.90,USD
740370564-5,Zarqa,2,0,1,1,42035.53,JOD
987623541-9,zaqra,2,1,1,0,41072.80,USD
097552640-5,Amman,1,1,2,2,12041.30,USD
535584802-8,Amman,2,1,0,1,13204.13,USD
275655968-7,A'zarqa,2,2,0,1,18632.40,USD
122454322-X,amman,0,1,2,2,41173.73,USD
525718411-7,Amman,2,0,1,0,31046.17,USD
881442094-7,A'zarqa,0,0,1,0,31098.62,USD
625399231-7,zaqra,2,0,1,2,40828.38,JOD
817951724-1,Zarqa,1,1,2,1,47048.05,USD
687961909-6,Amman,0,2,0,2,27194.05,USD
077011601-9,amman,0,0,0,0,23499.07,JOD
482420622-7,zaqra,2,0,1,1,37797.58,JOD
