StoreID,City,Item1,Item2,Item3,Item4,MonthlySales,Currency
792246047-3,Amman,1,1,0,2,25640.69,JOD
459226092-9,Amman,2,0,1,2,25959.20,USD
211632552-8,Amman,2,1,1,0,42776.18,JOD
474031981-0,amman,0,1,0,1,35493.47,USD
627252016-6,A'zarqa,1,1,1,0,22305.15,USD
791512884-1,A'zarqa,1,1,0,2,35518.75,JOD
315895417-6,Zarqa,0,1,0,2,31163.66,JOD
018637239-6,Amman,2,2,2,2,42009.01,JOD
743095031-0,Zarqa,0,2,0,2,13291.85,JOD
134775008-8,zaqra,0,0,0,1,29824.61,JOD
048590377-6,Amman,0,0,2,2,37787.58,JOD
332625172-6,Zarqa,0,0,0,0,25860.80,JOD
302989846-6,Zarqa,1,2,2,1,37736.60,USD
365870864-6,zaqra,2,1,0,2,17226.51,USD
553485788-9,Amman,2,2,2,2,37057.17,JOD
570133739-1,A'zarqa,1,2,1,1,47286.88,JOD
637138575-5,A'zarqa,0,1,0,0,13586.61,JOD
327552600-6,Zarqa,1,1,2,2,22031.67,JOD
164097254-4,Zarqa,2,0,1,2,27964.96,JOD
354817132-X,zaqra,0,2,2,1,47523.29,USD
829758694-4,Zarqa,0,2,1,1,13609.95,USD
363643456-X,A'zarqa,2,0,1,2,22341.44,JOD
364818223-4,Amman,1,0,0,1,23115.21,USD
110144943-8,A'zarqa,2,2,1,1,17945.00,USD
129501933-7,amman,0,2,2,0,16769.82,USD
211505611-6,Amman,2,0,0,2,12591.29,USD
397725110-4,Amman,1,0,2,0,24983.03,USD
521020401-4,amman,0,2,1,2,12805.74,JOD
666752438-5,A'zarqa,0,1,0,2,38350.78,USD
852559664-7,Capital City,2,2,0,1,27371.61,JOD
367757725-X,A'zarqa,0,0,2,1,26462.50,USD
281501186-7,Capital City,2,2,0,1,37800.22,USD
167452344-0,amman,2,0,2,1,30272.03,USD
692332769-5,Zarqa,0,1,0,2,34438.49,JOD
827941503-3,amman,2,0,2,2,26210.73,USD
380969796-6,,0,0,2,1,25464.72,USD
588905724-3,A'zarqa,0,2,1,2,42602.53,JOD
754293940-8,Zarqa,2,2,2,0,15331.50,JOD
297122768-5,,1,1,0,1,34959.21,JOD
143611016-5,Zarqa,0,2,1,0,37308.21,USD
806905556-1,amman,0,2,2,0,12268.64,JOD
762146194-2,Capital City,1,2,2,1,33437.72,USD
653950679-1,Amman,0,0,0,0,51215.42,USD
010067650-2,Zarqa,2,2,2,1,43774.17,USD
394368770-8,Zarqa,1,0,2,1,25900.76,JOD
186534743-4,A'zarqa,0,1,0,0,30285.29,JOD
608472782-4,Amman,2,0,0,0,23266.88,JOD
192013338-0,zaqra,2,1,0,0,39170.73,USD
739121453-1,A'zarqa,0,2,1,2,37544.73,USD
291232501-3,amman,1,1,1,0,23283.11,JOD
300270679-5,amman,0,0,0,1,32176.03,JOD
630936681-5,Amman,1,2,2,0,17736.03,JOD
952945112-1,A'zarqa,2,2,1,2,21500.67,JOD
239242452-7,A'zarqa,2,2,2,2,44081.01,JOD
053669084-7,zaqra,2,0,2,1,13152.65,JOD
246795591-5,zaqra,0,0,2,1,36773.82,USD
345467969-9,Zarqa,0,0,2,0,28251.98,JOD
567435849-4,amman,2,1,0,1,36823.50,USD
509885940-9,zaqra,2,1,1,2,21809.89,USD
373815996-7,Capital City,2,2,2,2,33120.71,USD
630715639-2,A'zarqa,1,2,1,2,40363.66,USD
858650319-3,Capital City,1,0,0,1,36731.02,USD
310112549-9,Capital City,1,2,0,0,46399.73,JOD
855181592-X,zaqra,2,2,0,2,30062.06,JOD
297548224-8,Capital City,2,2,0,1,13855.65,JOD
355812058-2,Zarqa,1,0,2,1,21577.05,JOD
320023290-0,,2,0,0,2,15920.88,JOD
889038509-X,zaqra,1,0,2,0,14035.67,JOD
018377507-4,Zarqa,2,2,2,0,33175.36,USD
930975613-6,A'zarqa,2,1,0,0,14843.37,USD
585841682-9,zaqra,0,0,1,2,14957.87,USD
031406058-8,Zarqa,1,0,2,1,48111.73,JOD
406646560-9,A'zarqa,0,2,2,1,30473.17,USD
922312871-4,A'zarqa,1,0,1,1,18658.60,USD
457295857-2,A'zarqa,2,2,0,0,49465.67,JOD
866402027-2,zaqra,0,1,1,1,50364.54,USD
767264878-0,,2,2,2,2,36255.09,JOD
906947464-6,zaqra,2,1,0,2,25029.51,USD
622731955-4,Zarqa,0,2,0,2,48003.58,USD
098352031-3,A'zarqa,2,0,0,2,52303.68,JOD
969068303-9,A'zarqa,2,2,1,2,31837.64,USD
698790388-3,amman,1,0,0,1,40163.60,USD
258602924-0,zaqra,1,1,2,2,29181.48,USD
935891884-5,A'zarqa,1,1,1,1,41622.32,JOD
539049671-X,Zarqa,2,0,2,2,23668.29,USD
192013140-X,amman,1,2,1,2,48343.80,JOD
862726382-5,Zarqa,1,1,2,2,47435.48,USD
186700080-6,amman,2,1,0,0,24411.94,JOD
356158901-4,Capital City,1,0,2,2,31157.56,USD
183208521-X,,1,1,2,0,32934.67,USD
250619872-5,Capital City,0,1,1,1,38849.08,USD
791017744-5,zaqra,0,1,2,1,12858.66,JOD
160631855-1,amman,1,0,0,1,51324.84,USD
699816130-1,amman,0,0,0,2,29954.95,USD
316525509-1,A'zarqa,1,0,1,2,36746.13,USD
820262950-0,Capital City,2,1,0,1,21270.48,JOD
530453736-X,amman,2,0,0,2,46064.19,JOD
585931833-2,Amman,2,2,2,0,33244.60,USD
204672186-1,Capital City,2,2,1,0,17698.09,JOD
977519371-0,Zarqa,0,2,0,1,20133.00,JOD
333143013-7,zaqra,0,1,0,2,35457.42,USD
419236030-6,zaqra,1,2,1,0,37042.36,JOD
586096386-6,Amman,1,2,2,1,44865.08,JOD
089346344-2,zaqra,2,2,2,2,44164.25,USD
933743472-5,amman,2,0,2,0,41059.98,JOD
234602536-4,amman,2,2,1,1,51453.38,USD
104116872-1,Capital City,1,2,1,2,28998.93,USD
995710945-6,A'zarqa,0,2,0,2,48596.50,JOD
665255364-3,Capital City,0,1,0,0,41799.82,USD
882026851-5,zaqra,0,0,0,2,41241.87,USD
600739554-5,Capital City,0,2,1,1,19161.37,USD
578277542-4,Capital City,0,0,0,2,47160.52,USD
759200406-2,Capital City,2,0,2,2,52306.16,USD
090435915-8,zaqra,0,0,0,2,39592.09,JOD
656302358-4,zaqra,0,0,0,0,14798.51,USD
554382130-1,A'zarqa,0,0,1,1,33974.92,JOD
603957972-2,Capital City,2,1,2,1,50133.96,JOD
004112632-7,A'zarqa,2,0,1,2,52951.85,USD
330370809-6,A'zarqa,2,0,2,1,34153.79,JOD
949768514-9,amman,0,0,0,0,35876.33,USD
050650876-5,Capital City,0,1,2,0,30072.35,USD
219387853-6,zaqra,2,2,1,1,30251.06,JOD
522363500-0,zaqra,1,0,0,0,49496.21,JOD
832395493-3,Zarqa,0,1,1,0,37921.70,JOD
883253056-2,amman,2,1,2,1,38907.62,JOD
948995712-7,Amman,2,1,0,0,45163.50,JOD
612594434-4,Zarqa,2,2,1,1,39855.64,USD
590302079-8,amman,0,1,1,2,18948.17,USD
510025768-7,Zarqa,0,0,1,0,32668.11,USD
358148737-3,Zarqa,2,2,0,0,43946.22,USD
167674542-4,A'zarqa,1,0,2,1,48251.99,JOD
659648259-6,amman,0,1,0,2,30326.25,USD
859869821-0,zaqra,0,2,2,2,16094.74,USD
770902299-5,Zarqa,0,2,1,2,36473.63,USD
430323837-6,Capital City,0,2,2,2,35614.80,JOD
119672849-6,Zarqa,2,2,1,1,35964.47,USD
980352906-4,amman,0,0,2,0,40856.16,USD
911701547-2,Amman,2,0,1,0,51540.79,USD
585318923-9,Capital City,2,1,1,1,51664.23,USD
087250453-0,Amman,1,1,1,2,25041.03,JOD
544161143-X,Capital City,2,1,1,0,15012.10,JOD
256278798-6,,0,2,0,1,43759.77,JOD
413433095-5,Capital City,1,1,1,1,47602.61,JOD
446537886-6,Amman,0,1,1,0,31904.01,USD
542381336-0,A'zarqa,0,0,2,1,43975.24,USD
959566962-8,Capital City,2,0,2,2,31463.46,JOD
857289815-8,amman,2,0,1,1,22131.69,USD
040265400-5,Zarqa,0,2,2,1,43204.34,USD
465394444-X,Capital City,1,1,2,1,47483.90,JOD
130919656-7,A'zarqa,0,2,0,0,30665.26,JOD
974865709-4,amman,0,1,0,1,32183.33,USD
427932525-1,Capital City,0,1,2,2,29169.98,USD
267405048-9,Zarqa,1,0,0,1,22376.81,JOD
861127170-X,A'zarqa,1,0,0,0,16001.65,JOD
638124268-X,Amman,1,2,2,1,29114.58,JOD
777560739-4,Amman,0,1,0,1,16851.30,JOD
505881172-3,Amman,2,2,2,0,26987.59,USD
716807378-8,Amman,0,1,2,1,32080.62,JOD
729813521-X,Zarqa,2,1,2,2,37102.92,USD
393653890-5,Zarqa,2,2,2,1,47615.15,USD
639730985-1,,2,1,2,2,52078.57,JOD
314205852-4,amman,0,2,2,0,21441.46,JOD
888855571-4,Amman,1,1,1,1,31582.17,USD
260346484-1,A'zarqa,1,1,2,0,38677.03,USD
185095785-1,Amman,2,0,2,2,51610.05,USD
042556721-4,Capital City,2,0,1,0,25681.95,USD
000964407-5,A'zarqa,2,0,2,1,28917.27,USD
997042360-6,zaqra,2,1,0,1,51405.17,JOD
987092133-7,A'zarqa,1,1,2,0,20358.00,JOD
366681868-4,amman,2,1,1,2,37823.75,JOD
114999927-6,Amman,1,2,0,0,12258.92,JOD
269648764-2,Amman,2,1,1,2,41362.31,JOD
606672045-7,zaqra,0,1,0,0,20972.33,JOD
703320781-6,zaqra,2,0,2,2,23276.82,USD
350706707-2,Amman,0,0,0,0,33370.00,JOD
541108766-X,Capital City,2,1,2,2,35090.36,USD
437260471-8,Capital City,0,0,2,1,15021.28,USD
572030964-0,Zarqa,0,1,0,0,40339.63,USD
295452075-2,amman,2,1,0,0,12909.86,USD
467600438-9,A'zarqa,2,0,1,2,21427.43,JOD
084835529-6,A'zarqa,0,2,2,0,52478.58,JOD
163430378-4,Amman,2,0,0,2,47720.22,JOD
434124011-0,Amman,2,1,1,0,38981.51,USD
158674882-3,A'zarqa,0,2,0,2,30741.92,JOD
751432102-0,amman,1,2,1,2,45762.66,JOD
845695127-7,Capital City,1,0,1,1,31691.39,USD
380887160-1,zaqra,1,1,1,0,40266.76,JOD
980696107-2,amman,0,1,2,1,40943.64,USD
634788706-1,A'zarqa,1,1,2,1,49747.38,JOD
584346844-5,A'zarqa,1,1,2,0,18062.34,JOD
460598678-2,zaqra,2,0,0,0,24939.92,USD
812071625-6,Capital City,0,1,0,0,32585.23,USD
607136137-0,amman,2,0,0,1,30881.47,USD
997896728-1,Amman,0,1,1,1,18539.02,USD
839794040-5,A'zarqa,0,1,1,2,25033.79,JOD
411712847-7,Amman,2,2,1,0,52206.11,JOD
534710931-9,Zarqa,1,1,1,0,47621.26,JOD
169942235-4,Amman,1,0,0,2,27251.59,USD
488635063-1,Capital City,1,0,0,1,25495.10,USD
008469702-4,Amman,2,0,1,0,47647.06,USD
116723020-5,Zarqa,1,0,1,1,47707.27,JOD
440310888-1,amman,1,0,2,2,45141.40,JOD
964795326-7,amman,1,0,2,0,39740.80,JOD
530510174-3,A'zarqa,0,1,0,1,40113.19,USD
723294172-2,Amman,1,0,0,2,39656.37,USD
689802483-3,Amman,1,2,2,0,12433.44,USD
025186840-0,A'zarqa,2,2,2,0,33587.62,JOD
936694843-X,Capital City,1,1,1,0,21829.69,USD
256056899-3,Amman,2,1,0,2,37378.05,JOD
448689673-4,A'zarqa,0,2,2,0,38422.60,USD
090449444-6,,2,1,0,0,44405.96,JOD
891442102-3,amman,1,2,1,0,16699.91,JOD
974590013-3,amman,0,1,2,1,38966.76,USD
915679569-6,amman,0,2,1,0,32800.80,JOD
615855173-2,Capital City,2,1,1,0,18836.90,JOD
493087835-7,Capital City,1,2,2,0,42719.19,JOD
104482027-6,Capital City,2,0,2,0,50743.68,USD
817404408-6,zaqra,1,1,1,0,43873.38,USD
468323594-3,Capital City,2,1,2,2,34151.23,JOD
845389497-3,Capital City,2,1,1,0,18275.13,USD
273200386-7,Capital City,1,1,1,2,12600.96,USD
665928790-6,Capital City,2,0,0,2,34206.69,USD
192173701-8,zaqra,1,0,1,0,17536.51,USD
620837640-8,A'zarqa,1,2,0,2,32082.59,JOD
347562739-6,zaqra,1,1,1,0,41686.06,JOD
409976564-4,Amman,0,0,1,2,37465.92,USD
281454851-4,Capital City,0,2,1,2,40630.62,USD
996686120-3,Zarqa,1,2,2,2,49006.92,USD
900228505-1,zaqra,2,1,2,1,14856.62,USD
517651877-5,zaqra,0,0,2,2,15076.23,JOD
811335989-3,A'zarqa,0,1,2,1,51996.67,USD
047126981-6,Capital City,2,2,0,2,26806.94,USD
025945223-8,Capital City,0,1,2,0,33448.76,JOD
422444714-2,amman,0,0,0,1,30607.12,USD
285973078-8,A'zarqa,0,2,2,0,14591.62,USD
136786448-8,zaqra,1,1,1,2,26588.74,JOD
481237098-1,Zarqa,2,0,2,0,30700.33,JOD
102373554-7,A'zarqa,2,1,2,0,23259.35,JOD
110452079-6,amman,2,1,2,1,23979.05,USD
319731951-6,Capital City,2,2,0,0,25783.83,JOD
682243354-6,Zarqa,1,2,0,2,34415.90,JOD
904069535-0,A'zarqa,0,0,0,1,41701.06,JOD
901131388-7,Zarqa,1,0,0,1,25123.19,USD
468626448-0,A'zarqa,2,1,2,0,34516.61,USD
945222917-9,Capital City,1,0,1,1,44766.69,USD
193677794-0,Zarqa,2,0,2,2,19636.98,JOD
667779689-2,Zarqa,1,1,0,1,32904.76,USD
853620155-X,A'zarqa,2,1,2,0,18499.81,USD
908198654-6,amman,1,1,0,1,29609.43,USD
312335612-4,Zarqa,0,0,0,2,45809.25,USD
386845122-6,amman,0,0,2,2,42146.69,JOD
573084133-7,,1,1,2,0,43157.15,JOD
045523982-7,zaqra,2,1,2,2,25643.82,USD
907293275-7,A'zarqa,2,0,0,1,50378.80,USD
745294882-3,Capital City,0,2,0,0,25835.77,USD
957230114-4,,2,1,2,2,16377.92,USD
364411435-8,zaqra,0,2,0,2,31546.15,JOD
138013037-9,Zarqa,0,2,0,1,42670.39,USD
950487194-1,Zarqa,2,2,1,2,21272.17,USD
795574117-X,amman,1,1,2,0,46964.78,JOD
498163690-3,zaqra,0,2,2,2,51078.06,JOD
085627830-0,Capital City,1,0,1,0,30056.34,JOD
586850885-8,amman,1,1,0,1,31544.39,USD
267671202-0,zaqra,0,0,0,2,34035.48,JOD
912503709-9,Amman,2,0,1,0,42238.20,JOD
757033358-6,Capital City,1,0,1,0,36033.16,USD
300055651-6,,2,0,0,0,39764.42,JOD
637689864-5,Zarqa,1,0,0,1,24866.83,JOD
949424326-9,Capital City,0,0,2,2,31049.65,USD
741311463-1,Capital City,1,0,0,2,42405.82,JOD
568386781-9,A'zarqa,2,1,2,1,49210.62,JOD
031799453-0,Capital City,0,2,2,1,36730.99,JOD
936983713-2,Capital City,0,1,0,2,51369.48,JOD
264148795-0,amman,0,0,1,2,45998.11,JOD
758939468-8,zaqra,2,0,1,0,48102.43,USD
620181264-4,Zarqa,0,0,0,0,47772.16,JOD
622489237-7,amman,1,0,0,2,17608.47,USD
675226984-X,amman,1,1,0,2,17102.72,JOD
512193961-2,Zarqa,0,0,2,2,42137.44,USD
923317752-1,zaqra,2,2,0,2,15111.89,USD
108128174-X,amman,1,2,1,2,48300.69,USD
651144851-7,A'zarqa,1,0,2,0,46070.64,USD
403463820-6,Zarqa,1,1,1,2,20987.58,USD
724079262-5,amman,2,2,0,2,33962.05,JOD
667267680-5,A'zarqa,2,1,0,2,29853.15,USD
388856707-6,Capital City,2,2,2,2,45683.84,JOD
052069402-3,Zarqa,2,2,1,2,28210.83,JOD
002618509-1,A'zarqa,1,1,0,2,27455.06,JOD
697056403-7,,0,0,0,0,13739.97,USD
502708794-2,Capital City,1,0,0,1,48663.46,JOD
236347366-3,zaqra,2,1,0,1,25831.92,USD
630076520-2,Capital City,1,1,2,2,20531.34,JOD
971611850-3,Zarqa,1,1,2,2,40033.89,JOD
604428834-X,Capital City,0,1,1,0,33555.93,USD
502446763-9,Zarqa,0,0,2,1,44616.09,USD
745426847-1,Capital City,1,0,1,1,28393.03,USD
675151740-8,Amman,2,1,1,2,35270.88,JOD
654881342-1,A'zarqa,1,0,1,1,22563.67,USD
802601381-6,A'zarqa,1,2,2,1,25512.89,USD
656872453-X,Amman,1,0,2,2,51956.74,USD
110914613-2,Capital City,1,0,2,2,52294.45,USD
810279867-X,A'zarqa,0,2,2,2,41970.92,JOD
500895865-8,zaqra,1,1,2,2,15584.21,USD
619111669-1,A'zarqa,2,0,1,0,13000.63,USD
350065512-2,Amman,0,0,2,0,24261.99,JOD
724975999-X,Zarqa,1,2,1,2,24214.87,JOD
125881782-9,zaqra,0,1,0,0,31401.51,JOD
100518998-6,amman,0,0,2,0,35610.85,JOD
035863301-X,Capital City,0,1,1,2,46433.16,JOD
789239120-7,amman,2,1,2,2,21018.31,USD
269458883-2,A'zarqa,2,1,2,0,52866.82,USD
931399767-3,A'zarqa,0,1,2,2,23979.01,USD
222767853-4,Capital City,1,0,2,0,22575.40,JOD
002232609-X,A'zarqa,2,2,0,1,16985.59,USD
318816932-9,A'zarqa,1,2,1,1,25283.34,USD
944910281-3,amman,1,0,1,0,52041.00,JOD
397466602-8,Zarqa,2,2,0,0,26138.90,JOD
543983704-3,Amman,1,2,0,0,39753.88,USD
409920388-3,Amman,0,2,0,1,52841.11,USD
137456087-1,Amman,0,1,2,1,26929.74,JOD
518946741-4,Capital City,1,1,1,1,29279.08,USD
568009745-1,A'zarqa,0,2,0,1,34895.82,USD
469781977-2,amman,2,1,1,1,15282.34,USD
316770111-0,zaqra,0,1,0,0,32779.28,USD
737085197-4,zaqra,1,1,2,0,34026.26,USD
616583186-9,zaqra,1,0,1,1,26289.16,USD
550955608-0,,2,1,2,1,45777.84,JOD
789478181-9,Zarqa,0,2,0,2,26499.62,JOD
771389119-6,zaqra,1,2,2,2,25961.89,JOD
467175532-7,Amman,2,1,0,0,33231.69,USD
227359155-1,Zarqa,1,2,1,0,45177.67,USD
559180918-9,Capital City,0,0,2,0,37908.00,USD
009801382-3,A'zarqa,0,2,2,2,44757.48,USD
251839968-2,Zarqa,0,2,1,2,47673.57,USD
134615456-2,Zarqa,0,0,2,0,44816.85,JOD
702848602-8,Capital City,1,1,2,1,25257.14,JOD
274943784-9,Capital City,0,1,0,0,51963.71,JOD
311558385-0,A'zarqa,0,2,2,0,44107.30,USD
048348334-6,Zarqa,0,0,1,1,29052.39,USD
647662834-8,A'zarqa,1,2,0,2,26451.55,USD
839989108-8,Amman,0,2,0,2,45900.08,JOD
745424692-3,Amman,0,1,2,1,39293.02,USD
798853628-1,Capital City,0,1,0,1,14820.80,USD
074015856-2,A'zarqa,1,1,0,1,30126.74,JOD
277267244-1,Capital City,2,1,2,1,40443.20,USD
268215528-6,Zarqa,2,2,1,1,33565.37,JOD
754918236-1,Capital City,1,1,2,1,33467.24,JOD
267563592-8,Zarqa,2,1,2,0,29256.95,JOD
733647380-6,zaqra,2,0,0,2,30647.67,USD
697531308-3,Capital City,0,2,1,2,44674.31,USD
276179316-1,Capital City,0,2,1,2,47343.11,USD
651376298-7,zaqra,2,2,2,2,30159.53,USD
357599252-5,amman,1,2,0,0,25026.23,USD
737121583-4,Amman,1,1,0,2,42872.91,USD
696817114-7,Capital City,2,0,2,1,16526.18,JOD
185103018-2,Capital City,0,0,1,1,12705.50,JOD
236643814-1,zaqra,0,1,0,2,13509.93,USD
278672060-5,A'zarqa,0,2,1,1,37188.61,JOD
667211429-7,Capital City,2,0,2,2,17914.64,JOD
284854785-5,Amman,2,0,2,1,40670.74,USD
340708273-8,Zarqa,2,2,1,2,21076.26,USD
515289687-7,Zarqa,1,1,1,2,25643.95,JOD
423866512-0,amman,1,1,0,1,21653.97,JOD
543444767-0,Amman,1,2,1,1,16724.91,USD
755281791-7,,2,0,1,1,30081.32,JOD
762018037-0,Capital City,0,0,0,1,49200.26,USD
108482647-X,amman,1,2,1,2,21870.10,JOD
875257892-5,Zarqa,0,2,1,0,25494.96,JOD
231225050-0,A'zarqa,2,0,1,0,19873.14,JOD
722127360-X,A'zarqa,1,1,2,0,51618.53,USD
896530125-4,zaqra,1,0,0,1,52813.05,USD
668415457-4,Capital City,1,1,2,2,23306.20,USD
746518309-X,A'zarqa,2,1,1,0,14411.49,JOD
912807532-3,amman,0,2,1,0,16728.42,USD
731336652-3,Zarqa,2,0,2,1,29312.57,JOD
356689735-3,Amman,0,2,0,0,45593.53,JOD
199991475-9,zaqra,2,1,2,2,46027.77,USD
978844629-9,Amman,2,0,1,1,21073.57,JOD
440758493-9,zaqra,2,1,2,1,25107.88,JOD
588838178-0,Amman,0,2,2,1,22731.10,JOD
168348386-3,Amman,0,1,0,0,23840.88,JOD
201984707-8,amman,2,2,2,1,20847.68,USD
440716560-X,Capital City,0,1,0,1,24214.40,USD
033992886-7,A'zarqa,1,1,0,0,19574.17,USD
508041672-6,amman,2,2,1,2,47622.94,USD
119031768-0,,1,2,1,0,34791.49,USD
010833032-X,amman,0,1,1,0,12148.12,USD
676605371-2,,2,1,1,2,38148.58,USD
163435349-8,zaqra,0,1,1,0,36150.83,USD
109329536-8,A'zarqa,0,1,0,0,21194.17,JOD
352793401-4,Amman,0,1,1,0,44201.25,JOD
143298354-7,zaqra,2,0,1,1,51928.53,JOD
865663983-8,Capital City,0,1,2,2,45110.12,JOD
777200342-0,zaqra,0,2,2,1,16713.63,USD
248169366-3,Capital City,1,1,2,2,44067.82,USD
140317552-7,Zarqa,1,0,0,2,45414.39,USD
369959022-4,A'zarqa,1,2,1,0,51449.15,JOD
601797056-9,amman,1,0,2,1,15516.76,JOD
025599791-4,amman,2,2,2,0,16463.47,JOD
351705021-0,Capital City,0,0,2,2,16494.39,USD
778113235-1,zaqra,1,1,2,0,20008.15,JOD
569000297-6,zaqra,2,0,0,0,20015.94,USD
966698939-5,A'zarqa,1,1,1,2,22565.61,JOD
159899420-4,amman,1,2,2,2,23731.58,USD
549575808-0,Capital City,0,1,2,1,51848.38,JOD
561292905-6,zaqra,1,1,2,1,52077.57,JOD
183409927-7,Amman,2,1,1,1,44061.44,JOD
167147148-2,zaqra,0,2,1,1,50395.94,JOD
411364418-7,A'zarqa,2,0,0,0,15875.06,USD
811514497-5,Capital City,2,1,1,0,19464.34,JOD
590270308-5,A'zarqa,2,1,1,0,50456.27,JOD
170809495-4,A'zarqa,1,1,2,2,52415.60,USD
925980005-6,A'zarqa,0,0,2,2,38002.34,JOD
367159534-5,zaqra,1,2,1,0,14812.11,JOD
668049728-0,Zarqa,2,2,1,1,14735.13,USD
737614535-4,zaqra,2,1,1,1,19827.17,USD
769218761-4,Zarqa,2,0,1,1,13240.72,JOD
354855058-4,Amman,0,0,2,2,39452.94,JOD
233234078-5,Amman,2,1,1,0,49516.41,USD
274954032-1,,2,2,1,0,24278.36,JOD
050520180-1,Capital City,2,1,1,1,20654.51,JOD
338456286-0,Capital City,0,1,1,2,22435.65,JOD
741667442-5,Capital City,2,2,2,0,44156.50,JOD
635819195-0,Amman,2,1,2,2,15254.16,USD
107627619-9,Zarqa,1,1,1,1,29102.26,JOD
191514662-3,Amman,0,0,1,0,17124.48,JOD
358406855-X,Capital City,2,1,0,1,20104.56,JOD
741720756-1,zaqra,1,1,2,1,19800.91,JOD
678244925-0,A'zarqa,0,0,0,1,25619.11,USD
395986965-7,zaqra,0,1,1,0,31374.15,JOD
404199812-3,zaqra,1,0,1,2,21730.78,USD
139894452-1,Capital City,1,2,2,0,29665.84,USD
978043612-X,Amman,0,0,2,2,47761.61,USD
231774565-6,Amman,2,2,2,2,26037.71,USD
452619590-1,Zarqa,1,0,1,1,30568.80,JOD
457075584-4,amman,1,1,0,2,30705.88,JOD
856546691-4,Capital City,0,1,2,0,36209.19,JOD
921033252-0,amman,2,2,2,0,45943.06,USD
739665595-1,zaqra,0,2,2,1,51988.83,JOD
052992990-2,Zarqa,2,2,2,2,35584.05,JOD
496850201-X,amman,2,2,0,1,48157.81,JOD
273338435-X,Amman,2,2,2,2,43518.81,JOD
240081191-1,zaqra,1,2,1,0,47284.89,JOD
934029024-0,zaqra,2,2,1,0,15802.13,JOD
318601775-0,A'zarqa,1,2,1,0,18842.46,JOD
444558026-0,Amman,1,0,0,2,22087.91,JOD
160150921-9,zaqra,0,2,1,2,30667.20,USD
440568689-0,Amman,2,0,2,1,19523.78,USD
320889786-3,A'zarqa,0,2,1,1,45089.48,JOD
102023360-5,zaqra,0,2,2,1,48995.08,USD
129112134-X,zaqra,2,1,0,1,39444.23,JOD
127558305-9,amman,0,1,2,0,46041.58,USD
377474211-1,zaqra,1,1,1,0,17238.97,USD
664233281-4,amman,0,2,2,0,41798.74,USD
290574618-1,Amman,1,1,0,0,20587.49,USD
119702807-2,Zarqa,0,1,2,2,14426.16,JOD
667709789-7,Capital City,2,2,0,0,39192.47,USD
643284233-6,Zarqa,2,0,1,2,37709.38,JOD
640522212-8,Capital City,2,0,0,0,21421.84,JOD
962859223-8,A'zarqa,0,2,2,1,41679.85,USD
800869076-3,Zarqa,1,1,0,2,51798.66,JOD
489746259-2,A'zarqa,0,1,2,2,43510.20,JOD
192166730-3,,1,2,0,1,51857.43,USD
436996248-X,A'zarqa,0,1,2,0,34020.78,USD
375614027-X,amman,0,0,1,0,32544.93,JOD
090504350-2,A'zarqa,0,1,0,2,14800.23,JOD
365893949-4,,2,2,1,0,35117.78,USD
912527124-5,A'zarqa,1,0,2,0,36177.44,USD
567226733-5,Capital City,1,2,2,2,25454.29,JOD
356724338-1,Capital City,0,2,0,1,46995.58,USD
440279902-3,zaqra,0,1,2,2,31470.50,JOD
969783586-1,amman,0,1,1,2,42762.15,USD
381143045-9,Amman,2,0,1,0,34987.81,USD
314313013-X,Capital City,0,2,2,1,23097.10,JOD
807187241-5,Zarqa,1,2,0,1,41283.42,JOD
222495951-6,Capital City,0,2,2,2,14358.57,USD
856075487-3,A'zarqa,2,2,0,0,52396.56,USD
251860339-5,Zarqa,0,0,2,0,32707.13,JOD
401043449-X,zaqra,2,1,1,2,52096.50,JOD
831065463-4,Capital City,2,0,0,2,32404.41,USD
938272116-9,zaqra,0,0,0,0,20493.62,USD
747966827-9,amman,1,0,1,0,12949.81,USD
559950932-X,A'zarqa,0,0,1,1,13382.50,JOD
573900695-3,A'zarqa,1,0,2,2,12860.58,USD
253514060-8,Capital City,1,2,2,0,44813.75,USD
093558309-2,Amman,2,1,2,1,40916.55,USD
387202184-2,,1,2,0,0,18582.08,USD
022178589-2,Amman,2,2,0,1,36056.33,JOD
855078942-9,A'zarqa,0,1,2,2,27984.45,USD
048764818-8,Zarqa,2,1,2,0,52469.42,USD
898456769-8,Zarqa,1,0,1,2,29859.71,JOD
148677493-8,zaqra,2,0,1,1,14110.92,JOD
936893540-8,Zarqa,0,1,2,2,21248.78,USD
941926477-7,amman,2,2,1,1,52572.14,USD
380860155-8,zaqra,0,0,0,0,12977.07,USD
228383333-7,A'zarqa,1,2,0,1,27047.56,JOD
989029140-1,Zarqa,2,0,1,2,20510.69,USD
434263258-6,zaqra,1,1,0,2,40749.04,JOD
652327236-2,A'zarqa,0,2,2,2,34080.21,JOD
703564323-0,amman,1,0,1,0,15252.68,JOD
874304392-5,Capital City,2,2,1,1,45213.07,JOD
505317980-8,amman,2,2,2,0,50567.59,JOD
322479175-6,Capital City,0,1,0,0,21816.04,JOD
719170515-9,Amman,1,1,0,2,50189.32,JOD
003889140-9,,2,0,1,0,14704.96,JOD
145024883-7,zaqra,2,0,0,1,44779.30,USD
418206877-7,,1,2,1,0,24134.51,JOD
665040194-3,zaqra,2,0,2,1,19459.35,JOD
657219749-2,amman,0,0,1,1,42357.19,JOD
