Author_ID,Book_ISSN,Place_of_Publication,Year_of_Publication,TotalSales
2554,40-605-6709,New York,Sibbert, 3692.74
255,69-238-4544,London,Bennedsen, 1183.83
1235,69-710-3696,Paris,Chaytor, 7045.34
55,50-297-0627,london,Gregoletti, 8242.76
464,18-124-7731,New York,Dowsing, 2205.73
3641,52-477-0433,toKyo,Sponer, 7369.36
3566,51-761-8302,Paris,Coraini, 2829.22
6963,71-015-0223,New York,Boardman, 4594.68
55,66-342-1593,london,Aaronson, 8626.75
963,20-971-8133,NY,Blanckley, 8622.42
68545,78-626-8352,NY,Schoenleiter, 8711.17
68545,25-952-8180,london,Teliga, 909.74
2554,79-557-8769,Tokyo,Oakeshott, 6660.43
1235,34-841-4780,london,Eidelman, 7639.31
3542,75-012-2553,London,Dumpleton, 1639.87
46213,12-862-2396,Tokyo,Cogley, 8671.80
46213,69-394-1390,London,Lloyd-Williams, 9566.24
1235,08-817-5253,New York,Brogiotti, 5808.40
6963,37-851-8572,NY,Bohl, 8809.37
255,06-632-8411,Tokyo,Werendell, 6933.65
1336,80-124-6463,Tokyo,Aldwich, 9616.53
46213,07-563-4192,toKyo,Bayldon, 6279.94
255,13-698-7192,toKyo,Franzettoini, 1160.60
3542,73-919-3137,Tokyo,Woolvett, 4833.70
255,40-860-7192,New York,Muzzullo, 6140.95
3566,21-515-1140,New York,Jaquest, 1533.07
3566,73-271-1625,Paris,Klein, 3688.49
458,87-469-3351,london,Dewsnap, 1537.13
1336,60-845-0275,toKyo,Bernardelli, 2345.79
63468,99-184-2339,toKyo,Klaesson, 2528.35
3542,57-319-2904,NY,Schouthede, 8445.52
458,17-245-0486,london,O' Mulderrig, 3562.38
255,60-862-1901,London,Beausang, 4445.49
2554,64-825-0655,toKyo,Cromblehome, 3742.58
963,20-221-5134,NY,Gippes, 7095.70
513,97-282-4019,London,Rippingall, 1173.57
6963,64-453-2845,toKyo,Arzu, 2324.03
513,41-644-3649,toKyo,Doxey, 3933.99
513,58-654-3542,London,Cordet, 3173.39
2554,70-313-9747,Tokyo,Backshaw, 6060.36
3641,29-757-3498,New York,Blazewicz, 9493.63
46213,48-584-0942,Paris,Corkan, 4489.06
68545,92-208-0788,toKyo,Andrick, 4616.78
6963,60-482-6511,Tokyo,Weld, 3278.67
963,01-282-2394,Paris,Benedite, 8503.44
55,16-266-8500,Tokyo,Haslewood, 7282.10
3546,84-769-2208,NY,Eagland, 5510.12
2554,18-368-9069,toKyo,Stadding, 8061.97
46213,88-805-4824,toKyo,Kniveton, 2636.07
3641,79-608-2971,toKyo,Baylay, 3102.92
2554,56-545-8467,NY,Playden, 4080.34
464,07-771-5594,London,Stanes, 2479.28
458,67-923-0450,NY,Rupke, 8911.67
2554,85-543-6289,New York,Larvin, 5533.58
3546,81-718-4624,toKyo,Gilham, 3924.52
68545,56-920-6291,NY,Drejer, 4950.65
2554,80-728-4288,New York,Chitter, 7524.98
3641,78-084-7606,New York,Penberthy, 3956.96
1235,45-457-3433,London,Bohman, 954.20
35465,29-452-1193,New York,Cristofvao, 2436.87
55,17-662-1486,toKyo,Raiker, 9968.78
68545,72-792-6326,Paris,Dealey, 2684.73
513,22-399-0842,New York,Tointon, 7432.74
255,57-263-8113,,Bronot, 6975.60
6963,83-442-2769,Paris,Chesher, 2464.00
458,83-567-1690,london,Carroll, 5132.12
68545,74-318-7208,Paris,Marginson, 8660.20
3542,15-064-8208,Tokyo,Bickell, 3700.63
2554,82-220-2107,Paris,Jasper, 4578.98
35465,26-659-9989,Tokyo,Tack, 8851.41
68545,05-462-9240,toKyo,Millard, 8932.55
55,90-797-0026,New York,Caro, 9486.42
63468,50-414-1846,London,Kleimt,
3542,61-148-8984,New York,Lockyear,
2554,56-192-4862,New York,Varlow, 3156.63
3641,71-749-7353,New York,Leckenby, 2170.26
3641,08-936-5611,toKyo,Calbert, 8594.85
6963,16-269-9077,London,Baudacci, 5874.62
63468,60-577-1505,London,Cromblehome, 9015.54
3546,21-258-0637,Tokyo,Goodhand, 3233.80
3641,14-932-1537,Paris,Marre, 8880.33
963,04-971-3390,New York,Casiroli, 7737.80
464,75-237-7318,toKyo,Doree, 6117.20
3542,98-763-3065,New York,Pharaoh, 2306.06
35465,30-308-6557,New York,McIlvaney, 9690.08
3546,06-634-5706,Paris,Hammett, 5525.61
3546,45-000-7587,Paris,Hobben, 7483.25
3542,34-752-0307,NY,Soal, 644.79
3566,54-354-6692,london,Cottem, 7332.65
458,76-680-2361,,Dantesia, 7438.66
1336,36-718-1579,Tokyo,Raffels, 1200.02
6963,61-640-5972,New York,Gorger, 2214.14
3542,90-802-7508,New York,Barcke, 8609.42
1336,09-201-0441,Paris,Van Oord, 4382.78
464,37-839-9394,London,Broker, 8867.70
68545,06-913-3290,Paris,Mersey, 6112.22
63468,87-841-0230,Paris,Deegan, 6703.44
35465,39-738-9981,Paris,Simond, 2231.63
963,92-299-5612,New York,Coulter, 9060.11
55,64-609-2493,London,Morde, 1449.67
68545,56-840-0356,New York,Gillies, 5813.84
55,81-198-8466,london,Verheijden, 2440.90
6963,22-501-2753,London,Yakovitch, 8180.24
63468,99-307-3646,London,Baskwell, 3373.95
63468,24-962-1087,NY,Brodeau, 8543.18
2554,38-855-4039,london,Asaaf, 6053.23
458,25-044-0566,NY,Chevin, 4874.90
255,98-090-1542,London,McCullouch, 3678.62
458,00-447-2692,NY,Mithon, 7449.95
1235,21-796-2843,Tokyo,Munkley, 6566.27
35465,59-246-3702,london,Myrkus, 3659.49
68545,17-286-1428,Paris,Flament, 9663.37
63468,43-912-2524,,Holborn, 3676.34
55,54-876-4752,London,Potkins, 9323.55
3641,02-991-7067,New York,Kupper, 9224.50
464,95-172-9741,toKyo,Giorgielli, 604.88
63468,56-181-6152,NY,Ingall, 1191.13
255,27-597-8081,New York,Stabler, 1726.25
253,41-992-7479,Tokyo,Anniwell, 934.56
2554,92-503-3485,london,MacAlester, 4791.97
6963,96-850-0284,toKyo,Yemm,
3546,50-136-2295,London,Le Brom, 4971.08
963,55-875-4712,New York,Feak, 5616.37
2554,83-816-4885,London,Perrigo, 2997.63
63468,26-564-0644,toKyo,Pavlov, 3037.72
2554,98-924-2033,toKyo,Haken, 6514.69
6963,12-895-5346,Paris,Moon, 6677.49
55,79-986-4110,Paris,Iaduccelli, 1157.11
3566,33-399-0808,NY,Seamarke, 1606.89
3542,92-331-5096,Tokyo,Bothwell, 5262.21
63468,24-545-3486,london,Rodwell, 6007.25
255,10-407-4050,toKyo,Pettko, 4653.06
1336,15-963-9046,New York,Rimour, 4340.16
3542,39-084-8559,toKyo,Godfrey, 3262.99
3641,72-644-2910,New York,Melmoth, 5015.70
1336,61-711-5681,toKyo,Dumbar, 1623.71
464,50-155-5273,London,Hillitt, 6405.04
55,66-082-7374,Tokyo,Follen, 5319.32
1336,47-848-4848,New York,Shalliker, 9630.03
255,75-156-7092,toKyo,Marder, 6716.23
458,97-362-3506,Paris,Gravett, 3806.13
3641,74-209-5656,Tokyo,Courage, 5586.18
35465,09-924-5507,New York,Benettelli, 8704.80
46213,67-537-7422,london,Carah, 6711.46
253,63-029-8804,New York,Wallman, 8425.06
458,23-784-4557,Tokyo,Sweett, 2166.89
3546,53-929-1452,New York,Traut, 3006.50
1336,70-174-4804,toKyo,Liggens, 5354.78
1336,76-821-4898,london,Germaine, 9876.24
2554,86-314-7930,New York,Whyler, 9040.91
255,66-376-6754,Paris,Drakeley, 3016.74
253,86-630-9091,New York,Burdge, 7803.36
1235,20-301-3807,New York,Snipe, 9641.94
46213,55-112-9882,Tokyo,Blunsen, 8018.57
35465,34-701-5107,Paris,Milthorpe, 1394.28
3641,48-023-7668,Tokyo,Nockells, 5431.09
35465,17-461-2331,New York,Gieves, 5496.77
253,08-555-3540,toKyo,Mabbs, 2913.51
2554,08-113-2181,toKyo,Chapling, 2889.37
1235,91-655-6173,NY,McIlwreath, 3484.31
1336,36-855-5906,Tokyo,Gentsch, 840.43
253,76-249-7994,New York,Yanson, 4903.77
2554,16-712-0649,london,Bache, 8520.12
963,80-332-2280,New York,De Malchar, 841.39
963,36-373-6708,london,Sketh, 8967.84
253,27-970-4816,NY,Carwithan, 3375.52
3641,54-750-8150,Tokyo,Kenryd, 8583.52
55,57-534-0552,Tokyo,McCrone, 9564.81
2554,15-141-7230,New York,McKerton, 9484.71
464,06-191-4491,Paris,Rawstorne, 4637.25
68545,85-992-8608,New York,Bullus, 1201.24
963,30-928-9955,Tokyo,Matushenko, 1698.11
1336,12-264-9047,Tokyo,Wheeliker, 4594.97
35465,33-629-5497,Paris,Shimoni, 5369.28
963,06-980-8180,Paris,Waggatt, 3823.07
255,52-523-2658,New York,Taber, 997.72
3566,18-731-3126,toKyo,Rablin, 5398.98
3641,95-671-5198,NY,Olyonov, 8432.84
1235,19-388-4614,london,Wohlers, 5907.22
963,29-225-4189,toKyo,Skiplorne, 1182.74
3566,98-469-2437,London,Massy, 4781.71
963,82-549-2770,Tokyo,Rugieri, 5976.22
3641,78-309-5397,New York,Bour, 635.79
2554,65-540-7961,Paris,Kibblewhite, 5448.12
1336,46-742-4660,NY,Keggins, 5472.53
513,62-827-8320,New York,Bliss, 9224.51
1336,56-806-9041,Tokyo,Laker, 5524.40
63468,04-600-4279,New York,Basler, 1076.06
3641,72-735-5998,toKyo,Ropartz, 4606.80
55,74-118-9168,Paris,Starzaker, 1743.39
3641,87-148-5056,toKyo,Bocke, 9699.18
1235,08-296-4518,toKyo,Beckers, 3007.85
464,83-713-4907,New York,Guiel, 1883.89
2554,96-627-8142,New York,Gippes, 5877.62
35465,03-113-9954,NY,Vina, 9959.66
35465,01-941-8191,Paris,Hollow, 6204.44
464,34-836-8182,Paris,Janu, 5107.62
35465,29-981-0322,london,Collen, 3650.70
3641,98-981-6728,toKyo,McGreil, 4156.05
6963,30-428-6796,Tokyo,Fruish, 1960.78
3566,90-456-5759,London,Leggat, 9508.70
464,92-593-9180,london,Lawrenz, 2637.81
3641,22-555-8853,London,Pietrowicz, 3861.41
963,32-490-1264,Paris,Friedlos, 1259.88
464,23-967-9299,Paris,Wenham, 4136.66
3542,67-653-0270,Paris,Dunbobbin, 4110.93
63468,94-868-5754,NY,Jakeway, 1421.17
1235,45-261-0102,NY,Pepper, 6544.54
464,65-936-3017,Paris,Frampton, 3694.35
68545,06-060-5870,New York,Whimp, 8004.79
55,01-269-3787,london,Merigon, 2644.11
464,07-433-4414,Tokyo,Carlos, 3401.21
1336,52-774-2611,Tokyo,Formilli, 1365.55
1336,43-639-5237,Tokyo,Lamberton, 6481.69
255,20-923-0766,New York,Polly, 9973.79
963,00-841-7984,London,Jeannin, 5436.37
1235,25-420-6177,Tokyo,Yockney, 1261.46
3546,65-176-0921,London,Osipov, 6592.86
963,01-714-6852,NY,McKerton,
513,89-059-1613,NY,Burry, 1916.12
1235,69-003-5177,london,Sonner, 3336.94
458,54-091-4685,Tokyo,Miklem,
6963,18-645-3373,NY,Ackrill, 5488.51
255,70-359-6701,Tokyo,Smither, 7123.17
46213,46-297-3699,NY,Spaunton, 9028.04
46213,66-173-5158,Paris,Whatman, 9478.75
3542,35-199-7511,London,Selby, 820.08
458,04-307-1220,Tokyo,Hamnett, 9935.28
3546,71-603-8780,London,Kumaar, 6580.64
63468,06-802-4652,London,Gullifant, 9378.50
253,08-914-9354,Tokyo,Klisch,
513,16-337-0883,toKyo,Waything, 4531.88
1336,85-497-6138,NY,Bonass, 9545.18
6963,79-020-8244,NY,Wailes, 921.61
253,58-022-9200,New York,Matteuzzi, 2167.60
3546,77-648-2733,Paris,Mark, 4593.37
458,34-968-7837,Tokyo,Woodwind, 8626.01
35465,49-910-2544,london,Ventris, 9160.65
3542,64-311-3044,New York,Phizackarley, 8526.15
2554,83-713-3134,London,Rennebeck, 2438.76
963,93-185-2633,Paris,Salsbury, 2949.01
63468,99-046-6643,New York,Bloomfield, 6323.89
6963,92-388-3509,london,Eastbrook, 6823.58
3566,83-032-2642,Tokyo,Shallcross, 3908.58
1336,01-838-3284,NY,Edlin, 9163.81
63468,77-619-5110,toKyo,Krysiak, 8484.40
1235,94-569-3042,NY,Cattow, 6938.26
46213,08-143-6904,toKyo,Lowman, 8931.89
464,68-648-3572,London,Fewkes, 5176.22
3641,10-597-9415,NY,Clawley, 2979.29
3546,12-917-8938,NY,Maccrae, 6448.36
458,38-597-2251,NY,Schimek, 8333.92
3641,15-135-8405,Paris,Tryhorn, 818.53
1235,14-230-6241,london,Slainey, 6788.47
255,27-655-7710,New York,Glendza, 6325.91
464,68-858-7982,London,Gribbell, 7747.74
963,35-940-6056,London,Cicculini, 8979.33
1336,42-235-1265,NY,Stovold, 7809.37
1336,58-704-6320,London,Caston, 7415.78
3546,14-219-9136,Paris,Renahan, 1602.41
35465,57-996-1270,New York,Braniff, 696.61
255,42-305-1096,Paris,Doudny, 4824.62
3566,68-841-0952,NY,Ramelot, 8536.69
55,84-468-2052,Paris,Burnsides, 9297.53
253,98-368-1300,london,Dunkinson, 1156.08
3542,12-751-2132,london,Zecchii, 7749.11
2554,34-107-0199,london,Hairyes, 3532.04
68545,63-662-1504,Tokyo,Koenen, 4671.18
3566,91-510-7389,toKyo,Woodburn, 7565.96
3641,48-359-4845,NY,Ellph, 3834.29
255,15-399-0604,Tokyo,Cowins, 4027.39
55,67-616-5840,toKyo,Volante, 4666.71
3566,48-427-8944,Paris,Studd, 6101.26
253,31-879-0631,london,Royall, 7703.01
513,47-553-4372,London,Hancox, 690.37
3641,75-259-7926,London,Caley, 7941.70
35465,92-332-8654,Paris,Thickett, 9698.76
3542,51-632-0620,london,Niave, 8651.73
55,91-986-0773,NY,Doodson, 2917.06
3641,49-877-7289,London,Endon, 9435.55
2554,61-126-9454,toKyo,Clampett, 2719.65
1235,14-230-6241,london,Slainey, 6788.47
255,27-655-7710,New York,Glendza, 6325.91
464,68-858-7982,London,Gribbell, 7747.74
963,35-940-6056,London,Cicculini, 8979.33
1336,42-235-1265,NY,Stovold, 7809.37
1336,58-704-6320,London,Caston, 7415.78
3546,14-219-9136,Paris,Renahan, 1602.41
35465,57-996-1270,New York,Braniff, 696.61
255,42-305-1096,Paris,Doudny, 4824.62
3566,68-841-0952,NY,Ramelot, 8536.69
55,84-468-2052,Paris,Burnsides, 9297.53
253,98-368-1300,london,Dunkinson, 1156.08
3542,12-751-2132,london,Zecchii, 7749.11
2554,34-107-0199,london,Hairyes, 3532.04
68545,63-662-1504,Tokyo,Koenen, 4671.18
3566,91-510-7389,toKyo,Woodburn, 7565.96
3641,48-359-4845,NY,Ellph, 3834.29
