Company,Country,Department_1,Department_2,Department_3,Department_4,Salary,Currency
979405965-X,Egypt,0,2,0,2,1334.44,euro
368237352-7,Kuwait,0,1,0,1,711.07,euro
703581423-X,jod,0,1,2,1,1076.50,Euro
825006641-3,Egypt,1,1,0,0,1173.06,USD
777981703-2,egypt,1,1,0,0,1378.84,$
605617323-2,jod,1,1,0,0,835.61,JOD
222815248-X,JOD,2,1,0,2,1309.34,JOD
947919932-7,jod,1,2,2,2,739.10,$
952255362-X,Kuwait,2,2,2,0,872.43,euro
609883322-2,Egypt,0,0,1,1,1474.50,$
061382768-6,Egypt,2,2,2,1,1173.90,$
181739476-2,egypt,2,0,2,1,888.39,USD
422380788-9,jod,0,1,0,1,1358.44,USD
722156845-6,Egypt,0,2,1,1,677.15,JOD
987718578-4,Jordan,2,0,0,2,927.57,usd
397581989-8,Egypt,2,2,2,2,848.78,Euro
231984818-5,Egypt,1,2,2,0,1402.68,JOD
267690594-5,jod,1,0,0,1,1116.13,usd
034783756-5,Egypt,1,0,0,2,1020.76,euro
313087346-5,Jordan,2,0,2,0,1480.91,$
188803333-9,Jordan,0,1,0,1,1175.76,JOD
115705622-9,jod,0,2,0,0,783.62,euro
160873979-1,Jordan,0,2,1,0,860.09,euro
684518496-8,egypt,2,2,1,0,1027.07,euro
342229970-X,egypt,2,0,1,2,1417.86,usd
956882312-3,egypt,1,1,0,0,1364.99,$
220074368-8,JOD,2,0,0,0,989.16,USD
086962281-1,Egypt,1,2,2,0,728.03,usd
932214221-9,JOD,0,2,2,1,659.24,USD
482187564-0,egypt,0,0,0,2,1087.46,USD
521813153-9,jod,0,2,1,1,1129.18,USD
018251855-8,Kuwait,2,0,0,0,637.47,Euro
282065537-8,egypt,1,0,1,2,1137.96,$
921050788-6,egypt,2,2,1,1,1477.36,usd
097147058-8,,2,2,,1,869.54,$
649758715-2,jod,0,0,0,2,1190.22,USD
115013367-8,Jordan,1,0,1,1,897.59,$
234861082-5,Egypt,1,1,2,0,1375.67,Euro
485180683-3,Egypt,0,1,0,1,1197.99,euro
933489296-X,Jordan,0,0,1,0,1164.90,$
663083780-0,Kuwait,2,0,0,0,1075.96,usd
600323613-2,Egypt,2,2,0,1,964.61,usd
767735070-4,Jordan,1,2,1,1,825.47,euro
563128508-8,jod,0,1,2,1,1065.28,euro
519407424-7,Kuwait,2,1,0,1,1386.49,USD
131046022-1,JOD,2,1,1,1,675.58,JOD
497770795-8,egypt,2,0,1,0,1322.89,euro
386176823-2,JOD,0,1,2,0,1063.09,USD
613308292-5,jod,0,0,2,2,1403.83,usd
940401797-3,Jordan,2,0,1,0,1292.37,euro
491997622-4,Egypt,0,2,0,1,1062.87,euro
593986760-X,JOD,1,2,0,1,1238.29,euro
979923086-1,jod,1,0,2,2,1034.03,JOD
773325790-5,JOD,0,2,0,0,951.36,$
193065871-0,jod,2,2,1,1,1312.27,USD
078884502-0,Jordan,2,2,1,2,918.00,Euro
514725874-4,JOD,2,2,0,1,723.93,Euro
573691306-2,JOD,2,2,0,0,1323.52,euro
851650099-3,JOD,0,0,1,1,923.30,USD
473486253-2,Kuwait,0,2,1,2,871.41,euro
480221180-5,jod,0,2,1,0,722.51,euro
613182187-9,JOD,1,0,0,0,785.93,euro
990104897-4,jod,2,1,2,1,694.35,$
787996315-4,Jordan,0,0,0,1,903.81,JOD
556942665-5,Egypt,0,0,0,0,1164.16,JOD
736470188-5,egypt,0,1,0,2,1414.83,Euro
145230532-3,Egypt,1,2,2,2,1411.63,JOD
218146054-X,jod,0,0,1,2,803.43,Euro
394350954-0,Egypt,0,1,0,2,1071.68,euro
632829725-4,egypt,2,0,1,2,707.90,JOD
926548565-5,egypt,2,0,1,2,1086.70,usd
897196566-5,Jordan,2,2,2,0,1441.93,Euro
643981918-6,JOD,1,0,1,0,1077.48,JOD
926784576-4,Jordan,0,1,2,1,703.80,Euro
606000303-6,Jordan,2,0,0,0,828.30,usd
606768606-6,jod,2,2,0,0,1148.60,Euro
799885783-8,egypt,2,1,0,0,909.08,$
262092500-2,egypt,0,2,2,1,1286.52,USD
712322341-1,jod,1,2,0,1,1041.40,usd
455704946-X,Egypt,2,0,2,1,708.33,USD
937118422-1,egypt,1,0,2,2,658.44,Euro
665162237-4,jod,0,0,0,1,1140.52,usd
225373220-6,Jordan,1,0,1,1,1456.55,usd
660751247-X,Jordan,1,2,0,1,1303.27,USD
495671256-1,Egypt,1,0,1,1,1479.32,$
604751949-0,JOD,1,0,2,0,738.17,USD
553716699-2,Kuwait,1,1,1,2,1109.53,euro
783410223-0,Egypt,1,2,2,1,752.76,usd
720698878-4,,0,1,,0,869.70,Euro
437344300-9,jod,2,1,1,2,873.67,$
298784602-9,jod,0,1,2,0,677.79,euro
814639779-4,jod,1,2,2,1,1446.31,JOD
367435512-4,JOD,2,0,0,0,1015.83,usd
682353462-1,Kuwait,1,0,2,1,1156.72,euro
856043961-7,Jordan,0,0,0,1,613.18,euro
295527717-7,Egypt,1,2,1,0,1359.97,euro
569467322-0,jod,1,1,2,0,1393.73,Euro
864817489-9,JOD,0,2,2,2,1086.46,Euro
988266555-1,Jordan,2,0,0,2,1054.50,JOD
660416398-9,Kuwait,1,0,1,1,1290.53,$
914340308-5,egypt,0,1,2,0,1275.07,usd
251784819-X,egypt,0,1,0,2,1117.14,USD
256780366-1,Jordan,2,2,1,2,717.19,$
855842819-0,Kuwait,2,2,2,2,735.58,JOD
861196555-8,egypt,2,1,1,1,699.12,euro
277900932-2,jod,1,2,1,2,1100.76,JOD
886066999-5,Egypt,1,1,0,1,1457.33,$
308154619-2,Jordan,0,1,2,0,985.29,usd
469635732-5,egypt,2,0,1,2,1325.61,usd
102769386-5,jod,2,0,0,0,638.23,USD
112476423-2,jod,2,0,1,2,1006.23,USD
486012370-0,jod,2,2,2,2,618.48,usd
922969875-X,Egypt,0,0,2,1,1231.32,usd
410364295-5,Jordan,1,0,2,1,1180.89,JOD
048314020-1,Egypt,2,1,0,2,678.19,JOD
787753860-X,egypt,2,0,1,1,1298.10,euro
671642668-X,egypt,2,0,1,0,644.29,euro
742557957-X,egypt,1,0,2,0,1032.45,Euro
970472023-8,JOD,0,2,0,0,943.17,USD
874502865-6,Kuwait,0,0,1,0,773.48,usd
211540980-9,JOD,1,2,2,2,1333.71,USD
066789143-9,JOD,0,1,2,1,895.98,Euro
702908202-8,Kuwait,1,0,1,0,785.13,euro
332755986-4,Jordan,1,1,1,1,1496.91,Euro
993340663-9,JOD,0,0,0,0,617.63,Euro
291885332-1,jod,1,2,2,1,745.09,USD
205395685-2,JOD,2,2,1,0,689.41,Euro
697597012-2,Jordan,0,2,1,1,847.89,usd
307912859-1,egypt,1,2,2,2,1009.04,Euro
166588378-2,egypt,2,1,0,2,899.41,usd
101995105-2,egypt,0,0,2,2,1197.96,Euro
190121523-7,Egypt,0,2,1,2,846.59,$
165983409-0,egypt,0,0,2,2,609.67,Euro
352970993-X,egypt,0,1,1,1,1481.93,Euro
433861131-6,Kuwait,1,1,0,0,1123.83,usd
003749938-6,egypt,0,0,1,0,724.01,euro
397845886-1,egypt,2,2,1,1,849.79,usd
233235992-3,egypt,1,2,0,2,1315.16,USD
474968864-9,Egypt,2,2,0,1,1461.57,usd
562571287-5,JOD,0,1,2,0,961.26,$
091198290-6,jod,2,2,2,0,1354.78,usd
554809904-3,jod,2,1,2,0,1103.14,USD
909112351-6,Kuwait,2,2,2,2,1094.90,Euro
702769729-7,jod,2,2,2,1,1368.55,JOD
469807617-X,egypt,1,2,1,0,1054.16,euro
333428296-1,egypt,1,2,1,2,706.22,euro
305946499-5,jod,0,1,2,2,1117.96,usd
316596511-0,Egypt,1,2,1,0,1432.21,Euro
025895812-X,jod,0,0,0,0,625.38,$
040277334-9,jod,1,0,0,1,1056.62,usd
538706447-2,JOD,1,2,1,1,885.25,USD
162244625-9,Egypt,1,0,1,0,1084.79,Euro
191451457-2,JOD,2,2,1,1,1280.62,Euro
082477938-X,jod,1,0,2,2,1035.31,Euro
792302104-X,jod,0,2,0,2,846.77,usd
957370919-8,jod,1,0,1,1,947.64,usd
749759967-4,Kuwait,2,0,2,1,688.79,euro
130649230-0,egypt,1,1,2,2,1241.99,euro
540039923-1,Kuwait,0,2,2,0,650.92,usd
962683082-4,Egypt,1,0,2,0,806.18,euro
982445242-7,egypt,2,2,1,2,883.06,usd
915154321-4,egypt,1,2,0,2,1031.17,JOD
782433099-0,Jordan,2,1,0,2,1425.76,JOD
126361594-5,Jordan,1,2,0,1,686.42,USD
230223102-3,egypt,0,1,0,2,1365.25,JOD
746835879-6,Egypt,1,1,2,0,1366.00,euro
246312272-2,jod,2,2,2,0,946.99,USD
222533291-6,egypt,2,1,1,0,1037.52,$
611943613-8,Egypt,1,2,0,1,1013.24,$
451964047-4,Kuwait,0,2,1,2,1140.59,JOD
829481093-2,Kuwait,1,2,0,1,1233.59,usd
286446994-4,Egypt,1,2,2,2,878.62,USD
997162507-5,Kuwait,1,2,0,1,659.09,JOD
037464595-7,Kuwait,2,1,0,2,708.93,JOD
924528123-X,Jordan,0,2,1,0,631.04,USD
535650529-9,egypt,1,2,2,2,716.76,USD
228093188-5,Jordan,2,1,2,0,707.03,usd
856871160-X,JOD,2,1,2,0,986.03,euro
583433209-9,Kuwait,1,0,1,2,1107.27,usd
717241758-5,jod,0,2,0,2,1460.92,usd
063889114-0,egypt,2,1,2,1,937.18,$
804171483-8,jod,2,1,1,0,680.16,$
748268389-5,JOD,0,0,1,2,632.12,USD
868254282-X,Kuwait,2,0,1,1,921.03,Euro
912943379-7,JOD,0,1,0,0,1355.04,euro
411018363-4,Kuwait,2,1,0,2,1413.44,Euro
236578663-4,Kuwait,1,0,2,0,916.22,Euro
121661071-1,Jordan,1,2,0,2,1456.36,euro
076347536-X,jod,2,0,0,0,1236.34,usd
033616955-8,egypt,1,1,1,0,728.22,euro
285780346-X,egypt,2,1,2,2,991.16,USD
277222155-5,jod,2,0,2,0,1324.40,euro
997140330-7,Egypt,0,2,1,0,1480.17,Euro
377478077-3,jod,1,2,2,1,1303.02,JOD
986891545-7,jod,1,0,0,0,934.37,euro
621891456-9,JOD,1,0,0,1,1092.24,JOD
716689005-3,Egypt,2,1,0,2,798.63,usd
206648032-0,Kuwait,2,1,0,0,929.66,euro
710887387-7,Kuwait,2,2,0,0,852.07,$
025057805-0,Egypt,1,0,0,2,1067.32,$
989917127-1,Kuwait,2,1,0,0,1122.81,euro
913621425-6,jod,1,1,0,0,1365.31,JOD
638148754-2,JOD,0,1,2,0,1488.82,euro
231365716-7,Egypt,2,1,0,0,1270.54,Euro
695699625-1,egypt,0,0,1,2,770.46,USD
636904864-X,Kuwait,1,2,1,0,665.69,$
076352039-X,JOD,0,1,1,0,630.09,Euro
094849386-0,Jordan,1,1,2,2,1034.09,usd
721552257-1,Egypt,1,1,2,1,987.68,usd
825410260-0,egypt,2,2,0,2,909.29,$
545466464-2,egypt,1,0,2,0,1348.49,USD
621683580-7,JOD,0,2,2,2,1274.04,USD
048971824-8,Egypt,2,2,1,1,952.13,euro
630382242-8,Kuwait,1,1,1,0,787.85,$
954517450-1,JOD,2,1,2,2,1116.40,$
342565314-8,JOD,0,2,1,0,896.33,Euro
979675449-5,Kuwait,1,2,0,0,926.56,euro
397215953-6,JOD,0,2,1,2,647.09,USD
573167003-X,jod,1,1,1,1,1381.94,usd
392307037-3,egypt,2,0,2,0,1340.98,JOD
396424275-6,Egypt,2,0,0,1,620.94,$
484240454-X,Jordan,1,0,0,1,1120.03,$
508212897-3,jod,2,2,2,2,1319.54,USD
295092683-5,egypt,2,2,1,0,1413.96,usd
530075290-8,JOD,2,0,0,1,753.02,JOD
227088852-9,Egypt,1,2,0,1,1097.79,Euro
807947725-6,egypt,2,0,2,1,1177.04,USD
083292817-8,egypt,0,0,1,1,1174.59,JOD
117475039-1,Egypt,0,2,0,0,937.00,JOD
727054800-5,Kuwait,0,0,2,0,1301.15,euro
661677366-3,Jordan,1,1,0,2,1450.41,euro
576269736-3,,1,1,,1,1390.92,USD
895632595-2,jod,2,0,0,0,1196.03,$
961281396-5,jod,1,2,1,1,1479.84,Euro
883309889-3,JOD,2,2,1,1,1314.31,USD
289127096-7,jod,0,0,0,1,1484.54,euro
921643981-5,,0,0,,2,1236.81,JOD
041818450-X,Kuwait,1,1,0,0,881.56,JOD
966405391-0,Kuwait,2,1,1,1,746.93,usd
235837671-X,Kuwait,0,2,0,1,1196.78,usd
240161441-9,Egypt,1,1,1,2,741.08,JOD
927286586-7,Jordan,0,0,0,0,609.91,JOD
893483406-4,egypt,1,1,0,0,631.58,usd
416721064-9,jod,2,1,2,0,822.44,USD
723450772-8,JOD,0,0,1,1,1199.51,$
413179649-X,egypt,1,1,1,0,1463.94,euro
703990456-X,JOD,1,0,0,0,697.34,usd
597972248-3,egypt,0,0,2,1,633.95,USD
481603870-1,egypt,2,1,0,0,1383.35,JOD
737992113-4,Jordan,0,2,2,2,1205.02,$
884437479-X,JOD,0,0,1,2,1282.35,JOD
786238285-4,Jordan,0,2,2,2,1010.80,$
885144717-9,jod,1,2,1,1,649.27,euro
145149091-7,Egypt,2,1,0,0,674.79,euro
900148479-4,egypt,1,1,2,0,1004.18,USD
962422384-X,Egypt,1,2,1,0,1363.73,Euro
865994651-0,egypt,0,0,1,2,603.38,euro
259293599-1,Kuwait,2,2,1,2,732.47,JOD
798871710-3,Egypt,1,2,2,2,738.02,Euro
566921988-0,JOD,2,1,2,0,1299.57,JOD
157601133-X,Egypt,1,0,2,0,1040.63,JOD
203698333-2,Kuwait,2,0,2,0,929.65,JOD
202673159-4,JOD,0,2,1,1,1459.78,USD
334362527-2,Jordan,1,1,2,1,913.09,Euro
449364754-X,Jordan,0,0,0,0,878.90,usd
590948462-1,JOD,2,2,1,0,756.81,JOD
295678187-1,egypt,2,2,0,1,661.69,USD
345704375-2,egypt,2,2,1,2,1412.58,$
464134552-X,Kuwait,2,1,2,1,1407.76,$
201292996-6,Kuwait,2,1,1,0,746.03,Euro
540211460-9,Jordan,0,1,0,1,666.95,Euro
726654692-3,Jordan,0,0,0,0,848.49,$
812801893-0,Kuwait,0,1,1,1,1275.26,USD
300690790-6,Jordan,0,1,2,1,898.66,JOD
821179138-2,Egypt,1,0,2,1,1124.16,JOD
100579464-2,Egypt,0,1,1,1,804.32,euro
513179029-8,egypt,0,2,2,0,1107.25,JOD
504804891-1,jod,2,1,0,1,1200.35,JOD
530997882-8,JOD,1,1,0,2,870.64,USD
523305761-1,Jordan,1,0,0,2,636.22,usd
171562726-1,JOD,0,1,0,0,761.31,Euro
607658182-4,JOD,0,0,1,0,1336.98,USD
101391988-2,jod,2,0,0,2,831.42,$
508108510-3,JOD,2,1,1,2,1423.12,$
780866436-7,Jordan,2,1,2,0,653.19,USD
730483541-9,egypt,0,0,0,1,1015.98,euro
713669607-0,jod,1,0,1,1,1239.36,usd
300632875-2,jod,0,1,1,1,690.69,Euro
171016538-3,JOD,0,1,0,0,1215.03,euro
068032700-2,jod,1,1,0,2,1235.88,JOD
005070852-X,Egypt,2,0,1,0,1436.62,USD
562533358-0,Egypt,1,0,0,0,1075.79,usd
969681187-X,Jordan,2,2,1,1,628.73,JOD
327168774-9,Egypt,1,2,1,1,1417.76,Euro
668724193-1,jod,2,2,2,0,1342.84,usd
080562000-1,Jordan,0,1,2,1,1433.79,Euro
233495186-2,egypt,2,0,1,1,1070.18,USD
630929728-7,egypt,2,1,1,1,745.05,Euro
488790040-6,egypt,0,1,1,2,781.58,$
990499687-3,Kuwait,2,2,1,1,661.67,USD
802631489-1,Egypt,0,0,0,0,642.17,JOD
593072391-5,jod,2,0,2,1,857.19,usd
114023337-8,jod,1,0,0,1,973.10,JOD
275312717-4,jod,2,1,1,2,1029.18,euro
673001731-7,jod,1,0,0,0,1284.18,$
691205789-6,Kuwait,2,0,1,2,971.98,Euro
039391252-3,,2,0,,2,968.49,JOD
644116348-9,jod,2,1,1,2,1093.03,euro
240854552-8,JOD,0,1,2,2,1151.99,$
787075930-9,Jordan,2,0,0,2,693.99,euro
729791216-6,JOD,0,0,2,0,837.10,Euro
392523180-3,Egypt,1,2,0,2,905.85,USD
926650446-7,Egypt,1,0,0,1,727.86,Euro
573519162-4,JOD,1,0,2,2,980.48,USD
733827240-9,Kuwait,0,1,2,0,1427.51,$
812851176-9,Kuwait,2,0,1,1,994.19,euro
128148376-1,egypt,1,0,0,1,904.43,JOD
158836441-0,Jordan,0,2,2,0,1480.97,JOD
180918427-4,jod,2,2,2,2,650.46,JOD
009695388-8,Egypt,0,1,2,0,1402.34,USD
825294916-9,jod,1,0,2,0,1445.14,JOD
501949069-5,jod,1,2,2,2,778.54,JOD
835045491-1,Jordan,0,1,1,1,1225.88,JOD
844869937-8,Jordan,0,2,0,2,1176.30,usd
842413928-3,jod,0,0,1,0,1373.88,$
214117240-3,Kuwait,0,2,0,0,1100.26,euro
902772788-0,egypt,1,0,2,1,1371.93,usd
087402566-4,Kuwait,2,1,0,1,1055.14,$
748050522-1,egypt,2,0,1,0,647.64,$
708953036-1,jod,1,2,2,0,1167.09,$
362305480-1,egypt,2,2,0,0,638.99,usd
937032072-5,egypt,1,2,2,2,725.34,Euro
048704761-3,Kuwait,2,1,0,1,1232.30,USD
852861989-3,Egypt,1,1,0,0,868.16,$
057666318-2,Kuwait,1,1,0,2,1109.21,euro
051984574-9,JOD,1,0,1,2,1164.83,$
972952831-4,jod,2,0,0,1,1315.74,$
970352229-7,jod,0,2,1,2,1135.91,USD
671252078-9,Jordan,1,0,0,1,1345.95,usd
568126281-2,egypt,0,0,1,2,761.95,$
012060901-0,Egypt,0,2,2,1,600.22,JOD
016985799-9,jod,1,1,2,1,759.57,JOD
489248316-8,jod,0,0,1,1,957.35,USD
426892462-0,Egypt,0,0,0,1,732.69,usd
661914045-9,jod,2,0,0,1,1091.94,Euro
923067681-0,Jordan,2,2,2,2,864.95,Euro
570348981-4,JOD,1,2,2,0,697.51,USD
217651717-2,egypt,0,1,2,2,1164.47,USD
911191670-2,Jordan,2,0,0,0,1258.38,Euro
509543692-2,,2,2,,1,721.50,$
263886177-4,jod,1,2,2,1,1148.62,USD
918836864-5,Egypt,1,1,1,0,1021.89,usd
674872165-2,egypt,0,1,2,2,967.51,usd
632529455-6,Kuwait,0,2,2,2,1264.38,euro
491151694-1,Jordan,0,2,1,0,931.55,euro
556015566-7,Egypt,0,1,2,0,1357.14,Euro
691372826-3,Kuwait,0,0,0,2,1249.12,$
501786626-4,Egypt,2,0,1,2,941.50,$
997939013-1,Egypt,1,1,0,2,1398.95,$
941197715-4,Egypt,0,0,1,0,1116.56,Euro
602214247-4,Egypt,0,1,2,0,1242.32,JOD
523089139-4,egypt,1,1,2,1,1428.26,USD
958202558-1,egypt,2,0,0,1,1353.03,USD
037122120-X,jod,1,2,2,1,934.70,Euro
251564230-6,JOD,2,0,0,2,1355.26,USD
355108394-0,JOD,1,1,2,1,924.88,JOD
259278995-2,jod,1,2,2,0,1375.01,USD
274664448-7,Egypt,1,0,2,0,969.21,USD
184855801-5,Egypt,2,2,2,1,1030.09,Euro
723852874-6,JOD,1,2,0,0,693.84,euro
230007213-0,JOD,1,0,1,2,1182.58,$
188136674-X,egypt,0,0,2,0,859.45,Euro
108541761-1,egypt,0,2,0,0,1100.16,USD
880699892-7,Jordan,0,0,2,1,1418.17,usd
767557705-1,Jordan,1,0,2,1,957.48,euro
112161923-1,jod,2,2,0,1,1327.75,JOD
982447256-8,jod,2,1,0,2,984.41,JOD
787308238-5,Kuwait,2,1,0,2,827.95,JOD
527953197-9,Kuwait,2,0,2,1,912.02,Euro
607967097-6,JOD,0,2,2,0,1253.24,USD
309996456-5,egypt,0,2,0,0,680.56,USD
596316649-7,egypt,1,1,1,0,1279.64,JOD
427438506-X,JOD,0,2,1,2,926.55,Euro
181825767-X,Jordan,2,0,1,2,1023.23,usd
003003317-9,Jordan,1,0,2,0,1027.15,usd
704568361-8,egypt,2,2,2,0,1499.03,$
393274007-6,egypt,0,2,2,0,781.07,JOD
113539038-X,Jordan,0,2,1,1,1415.14,$
911456439-4,egypt,0,0,1,2,917.58,JOD
380027320-9,Egypt,1,0,2,2,1472.86,USD
046147694-0,Jordan,2,1,0,0,1091.22,Euro
152434466-4,Egypt,1,2,0,1,1499.60,JOD
085295412-3,egypt,0,1,2,2,975.78,USD
796899391-1,Kuwait,0,1,0,1,1277.46,Euro
130254042-4,jod,0,0,0,1,1436.59,usd
704977081-7,Kuwait,2,1,2,0,1266.01,Euro
679608286-9,Kuwait,0,1,2,1,755.47,$
001499219-1,Egypt,2,1,2,0,1163.04,usd
372504149-0,Egypt,1,1,1,1,726.74,usd
715195508-1,Jordan,0,1,0,2,614.76,USD
808121289-2,Kuwait,1,0,1,0,1013.55,euro
710448774-3,Egypt,1,0,2,0,873.21,USD
320657835-3,jod,2,1,0,1,691.83,JOD
942319860-0,Kuwait,0,2,1,2,645.83,euro
640700227-3,JOD,0,2,1,2,865.91,usd
593652812-X,jod,2,0,0,1,990.87,Euro
830185063-9,Jordan,2,0,1,2,885.87,USD
387365920-4,Kuwait,1,1,0,1,1258.08,euro
509493475-9,JOD,1,2,2,0,1023.08,USD
533364063-7,Egypt,2,1,0,2,1215.36,$
100787038-9,egypt,1,1,1,0,928.88,Euro
259113048-5,Egypt,2,2,0,2,1220.73,Euro
000208211-X,Jordan,0,0,1,0,1011.93,Euro
140256982-3,Jordan,0,1,1,2,725.44,USD
769433432-0,egypt,1,2,0,2,1050.97,USD
006555581-3,JOD,2,0,1,1,875.29,USD
254227279-4,egypt,2,2,2,0,1264.55,usd
620224991-9,Kuwait,0,2,1,1,1476.56,$
014814827-1,Kuwait,2,2,2,0,1010.67,usd
784642427-0,Egypt,2,1,0,1,1294.78,usd
247256483-X,Jordan,0,0,2,1,635.13,usd
736239233-8,Egypt,1,2,1,1,1459.30,usd
269480514-0,Egypt,1,2,2,2,1289.78,$
505344327-0,JOD,1,1,2,2,1182.28,USD
776983107-5,Egypt,2,0,0,2,801.56,JOD
509965238-7,Kuwait,0,0,2,0,868.01,$
085050799-5,Jordan,0,0,2,0,666.94,$
097813239-4,Egypt,1,2,2,0,1337.08,usd
719315399-4,egypt,0,2,1,0,1144.20,$
781273147-2,JOD,1,1,0,2,1048.64,USD
559741120-9,,2,1,,2,795.39,$
329184472-6,Jordan,0,0,0,2,722.71,$
218050570-1,jod,1,1,1,2,1234.73,Euro
488141271-X,egypt,0,2,0,0,687.89,USD
034175427-7,Kuwait,0,2,2,0,1116.01,euro
485505234-5,Kuwait,2,2,0,2,983.61,usd
031459364-0,Jordan,2,2,0,2,1058.54,euro
213945528-2,jod,1,0,2,1,1354.77,USD
824586461-7,jod,2,0,0,0,1341.02,JOD
986013080-9,Egypt,1,2,0,1,996.63,euro
976114442-9,Jordan,0,0,2,1,901.21,euro
557074455-X,jod,2,2,1,1,845.50,USD
878387511-5,Jordan,1,1,0,2,861.73,$
443287866-5,Egypt,0,1,1,1,710.65,Euro
052202014-3,egypt,2,2,0,0,745.35,$
942805123-3,jod,1,0,0,0,829.09,euro
810365769-7,,0,1,,1,782.31,usd
932253759-0,jod,0,1,1,0,1051.14,USD
761107338-9,Egypt,1,1,2,2,1405.43,USD
020679086-4,egypt,2,2,1,2,1165.15,euro
159199310-5,jod,1,1,2,2,1478.83,Euro
314308453-7,egypt,2,2,1,1,1070.94,usd
810553082-1,jod,2,2,0,2,1362.06,JOD
827673235-6,Jordan,0,0,2,2,817.63,Euro
024877582-0,Egypt,1,1,0,2,862.37,Euro
782399271-X,jod,2,2,1,0,1446.42,usd
673620858-0,jod,2,1,1,1,844.30,$
090460443-8,egypt,1,2,1,2,682.01,USD
432203014-9,jod,2,0,1,1,1102.83,Euro
017817978-7,JOD,1,2,0,2,740.89,usd
404469890-2,jod,2,0,0,0,1348.48,USD
623391052-8,Egypt,0,2,0,2,1425.34,USD
891732598-X,Egypt,2,1,0,2,690.58,$
608234219-4,Kuwait,0,1,1,0,1432.98,$
089904489-1,JOD,1,2,0,1,1470.98,Euro
037828599-8,Jordan,1,1,2,0,1494.96,USD
902482185-1,egypt,2,2,1,1,690.13,usd
555425160-9,Jordan,1,0,1,2,772.36,euro
590138306-0,Jordan,0,1,1,2,1151.01,usd
817372203-X,JOD,2,0,1,2,1457.56,Euro
851730425-X,Egypt,1,2,1,2,657.50,Euro
700612091-8,jod,1,0,2,2,913.86,usd
637136304-2,Egypt,1,1,0,2,1487.32,Euro
518249206-5,,2,2,,0,1253.53,Euro
181455926-4,JOD,0,2,2,0,947.55,euro
842672798-0,JOD,1,2,0,2,603.48,euro
459439616-X,jod,1,2,0,2,1042.37,usd
907887060-5,Kuwait,2,1,1,1,664.45,$
913548052-1,JOD,0,1,2,2,1357.73,JOD
023983920-X,JOD,2,1,2,0,1337.30,$
158317891-0,Egypt,0,0,0,0,1096.91,euro
876652663-9,egypt,0,0,2,0,1182.98,Euro
804285788-8,Egypt,0,0,2,0,747.38,usd
316906502-5,Jordan,0,0,2,1,881.70,USD
848940508-5,Egypt,0,2,2,0,1308.79,usd
102491040-7,JOD,2,2,0,1,749.73,euro
954834080-1,Kuwait,0,0,2,2,950.11,usd
119626126-1,Jordan,2,2,2,2,1433.28,$
918906619-7,Kuwait,1,2,0,1,1055.83,Euro
806694645-7,jod,1,2,0,1,844.58,$
584311066-4,Egypt,1,1,2,0,958.38,euro
044547509-9,JOD,0,1,1,2,1294.75,usd
361704147-7,,0,0,,0,833.74,Euro
662004045-4,,1,0,,0,887.82,$
996915428-1,jod,1,1,0,2,1382.82,JOD
826143372-2,Egypt,1,1,0,2,629.81,Euro
533431101-7,egypt,2,0,2,2,701.94,Euro
002600813-0,JOD,0,0,2,1,1179.05,usd
882938131-4,egypt,2,1,0,1,983.80,euro
670794382-0,Egypt,0,0,1,0,717.84,$
030834306-9,jod,0,0,0,0,777.37,JOD
318284535-7,egypt,0,1,1,0,1350.49,USD
781418413-4,Egypt,0,2,1,0,1334.50,USD
688475571-7,Kuwait,1,0,1,1,651.10,usd
500881690-X,jod,2,2,2,2,1261.41,$
013944966-3,JOD,2,2,2,0,1315.39,$
697391323-7,JOD,2,0,2,2,694.98,JOD
559341768-7,Egypt,2,0,2,0,958.27,USD
120080250-0,Kuwait,1,1,1,0,787.50,euro
533264728-X,Jordan,2,1,0,2,935.94,$
315831846-6,egypt,0,1,1,2,1480.00,Euro
950011387-2,Jordan,2,0,2,2,1090.41,Euro
348291490-7,JOD,1,2,1,1,696.46,$
727864858-0,Egypt,1,1,2,1,1029.38,USD
256322492-6,egypt,2,1,0,1,1056.67,USD
429634999-6,jod,2,1,2,2,943.34,USD
516203735-4,JOD,0,2,1,1,1484.02,JOD
955680652-0,JOD,1,0,2,0,1009.98,USD
520661190-5,JOD,2,2,1,0,1324.95,JOD
139193598-5,Kuwait,2,2,1,0,1312.50,USD
596626902-5,jod,1,2,0,1,1249.10,usd
183827311-5,Kuwait,2,0,1,2,980.23,$
185966258-7,jod,1,1,0,2,1257.37,euro
744483803-8,jod,0,1,2,2,1375.46,euro
513032854-X,egypt,0,1,2,2,1367.67,USD
273016779-X,,2,1,,0,1265.93,euro
357698862-9,Jordan,2,0,2,2,1430.74,USD
140144718-X,Kuwait,0,1,2,2,1489.60,USD
276632747-9,egypt,2,2,1,1,1159.95,JOD
191451085-2,Jordan,1,0,1,2,835.98,usd
276737217-6,Kuwait,1,1,0,1,1261.93,usd
518350282-X,JOD,2,1,0,0,1331.70,euro
704001007-0,Jordan,2,1,0,0,1441.22,USD
978764522-0,Egypt,0,2,0,1,1335.79,$
584493826-7,Egypt,2,1,0,0,1159.15,JOD
192949421-1,jod,1,0,2,2,1024.68,euro
803857886-4,Egypt,0,1,0,2,905.08,JOD
