Project_ID,Programming Language,Employee_1,Employee_2,Employee_3,Employee_4,Award,Currency
926960911-1,C++,1,0,0,1,131.69,JOD
020437728-5,R,2,2,1,1,466.15,USD
070770799-4,C++,0,1,2,0,136.30,Euro
484948575-8,R,2,1,2,1,208.42,Euro
233184162-4,java,2,0,1,2,438.31,JOD
443628681-9,JAVA,1,2,0,1,433.18,USD
632306630-0,JAVA,0,2,2,1,407.70,JOD
069410493-0,c++,0,0,0,1,293.22,JOD
375970727-0,JAVA,1,0,0,2,149.53,USD
394857780-3,c++,1,1,1,0,216.61,Euro
405992539-X,java,2,1,0,0,434.54,Euro
162352613-2,PYTHON,0,0,2,1,185.71,USD
945894293-4,,1,2,2,1,404.60,USD
415892436-7,c++,0,1,1,0,490.08,USD
283816390-6,JAVA,2,1,0,1,231.64,JOD
649852653-X,PYTHON,2,2,1,2,263.12,Euro
254884054-9,R,2,2,1,2,213.86,JOD
897684887-X,PYTHON,0,,2,0,407.37,JOD
209570806-7,R,0,1,0,2,392.81,JOD
443774164-1,PYTHON,0,1,1,0,447.19,JOD
953486975-9,c++,0,0,0,2,139.21,Euro
498856684-6,c++,1,1,2,0,440.47,JOD
806354669-5,c++,0,0,0,2,294.78,Euro
823175855-0,,2,1,2,0,215.89,JOD
968953788-1,Python,2,0,2,1,342.45,USD
904120401-6,PYTHON,1,1,2,2,450.89,JOD
861483807-7,Python,2,2,0,1,144.83,USD
860261132-3,JAVA,1,1,1,2,407.00,USD
602208699-X,c++,1,0,0,0,455.75,JOD
179180588-4,c++,2,2,0,0,499.41,Euro
683335145-7,C++,1,1,2,1,475.97,Euro
702561471-8,c++,0,1,2,0,286.48,JOD
557873769-2,PYTHON,1,1,2,0,281.52,JOD
831964556-5,java,0,2,0,2,192.10,Euro
454060109-1,C++,2,0,1,1,114.64,JOD
052113351-3,R,2,1,1,2,427.51,JOD
892878259-7,R,0,1,1,0,185.75,USD
391691807-9,JAVA,1,0,2,1,411.02,Euro
956007963-8,c++,0,0,2,2,275.22,Euro
550202269-2,java,2,,1,0,307.21,Euro
031176917-9,java,0,0,2,0,118.23,Euro
447806892-5,c++,2,2,0,2,195.30,USD
396722336-1,c++,1,0,1,0,264.84,USD
153495268-3,c++,2,1,2,0,239.96,Euro
427908382-7,C++,1,1,2,2,271.54,Euro
917250459-5,Python,1,2,2,0,461.70,JOD
791363824-9,R,0,0,1,1,461.52,JOD
228308400-8,PYTHON,2,0,0,1,466.84,Euro
371861976-8,C++,0,0,1,0,148.78,Euro
612901662-X,Python,1,1,2,1,226.67,Euro
311684407-0,JAVA,1,2,2,2,245.47,USD
210723663-1,Python,1,2,1,1,262.36,USD
947604610-4,C++,2,1,1,1,371.34,Euro
409527945-1,c++,1,2,2,2,302.66,Euro
760308808-9,R,0,1,0,2,221.81,Euro
123195569-4,c++,1,2,0,0,378.31,USD
320314464-6,JAVA,0,2,0,1,431.04,JOD
539589835-2,PYTHON,2,1,0,2,254.85,USD
710783082-1,PYTHON,1,0,2,0,148.37,Euro
906536104-9,JAVA,1,0,2,1,379.29,JOD
696522575-0,JAVA,1,2,0,2,280.15,USD
484590028-9,R,2,1,1,2,213.39,Euro
473200454-7,,0,2,2,2,482.07,JOD
948780684-9,JAVA,0,1,1,0,399.64,Euro
505705949-1,R,1,2,2,0,380.57,Euro
985066220-4,c++,1,1,1,1,294.81,Euro
716864078-X,Python,0,0,2,1,136.38,Euro
517533837-4,Python,2,0,1,1,389.99,Euro
820151511-0,java,0,0,2,0,411.31,USD
066591521-7,JAVA,0,2,0,2,311.58,JOD
183745073-0,c++,1,1,1,0,391.08,JOD
228387440-8,Python,1,1,2,2,113.40,Euro
536375610-2,java,2,1,0,0,468.18,USD
552682450-0,PYTHON,1,1,2,0,141.29,Euro
768201880-1,C++,1,1,2,1,421.26,USD
016571538-3,java,1,2,1,1,178.14,USD
853315321-X,java,2,0,1,0,331.78,Euro
141401991-2,C++,0,2,1,1,362.12,Euro
101717481-4,java,0,0,1,1,385.30,USD
960956895-5,c++,2,2,2,0,465.73,USD
155226753-9,Python,0,2,2,0,368.53,USD
031633651-3,Python,1,2,1,1,369.83,Euro
594712497-1,R,1,0,0,2,291.65,USD
804062988-8,PYTHON,1,0,2,1,155.86,JOD
714096891-8,c++,1,1,2,1,276.91,Euro
556120731-8,JAVA,2,0,1,2,192.65,Euro
408982132-0,c++,0,0,0,0,495.91,Euro
883129414-8,PYTHON,1,1,0,0,498.62,JOD
596937555-1,C++,1,1,1,2,383.80,USD
169630229-3,,2,0,0,2,489.42,JOD
254392985-1,Python,2,1,0,2,260.22,Euro
844066030-8,c++,1,0,1,2,125.06,Euro
309277515-5,R,1,1,0,0,351.85,JOD
662278013-7,Python,2,2,1,1,246.98,Euro
378975554-0,c++,0,1,1,1,306.54,USD
406312972-1,Python,0,2,2,0,497.90,USD
844291053-0,c++,2,1,0,0,122.70,Euro
089265331-0,JAVA,1,1,2,1,332.13,JOD
033100377-5,c++,0,1,0,0,156.98,JOD
661667744-3,PYTHON,1,,0,0,146.17,Euro
539554429-1,C++,2,0,1,0,127.14,Euro
167798840-1,java,1,1,0,0,335.55,Euro
062825873-9,C++,0,1,2,2,462.75,USD
071882909-3,c++,2,0,2,1,190.74,JOD
323133081-5,JAVA,0,1,0,1,230.84,USD
644564586-0,Python,0,0,2,0,356.67,USD
642607041-6,c++,2,2,2,0,106.91,USD
633149925-3,java,0,2,1,2,198.22,Euro
415455377-1,java,0,1,2,2,465.92,USD
236233547-X,java,2,1,1,1,161.61,JOD
393964191-X,c++,1,0,1,2,143.88,JOD
848751317-4,PYTHON,2,1,1,2,330.18,JOD
965862357-3,JAVA,1,2,1,0,272.46,USD
934461163-7,c++,2,1,2,2,130.06,Euro
403643283-4,Python,0,0,2,2,446.83,JOD
379533486-1,JAVA,2,0,1,0,411.77,Euro
876686427-5,c++,0,2,0,2,427.70,Euro
866051583-8,R,2,2,0,0,132.69,Euro
313678300-X,C++,0,1,0,1,209.30,USD
559580473-4,c++,2,1,0,1,138.62,JOD
073418979-6,Python,2,1,0,1,390.95,USD
831714567-0,java,1,0,1,2,357.07,JOD
258211310-7,R,2,1,0,2,148.95,USD
901420102-8,R,1,2,2,1,302.01,USD
997521563-7,c++,1,1,1,2,283.15,Euro
691603939-6,C++,2,2,0,1,191.04,Euro
954571226-0,R,2,2,1,0,173.58,Euro
144536470-0,PYTHON,1,2,0,1,270.72,JOD
041905401-4,C++,1,2,2,1,459.24,Euro
469099849-3,c++,1,1,1,1,208.92,JOD
487663709-1,Python,1,0,1,2,218.25,Euro
502112264-9,C++,2,,1,2,237.79,Euro
896682659-8,PYTHON,1,0,2,1,360.27,JOD
315756561-3,C++,0,2,2,1,262.31,Euro
408460088-1,PYTHON,2,0,1,2,423.24,JOD
834937526-4,R,0,2,2,1,108.83,JOD
835070836-0,JAVA,1,2,1,2,460.83,Euro
537922640-X,R,0,1,0,2,402.41,Euro
923822169-3,R,1,1,1,1,237.64,USD
561760696-4,C++,2,1,2,1,480.83,USD
348609302-9,C++,0,2,1,2,136.25,USD
895683875-5,R,2,0,0,1,409.76,USD
178019766-7,JAVA,2,2,0,0,451.00,USD
980756748-3,C++,1,2,1,1,410.41,Euro
823263175-9,R,0,1,1,1,216.70,JOD
673676187-5,PYTHON,1,2,2,0,357.57,USD
136548028-3,C++,0,2,2,1,212.44,USD
144015686-7,C++,0,0,2,2,270.69,USD
601366155-3,c++,1,2,1,1,246.47,Euro
295365692-8,PYTHON,2,1,1,2,161.54,USD
958394308-8,Python,1,2,2,0,395.53,USD
241044400-8,java,2,0,1,0,408.40,USD
564979680-7,java,2,0,1,0,267.22,Euro
747276764-6,R,0,0,1,0,125.47,USD
314234218-4,R,2,0,1,0,167.93,Euro
799146665-5,PYTHON,1,1,1,2,347.56,USD
956040872-0,C++,0,2,0,1,418.34,USD
462940187-3,JAVA,0,0,0,2,413.76,Euro
462193121-0,JAVA,2,0,1,0,332.23,JOD
332255669-7,c++,1,0,0,1,488.35,Euro
033046104-4,JAVA,1,1,1,1,291.22,USD
284946337-X,R,0,0,1,2,288.42,USD
346902477-4,PYTHON,1,1,1,0,180.67,USD
402534182-4,R,2,0,2,1,129.15,USD
168777015-8,PYTHON,0,0,2,0,182.12,JOD
941219658-X,java,2,1,2,2,221.64,USD
203893174-7,R,0,2,2,1,298.54,Euro
547006730-0,C++,1,2,0,2,139.88,JOD
340657082-8,,2,0,1,2,392.08,USD
615364460-0,c++,1,1,0,2,435.85,JOD
326588762-6,R,1,0,2,0,177.78,USD
475027266-3,R,0,1,1,0,266.64,JOD
172304883-6,JAVA,1,2,2,1,203.43,JOD
093112443-3,Python,0,0,2,0,150.76,JOD
317619841-8,R,1,1,1,2,275.16,JOD
572532854-6,C++,2,1,1,1,275.10,USD
084704397-5,java,0,0,0,0,384.97,Euro
090976069-1,R,2,2,0,0,437.81,USD
217461422-7,PYTHON,2,2,0,1,120.90,USD
987529420-9,JAVA,1,2,1,1,356.99,JOD
803159232-2,R,1,0,0,0,487.50,USD
831949024-3,c++,1,0,2,1,277.70,JOD
195239308-6,R,0,2,1,0,480.14,JOD
740266893-2,C++,1,0,2,1,446.08,JOD
437556621-3,java,1,2,0,2,498.45,Euro
370589722-5,JAVA,0,2,2,0,293.05,Euro
432383912-X,PYTHON,2,1,0,2,304.40,JOD
638652749-6,C++,0,1,2,1,296.28,USD
968166602-X,R,2,1,1,0,311.67,JOD
574974409-4,Python,2,1,0,2,352.92,USD
968029961-9,Python,0,0,0,0,485.08,USD
970267052-7,PYTHON,0,1,1,1,171.99,JOD
026654245-X,JAVA,2,1,0,1,344.55,USD
287146577-0,C++,0,1,0,2,323.10,Euro
138322710-1,c++,2,0,0,0,284.03,USD
648769545-9,JAVA,1,1,1,0,349.27,Euro
209384324-2,C++,2,0,0,0,488.39,Euro
309598711-0,c++,1,1,0,2,155.16,Euro
807503778-2,Python,2,2,1,0,485.59,JOD
739524023-5,PYTHON,1,2,0,2,475.11,USD
892302339-6,JAVA,2,2,0,2,102.43,JOD
905487576-3,java,2,1,2,2,459.25,JOD
350104030-X,JAVA,1,1,2,0,495.92,JOD
436912825-0,JAVA,0,2,2,1,152.54,USD
621536933-0,JAVA,0,2,0,1,416.20,USD
801300048-6,c++,1,1,2,2,493.66,USD
787172203-4,R,2,0,2,2,329.24,JOD
214580346-7,Python,0,0,0,2,394.10,Euro
014886625-5,java,1,1,1,1,222.30,Euro
208242357-3,C++,2,2,0,1,319.33,Euro
677454933-0,JAVA,0,0,1,2,457.87,JOD
492957586-9,PYTHON,0,0,2,0,101.86,USD
602597192-7,JAVA,0,0,1,1,408.17,USD
766183723-4,JAVA,2,1,0,0,111.57,JOD
110943614-9,C++,2,0,1,0,373.14,Euro
338683599-6,c++,1,2,2,1,270.83,JOD
942285127-0,java,0,2,0,2,422.12,JOD
808961929-0,R,2,1,1,1,272.66,JOD
501913925-4,c++,2,,0,2,380.59,JOD
163217691-2,java,1,2,0,2,329.95,Euro
348135562-9,JAVA,2,0,2,0,495.25,USD
024101748-3,c++,1,0,0,1,421.01,USD
465342986-3,C++,0,0,1,0,338.65,USD
493013130-8,java,0,0,1,1,177.24,Euro
466207603-X,C++,0,1,1,2,273.07,JOD
110665788-8,JAVA,2,2,1,2,282.78,Euro
061591537-X,JAVA,0,1,0,2,346.95,JOD
163499528-7,PYTHON,1,2,1,2,120.42,Euro
747621439-0,R,0,0,0,0,251.77,USD
351127492-3,PYTHON,0,1,1,1,220.71,Euro
298275204-2,PYTHON,0,0,1,0,463.83,USD
903854121-X,JAVA,1,2,0,2,306.28,Euro
372197916-8,R,1,0,2,1,249.46,USD
683826328-9,R,2,1,2,0,342.15,JOD
490297286-7,R,1,2,0,1,266.74,JOD
667141177-8,java,2,0,2,2,379.55,USD
463865108-9,Python,1,1,1,0,459.29,JOD
321530194-6,Python,1,2,0,0,457.11,Euro
557899671-X,Python,0,0,0,0,291.47,Euro
365304092-2,C++,1,2,2,1,465.77,JOD
693347386-4,R,0,2,0,2,451.13,JOD
614745210-X,C++,0,2,0,0,359.61,USD
326553159-7,c++,2,2,2,0,332.70,USD
213920705-X,R,0,1,0,0,221.05,Euro
043841555-8,PYTHON,1,1,0,1,125.38,Euro
062556117-1,R,0,2,1,2,285.86,USD
461415925-7,c++,2,1,2,0,200.67,USD
168612764-2,C++,1,2,0,2,276.03,USD
965348122-3,Python,2,0,2,2,274.70,JOD
217616370-2,C++,1,2,1,1,287.65,JOD
318047012-7,PYTHON,0,2,1,2,438.99,JOD
669751502-3,C++,2,1,1,1,369.39,Euro
386407585-8,JAVA,0,2,0,1,106.00,USD
399458624-0,java,2,2,0,1,177.92,Euro
184869557-8,R,0,2,2,2,269.32,USD
942906177-1,C++,0,0,1,1,395.98,USD
544780058-7,c++,0,2,0,0,260.67,Euro
145853432-4,JAVA,1,1,1,1,478.99,Euro
598059749-2,C++,2,2,2,1,144.67,JOD
318616401-X,C++,0,0,2,1,111.86,USD
512742176-3,c++,2,2,2,2,112.72,Euro
182726588-4,C++,0,1,2,0,106.45,JOD
812810589-2,JAVA,0,0,2,0,493.59,JOD
390531828-8,C++,0,0,0,1,450.89,Euro
583168105-X,C++,2,,0,1,466.70,Euro
657657094-5,Python,0,,0,1,125.04,USD
623669320-X,java,0,0,0,0,449.24,Euro
302748524-5,R,1,1,1,2,247.91,JOD
847364687-8,JAVA,2,2,2,2,287.94,JOD
980994548-5,R,1,0,0,2,380.28,JOD
565535113-7,JAVA,0,1,2,0,340.35,JOD
704979072-9,JAVA,0,2,0,2,197.42,JOD
756902574-1,R,1,0,1,2,125.41,USD
957839072-6,java,0,2,1,1,297.98,JOD
053200324-1,c++,2,0,1,1,353.37,JOD
811775802-4,JAVA,0,1,1,2,288.96,Euro
316507757-6,c++,1,1,1,0,112.35,USD
410456952-6,R,2,2,1,2,275.18,USD
903499022-2,R,1,0,2,2,368.62,Euro
167383531-7,R,1,1,2,0,223.70,Euro
542089966-3,java,1,0,2,1,198.75,JOD
255539742-6,c++,0,0,1,0,447.14,USD
647362423-6,java,2,2,0,0,269.22,JOD
926618272-9,PYTHON,1,0,2,2,398.40,JOD
792396794-6,R,2,0,0,0,130.19,JOD
541804173-8,JAVA,2,0,0,1,141.56,Euro
991077998-6,C++,2,2,2,1,343.30,Euro
275092960-1,C++,2,1,2,2,210.64,Euro
736049328-5,,1,0,0,2,395.29,USD
458315287-6,Python,0,1,2,0,367.72,Euro
805017963-X,C++,0,2,0,1,436.78,JOD
450126575-2,,0,1,2,1,121.63,JOD
345709197-8,R,2,0,0,2,134.41,USD
905000892-5,c++,0,1,2,1,456.00,JOD
787145340-8,Python,0,1,0,1,390.44,USD
325979142-6,java,1,2,2,2,245.82,Euro
314720211-9,Python,0,1,2,2,164.56,USD
092970435-5,PYTHON,1,0,0,1,404.59,JOD
163856414-0,PYTHON,1,1,2,2,177.03,JOD
589421926-4,,1,1,0,1,443.53,Euro
005793892-X,PYTHON,1,2,1,1,397.31,USD
849922049-5,C++,2,2,1,2,290.10,JOD
483219949-8,c++,1,0,1,2,199.84,JOD
240087765-3,c++,2,0,0,2,286.91,Euro
493093472-9,JAVA,0,0,1,1,370.87,JOD
627452156-9,PYTHON,1,1,2,0,347.26,Euro
930352744-5,Python,0,1,0,1,441.08,JOD
702255110-3,c++,2,0,0,1,459.69,JOD
564864172-9,c++,1,1,2,2,452.49,Euro
629154482-2,PYTHON,0,1,2,0,479.05,JOD
770131324-9,java,2,2,0,2,412.30,Euro
024509913-1,java,1,0,1,0,350.64,USD
469117179-7,c++,1,1,0,0,286.45,USD
061931895-3,Python,1,0,1,1,473.88,USD
607801362-9,PYTHON,1,0,1,2,123.04,USD
669302321-5,R,1,2,0,1,392.04,JOD
298737271-X,R,0,2,2,0,353.59,USD
294784724-5,Python,2,0,0,1,273.46,Euro
284671396-0,java,0,1,0,0,480.33,JOD
178934131-0,PYTHON,1,1,2,2,387.05,USD
073340786-2,C++,1,2,1,0,283.44,Euro
921396786-1,R,0,0,1,0,170.54,USD
743367005-X,Python,1,1,1,2,486.53,USD
009628457-9,Python,1,1,0,2,412.36,Euro
987995367-3,PYTHON,1,2,1,0,376.64,Euro
797630338-4,java,0,,2,1,148.90,JOD
752770349-0,JAVA,1,1,1,0,377.38,USD
384247245-5,PYTHON,2,2,1,1,134.70,USD
655834383-5,Python,0,0,2,0,153.50,USD
040031255-7,R,0,0,2,2,354.03,Euro
590240749-4,c++,1,0,0,2,283.48,JOD
788555459-7,JAVA,0,2,2,0,445.05,JOD
863550285-X,R,2,1,1,0,426.84,USD
039041108-6,C++,2,0,0,2,450.52,Euro
588890367-1,java,1,0,0,2,460.35,Euro
880646732-8,java,2,0,2,0,309.17,Euro
822125520-3,JAVA,0,1,1,1,294.62,USD
407794721-9,java,0,1,0,0,150.72,Euro
171538565-9,JAVA,0,2,2,0,348.21,USD
991960027-X,JAVA,1,2,1,0,442.12,USD
731081635-8,R,2,2,0,0,398.49,USD
275569365-7,c++,0,1,0,2,117.76,JOD
580235603-0,JAVA,2,0,2,0,477.45,Euro
979203809-4,PYTHON,2,2,0,2,131.07,JOD
023653252-9,PYTHON,2,1,2,2,287.07,USD
068592142-5,JAVA,2,2,2,0,272.70,JOD
182130471-3,R,0,0,0,0,486.23,JOD
207460445-9,Python,0,0,1,0,214.88,USD
163069782-6,PYTHON,1,2,2,0,438.72,USD
407164695-0,c++,1,2,1,2,129.69,USD
116343561-9,JAVA,0,0,1,0,471.11,JOD
056605256-3,Python,2,1,2,2,164.06,Euro
711974870-X,Python,1,2,0,2,418.89,USD
060268096-4,C++,0,2,0,2,320.48,Euro
025833999-3,C++,0,0,1,1,459.78,Euro
520014190-7,PYTHON,1,0,0,2,163.82,Euro
503880823-9,c++,0,0,2,2,492.48,Euro
687477866-8,java,2,0,1,2,379.49,Euro
239222718-7,JAVA,0,0,0,0,438.29,USD
171419193-1,c++,1,0,0,1,434.46,JOD
132799077-6,c++,2,2,0,2,209.49,USD
267225616-0,Python,2,1,1,1,248.34,USD
274361226-6,JAVA,1,2,0,1,188.30,Euro
863989700-X,c++,0,1,1,2,433.55,Euro
530450859-9,JAVA,2,0,2,0,478.97,JOD
946326546-5,R,1,2,0,2,289.13,JOD
746950592-X,Python,1,0,0,1,445.81,JOD
252280430-8,c++,1,2,0,0,131.73,USD
100273308-1,Python,2,1,2,2,213.99,USD
780544189-8,Python,1,1,1,2,435.24,Euro
161827737-5,JAVA,1,0,1,2,244.55,JOD
650879427-2,PYTHON,1,2,0,1,367.85,JOD
661308068-3,java,1,1,0,1,376.65,Euro
213527645-6,R,1,1,0,0,489.78,Euro
498560092-X,C++,2,2,0,2,103.75,Euro
595281547-2,PYTHON,1,1,2,2,480.67,USD
311922238-0,JAVA,1,1,0,1,350.99,JOD
913655799-4,java,0,1,0,2,377.04,JOD
677950269-3,c++,0,1,1,0,399.68,JOD
596073407-9,R,1,1,0,1,326.23,JOD
356895125-8,C++,2,2,2,1,294.57,Euro
038981704-X,PYTHON,2,1,0,2,258.38,USD
744019829-8,c++,0,0,1,0,217.93,JOD
730072246-6,PYTHON,2,2,0,2,482.10,USD
953785260-1,Python,0,0,2,0,120.19,USD
728245146-X,PYTHON,2,0,2,0,117.60,JOD
904549387-X,R,2,1,2,1,335.17,JOD
015980626-7,C++,0,2,1,1,277.83,Euro
252395301-3,PYTHON,1,1,1,0,186.04,USD
519440480-8,java,2,2,1,2,136.91,Euro
857718276-2,PYTHON,1,1,1,1,256.89,JOD
241435021-0,JAVA,0,0,2,2,331.19,JOD
759748864-5,java,2,2,1,1,127.23,USD
447596486-5,Python,2,0,1,0,360.80,Euro
043429297-4,java,1,0,0,2,276.80,USD
368658517-0,c++,0,2,2,0,219.05,USD
476696897-2,java,0,2,0,1,146.03,JOD
258758219-9,c++,1,1,0,2,411.72,USD
351291952-9,JAVA,0,0,1,1,410.84,Euro
543741984-8,java,2,2,2,1,122.16,USD
424689881-3,JAVA,1,2,2,2,332.59,USD
159723767-1,c++,0,1,1,2,348.28,Euro
492995095-3,C++,0,1,0,1,171.69,JOD
996186435-2,,0,2,0,1,133.12,Euro
219019077-0,JAVA,2,0,1,2,227.60,JOD
376921307-6,JAVA,2,0,1,2,189.64,JOD
954249664-8,PYTHON,2,0,1,2,246.70,Euro
667384349-7,c++,1,1,1,2,489.17,Euro
528512552-9,java,0,1,1,2,210.09,Euro
107278408-4,Python,2,2,2,1,238.77,JOD
619501613-6,java,1,0,2,2,134.02,JOD
973332708-5,C++,2,0,2,1,267.53,USD
349814128-7,c++,1,1,0,0,378.66,USD
059622524-5,c++,2,1,2,2,421.32,USD
358689321-3,Python,1,0,2,2,173.65,USD
533400065-8,JAVA,2,2,2,2,433.98,USD
383160488-6,java,2,0,2,2,484.43,JOD
703870608-X,PYTHON,0,2,1,2,191.76,USD
533781731-0,JAVA,1,2,2,0,211.98,Euro
465523612-4,PYTHON,0,,0,1,478.31,USD
480672778-4,,0,,2,0,299.70,Euro
333756224-8,C++,2,1,2,1,281.88,USD
186886070-1,R,2,2,2,1,436.98,USD
512079695-8,C++,0,1,2,0,280.28,Euro
147246895-3,PYTHON,2,2,0,0,161.63,Euro
265658159-1,C++,1,2,1,1,348.00,Euro
283705437-2,Python,1,0,2,0,259.09,JOD
309447001-7,JAVA,0,2,0,0,142.95,JOD
573750296-1,JAVA,1,0,0,2,225.23,Euro
697730069-8,java,0,,2,1,337.76,Euro
463075044-4,C++,0,0,0,1,147.17,JOD
627941438-8,c++,1,0,1,2,452.30,USD
983848600-0,PYTHON,2,0,1,1,305.74,USD
843837098-5,C++,0,2,1,0,350.53,USD
763259239-3,Python,2,2,0,1,498.25,USD
676617180-4,R,1,2,0,1,242.93,USD
312279492-6,PYTHON,0,2,2,2,303.43,Euro
139016624-4,JAVA,1,2,1,2,128.77,Euro
011026465-7,JAVA,2,1,1,1,391.18,JOD
983447267-6,PYTHON,0,2,2,1,481.10,Euro
302227280-4,JAVA,1,1,2,1,436.53,USD
487973729-1,java,2,1,2,2,360.44,USD
236513222-7,JAVA,1,2,2,0,139.82,USD
060301721-5,R,2,2,1,0,216.49,JOD
808280276-6,R,2,1,0,0,129.98,JOD
463419411-2,JAVA,0,2,1,0,282.98,USD
223322782-4,c++,0,0,1,0,181.82,Euro
944742618-2,JAVA,1,0,1,0,258.81,Euro
319181977-0,java,2,2,0,0,199.19,JOD
620801200-7,R,0,1,1,0,227.40,Euro
881781425-3,java,1,2,0,0,183.59,Euro
694156484-9,java,0,2,2,0,258.00,USD
320769316-4,c++,2,2,2,0,333.39,JOD
996690981-8,C++,0,0,0,1,486.70,USD
308981016-6,c++,1,0,0,2,162.05,USD
621347717-9,c++,1,2,0,0,400.15,Euro
096626133-X,R,1,0,2,1,453.91,Euro
667484886-7,C++,0,0,1,2,211.19,JOD
850454534-2,C++,2,2,2,2,116.88,USD
919366623-3,JAVA,0,0,0,0,346.60,Euro
067191613-0,C++,0,2,1,2,385.60,JOD
263215827-3,PYTHON,2,0,0,0,263.86,USD
352262836-5,c++,1,0,2,2,253.60,USD
404201326-0,JAVA,1,0,1,0,464.19,USD
603303249-7,JAVA,1,2,1,0,465.94,JOD
951315863-2,Python,2,2,0,2,459.89,USD
957203043-4,Python,1,1,0,2,296.05,Euro
750890568-7,Python,0,0,0,2,383.90,JOD
437036533-3,C++,2,2,0,0,264.34,JOD
523883948-0,PYTHON,0,1,0,0,192.52,JOD
008135783-4,R,2,0,1,0,247.21,Euro
693797800-6,R,2,2,0,2,166.04,JOD
760952981-8,C++,1,0,0,1,336.52,JOD
540462707-7,PYTHON,1,2,2,0,184.65,JOD
893068693-1,C++,1,,2,0,167.10,JOD
710947181-0,JAVA,1,2,0,1,301.53,USD
903907972-2,C++,2,1,2,1,164.58,Euro
994675174-7,Python,0,2,2,2,200.60,Euro
172580644-4,,2,0,1,1,465.74,Euro
538035371-1,PYTHON,0,2,2,1,251.64,Euro
291855799-4,C++,1,1,2,2,289.52,JOD
796105439-1,PYTHON,1,0,2,0,115.51,JOD
033033889-7,JAVA,1,0,0,0,253.18,USD
084398698-0,PYTHON,2,1,0,2,418.68,Euro
474184756-X,Python,0,1,1,0,376.37,USD
156636582-1,Python,1,0,1,2,124.79,USD
818360725-X,java,0,2,0,1,139.22,JOD
517119378-9,c++,2,1,2,1,184.54,Euro
581480842-X,,2,2,1,1,235.30,JOD
454802778-5,PYTHON,0,2,0,2,461.03,Euro
737346883-7,Python,1,1,0,1,250.51,Euro
081237820-2,C++,0,2,0,1,424.12,JOD
523648469-3,JAVA,1,2,0,0,250.13,Euro
583896297-6,Python,0,2,2,2,357.11,Euro
145659634-9,C++,0,0,0,1,274.07,USD
874749397-6,Python,2,1,1,0,332.41,Euro
388346972-6,Python,0,1,2,1,174.83,JOD
646366177-5,R,1,1,1,0,328.48,JOD
373240145-6,java,2,2,0,2,450.85,JOD
633704448-7,C++,2,1,2,2,334.73,USD
820206933-5,JAVA,0,0,1,1,323.43,JOD
612074482-7,Python,1,1,1,0,108.62,Euro
062460672-4,Python,2,1,1,1,171.17,Euro
263352659-4,R,1,2,0,2,231.69,Euro
808945634-0,c++,1,1,2,2,379.58,JOD
767944697-0,c++,2,2,1,1,270.30,Euro
993594479-4,,1,,0,0,423.57,JOD
547536034-0,Python,1,2,0,1,328.99,JOD
700591168-7,c++,2,1,0,1,219.57,USD
098263729-2,R,2,0,0,2,308.60,USD
946612743-8,Python,0,0,2,2,262.33,Euro
341997034-X,java,2,0,1,1,114.35,Euro
120273704-8,PYTHON,2,0,2,2,246.23,USD
807468171-8,R,2,1,0,2,203.43,USD
019465948-8,java,1,2,0,0,312.33,Euro
667716075-0,Python,1,0,1,2,308.61,Euro
061136847-1,Python,2,1,1,1,406.23,USD
870071687-1,PYTHON,2,1,2,1,366.65,JOD
267137236-1,Python,0,1,2,1,206.00,USD
097485578-2,JAVA,2,1,2,0,243.21,USD
653576130-4,C++,0,1,0,0,116.00,JOD
010678664-4,C++,1,2,2,1,488.22,Euro
394167209-6,Python,2,2,2,1,127.59,USD
584866375-0,R,1,2,1,0,406.76,USD
929114375-8,JAVA,0,2,2,1,479.50,Euro
669198506-0,JAVA,2,2,0,1,420.36,JOD
419752936-8,C++,1,2,2,1,267.68,USD
664573952-4,R,2,0,0,2,250.62,JOD
610267819-2,C++,0,2,1,2,455.45,USD
279265543-7,R,0,1,0,1,228.14,Euro
160943353-X,C++,1,0,0,2,383.43,JOD
597559668-8,PYTHON,2,0,1,2,143.20,JOD
661583401-4,R,1,2,0,2,429.75,Euro
784721085-1,c++,1,2,2,0,343.09,USD
216452428-4,java,1,0,1,1,392.42,Euro
930115903-1,c++,2,0,1,1,113.45,USD
804316897-0,PYTHON,0,,1,2,304.98,JOD
108214046-5,PYTHON,0,2,2,1,171.81,USD
057037059-0,R,1,0,0,0,282.09,JOD
531442131-3,Python,0,2,1,0,128.33,JOD
098513174-8,c++,2,1,2,0,145.99,JOD
189023224-6,PYTHON,2,2,1,2,348.10,JOD
483129576-0,java,0,1,1,2,372.64,USD
294508164-4,Python,0,0,2,0,311.54,JOD
176092773-2,C++,1,1,1,0,196.30,USD
557748355-7,C++,2,1,0,1,269.10,JOD
094916063-6,R,0,1,0,0,190.76,JOD
061000585-5,PYTHON,0,1,2,0,194.19,Euro
800037636-9,c++,1,1,2,2,175.12,Euro
489283971-X,Python,1,0,1,1,367.25,USD
491265754-9,Python,1,1,0,0,406.34,Euro
338086452-8,R,1,1,0,0,211.20,JOD
274738079-3,R,1,1,0,2,391.92,USD
317260055-6,java,0,1,2,1,133.60,USD
197362474-5,Python,0,2,0,1,329.56,Euro
891375748-6,Python,0,0,2,2,152.92,JOD
086957552-X,Python,0,2,2,1,414.68,Euro
