Author_ID,Book_ISSN,Place_of_Publication,Year_of_Publication,TotalSales
3542,84-915-3079,NY,Angus, 2503.94
63468,98-032-8617,Paris,Roullier, 1033.87
55,80-090-3228,NY,Odlin, 9509.15
6963,23-924-9077,London,Quesne, 7915.20
68545,17-602-7181,NY,Hickinbottom, 8477.77
3566,96-152-6695,london,Topp, 6710.28
2554,69-566-5392,NY,Quibell, 2296.59
3566,10-307-6363,london,Ferreo, 7819.64
2554,49-804-9767,Tokyo,Breston, 6025.62
3641,67-064-5648,toKyo,Whenham, 3923.10
55,02-464-4642,Paris,Gaye, 4991.78
253,83-476-0242,toKyo,Pritchard, 4430.89
55,97-394-7162,toKyo,Barbe, 4958.64
2554,33-728-2715,london,Crosthwaite, 7535.36
963,86-731-6154,toKyo,Absolon, 7998.04
464,12-832-4331,New York,Staples, 5471.06
46213,94-176-6899,london,Challiss, 8812.38
68545,00-327-9262,london,Banasiak, 6466.43
46213,31-631-0367,Paris,Kenwright, 6120.14
253,28-596-1434,toKyo,Lufkin, 6010.46
513,13-666-0793,toKyo,Maguire, 2433.50
2554,81-084-5395,New York,Garbar, 7365.69
63468,76-770-4063,Tokyo,Lambdin, 6606.59
255,69-308-0316,New York,Riccardi, 8980.89
255,33-242-7244,toKyo,Pizzie, 4970.63
1336,27-757-1600,New York,Fantin, 4393.33
458,55-163-5182,London,Paireman, 3233.79
255,27-135-5481,toKyo,Carletto, 9631.56
35465,99-964-7389,London,Patifield, 5867.57
2554,67-824-6761,Tokyo,Gillyatt, 5848.52
46213,86-582-1961,Paris,Bloys, 9965.38
1235,75-375-4514,Paris,Sandwich, 3747.76
55,45-205-9329,NY,Codeman, 7759.50
255,23-185-5872,New York,Folbigg, 8059.71
68545,32-324-4491,Paris,Vials, 9267.85
46213,66-052-0675,NY,Ketteman, 995.01
3546,84-775-3630,london,Dreossi, 7645.99
464,51-133-9373,New York,Fowlston, 2166.20
55,89-313-9861,toKyo,Loosemore, 9778.03
46213,98-347-6903,London,Bansal, 3688.57
68545,07-861-1616,London,Ealden, 9661.58
35465,48-326-2280,Tokyo,Klimpke, 5837.26
35465,81-343-7927,New York,Lamlin, 2979.15
63468,01-363-6596,Paris,Crew,
1336,71-467-6185,Tokyo,Eland, 2074.42
963,00-728-3956,london,Devonshire, 4568.92
35465,06-790-8607,london,Sheards, 5107.46
63468,50-288-9168,London,Lismer, 1902.14
253,24-617-5729,London,McHenry, 2785.65
63468,62-592-8290,NY,Craker, 3479.85
1235,47-827-9966,NY,Jevon, 5910.79
1235,14-256-8196,London,McKernan, 5586.66
46213,10-398-2241,New York,Shortt, 5620.26
63468,91-778-6861,Tokyo,Killigrew, 9507.15
255,77-654-8330,New York,Haggus, 2293.70
2554,37-309-7616,NY,Leverage, 3270.27
55,79-481-2174,London,Pithcock, 4719.89
3641,98-249-4131,London,Postles, 6773.15
2554,32-486-2728,Tokyo,Effemy, 6776.42
963,79-700-7714,toKyo,Dozdill, 746.95
513,14-642-2948,toKyo,Winterborne, 2965.96
46213,70-031-5668,Tokyo,Gaenor, 3155.16
3566,50-229-8720,,Toseland, 4111.42
3542,52-495-0737,Paris,Wonfar, 1983.58
513,74-317-4475,Tokyo,Satyford, 3739.51
458,06-882-6912,,Epperson, 6605.76
6963,77-446-3270,Paris,Khotler, 8231.29
55,60-430-0751,Paris,Torrijos, 3046.30
458,69-808-8856,London,Buffin, 5097.63
255,10-753-4276,London,Beddoe, 9805.65
1235,33-397-2691,London,Clerk, 1832.91
6963,75-227-7806,london,Armatage, 9555.10
513,92-731-8364,toKyo,Ballantyne, 5151.36
2554,14-894-1566,London,MacAne, 7560.19
2554,80-210-7806,Paris,Estcourt, 4146.56
513,20-661-5075,London,Gask, 1795.20
255,12-565-9248,New York,Vogl, 8626.35
255,96-115-6656,NY,Fri, 5844.64
3641,43-414-6139,Tokyo,Szymonowicz, 5541.95
255,23-660-2842,Tokyo,Snar, 5240.76
1235,01-830-3690,Tokyo,MacBean, 5188.55
458,19-436-7173,london,Jaslem, 4211.15
68545,52-956-4462,toKyo,Hoxey,
255,18-891-0100,Paris,Toner, 4536.19
253,90-914-1923,New York,Wheal, 4326.83
6963,57-517-8980,NY,Blazevic, 5172.11
3566,66-829-8817,NY,Laughlin, 8948.64
1336,59-422-6808,NY,Popley, 7487.68
35465,02-701-8879,Paris,Shorto, 1559.52
1235,20-431-5603,Paris,Ferrers, 3971.21
46213,70-786-6710,london,Rubinov,
3641,93-317-6044,toKyo,Evelyn, 7817.79
63468,61-082-5109,london,Nockalls, 6284.16
68545,20-395-9674,toKyo,Bertelsen, 4044.47
6963,82-951-6899,NY,Gianninotti, 7717.91
68545,01-722-3407,Tokyo,Benthall, 6496.41
3546,80-108-3073,Paris,Stredder, 7351.98
55,46-499-5784,New York,Yakushkin, 720.02
6963,99-294-9653,london,Grzeszczak, 2437.39
1235,04-041-2026,london,Karpychev, 3116.68
6963,94-200-0381,Paris,Jardin, 6160.79
1336,39-730-4205,Tokyo,Erington, 3686.15
255,19-739-2718,NY,Horribine, 2119.30
1235,96-904-1642,london,Hedworth, 5152.19
68545,35-109-2147,New York,Huggard, 4364.91
63468,99-917-8487,Paris,Liddiard, 7513.95
253,51-168-6522,london,Kingstne, 3299.38
3542,32-717-7273,NY,Briston, 4181.14
63468,54-102-2135,Paris,Carlet, 6370.03
3641,12-038-1178,New York,Wloch, 1172.33
35465,11-907-3745,toKyo,Bevir,
3542,65-357-6774,New York,Pollack, 1724.27
63468,03-971-7163,NY,Jaquemar, 8015.97
513,60-140-4301,NY,Blofeld, 1033.16
3546,98-788-6083,london,McNeil, 1600.00
963,74-740-9091,Paris,Harrill,
3566,49-967-1348,london,Spiteri, 6042.71
458,37-314-0442,Tokyo,Tabrett, 8192.37
513,54-298-7295,London,Manns, 8569.08
3542,76-494-8768,toKyo,Haugen, 5124.44
68545,15-910-7393,Tokyo,Mattessen, 3190.51
458,61-671-6962,Tokyo,Buckberry, 1015.81
3566,62-753-5001,New York,Pedracci, 3045.51
55,44-107-7598,Paris,Kesteven, 1911.41
68545,03-163-6501,NY,L'Hommeau, 6279.46
513,29-420-9859,NY,Averill, 9479.50
3542,00-796-8596,New York,Fomichkin, 9636.91
63468,05-270-5172,NY,McFeate, 4782.39
3641,45-855-1757,NY,Dumbarton, 7321.86
1336,91-128-2597,NY,Burkhill, 5665.73
55,39-374-5719,Paris,Lissandrini, 6023.65
46213,27-611-3388,toKyo,Ballefant, 3311.39
3641,18-808-8201,london,Clipston, 6115.44
3542,63-122-2110,London,Seaborne, 1491.71
1336,14-465-6458,toKyo,Flippelli, 7560.90
1336,75-364-7376,Paris,Cheke, 1732.37
255,02-600-1773,NY,Eakly, 8073.40
513,09-701-1275,Tokyo,Antcliff, 3659.32
6963,05-051-2250,NY,Meake, 8404.01
3542,70-206-8943,toKyo,Emms,
6963,63-061-0447,london,Jiroutek, 6672.69
458,49-110-8285,toKyo,Reily, 9136.79
2554,66-893-2252,NY,Lantiff, 4958.05
963,69-554-9672,London,Iron,
963,18-176-8725,London,Oldham, 7742.17
3566,40-601-8333,Tokyo,Grimsell, 3744.77
3641,13-915-2031,,Mozzi, 5015.52
1235,70-562-1114,New York,Prester,
513,03-170-9478,NY,Everingham, 5643.96
963,53-198-2922,toKyo,Kernell, 1058.46
3566,77-763-4630,toKyo,Kemshell, 6352.75
253,53-913-7805,New York,Atkin, 957.14
46213,53-965-6747,New York,Matic, 2447.63
6963,83-480-4513,NY,Oxton, 7358.54
2554,06-165-2704,New York,O'Driscoll, 5313.91
255,26-057-0045,london,Matthewes, 1132.85
35465,15-792-4251,Tokyo,Stegel, 8757.83
464,80-485-2154,london,Haddock, 832.90
2554,09-196-2540,london,Cutler, 2129.47
3542,09-203-4094,London,Gleave,
35465,47-195-3756,Paris,Overil, 5051.24
3641,20-441-0183,NY,Aubrey, 2710.83
6963,15-046-7553,London,Gooly, 3832.85
68545,20-703-1343,NY,Dyka, 1326.43
253,65-051-0823,Tokyo,Parlot, 4010.58
1336,30-840-3226,London,Vinick, 7665.78
963,36-471-4621,Paris,Richardet, 9076.23
46213,86-572-6431,NY,Skettles, 1232.51
963,10-620-0047,Tokyo,Rallinshaw, 8205.11
253,86-431-9153,Tokyo,Windows,
3546,23-870-8627,New York,Simcock, 2803.65
3546,20-498-2914,New York,Mora, 6664.07
1336,18-623-4244,Tokyo,Cartan, 9176.30
3542,32-986-5760,toKyo,Poure, 3032.91
68545,52-236-1521,london,McInally, 789.76
46213,54-534-3360,london,McMylor, 8307.59
253,71-974-3523,toKyo,Toghill, 4658.42
68545,52-014-3537,london,Hassey, 5436.09
63468,87-524-8833,Paris,Rivel, 6844.59
68545,66-380-4370,Paris,Gyppes, 5217.85
68545,28-705-0403,London,Ixor, 2229.00
6963,33-961-7423,London,Dufour, 7861.82
55,14-860-7043,Tokyo,Rivalland, 3113.15
513,39-908-4521,London,Erskin, 5255.12
35465,46-830-1408,Paris,Bellee, 1870.46
3546,52-005-5729,New York,McJury, 3779.44
458,86-510-4069,london,Newvill, 7047.08
68545,81-431-1835,NY,Tallent, 8404.61
1235,02-631-8923,,Colgrave, 3120.58
1235,27-108-3063,Tokyo,Ransbury, 7562.19
68545,38-357-5930,NY,Jeffrey, 4042.35
458,75-535-4653,New York,Plunket, 9017.20
3641,14-015-6012,Paris,Frift, 3655.83
55,66-035-2266,london,Agronski, 3861.86
1336,59-962-6953,New York,Wittering,
3641,98-866-4745,New York,Haking, 5554.26
1235,86-837-6638,london,Sallinger, 778.24
3641,75-960-4791,london,Baraclough, 2149.85
1235,35-379-2627,New York,Steffans, 9524.53
55,29-291-1162,Tokyo,Murra, 2601.19
6963,44-870-5715,New York,Cejka,
35465,48-685-1306,New York,Pietzke, 732.35
68545,71-253-4564,Paris,Silvermann, 4939.53
3546,67-848-9317,london,Niemetz, 8987.54
3641,99-419-6823,toKyo,Methringham, 2249.05
253,24-023-2156,New York,Le Frank, 4934.74
63468,03-433-0777,New York,Fairham, 3128.13
3546,30-208-5241,NY,Messitt,
3641,68-374-5006,London,Guerra, 7910.40
3566,27-118-3309,toKyo,Baldoni, 7358.45
253,03-826-1166,London,Eiler, 4494.72
2554,85-887-2963,London,Evemy, 9365.46
458,54-971-3842,Paris,Griffitts, 3109.18
3566,42-852-4865,New York,Brydie, 6418.25
464,68-046-1926,New York,Dunlop, 7898.61
68545,84-991-6153,New York,Shave, 2937.76
68545,97-079-2004,New York,Powe, 9482.95
3641,69-818-4301,New York,Feld, 2711.11
46213,44-694-8742,london,Stansall, 2090.24
464,89-687-1937,New York,Markushkin, 3049.11
68545,02-574-3310,NY,Kennsley, 4332.38
1235,62-629-5033,London,Strickler, 1205.02
3542,04-590-8743,london,Boskell, 9275.50
3641,45-781-3937,New York,Doorly, 2904.59
6963,03-435-0790,NY,Hevey, 9612.94
55,07-585-8263,Tokyo,Dever, 6664.28
255,92-847-0436,New York,Snoad, 1276.69
3566,69-052-7152,,Pidgeley, 4627.07
46213,81-495-7084,NY,Dorcey, 7110.21
6963,53-162-6017,,Tett, 2222.48
3641,48-832-8591,New York,Mehmet, 2219.40
3566,12-668-6750,Paris,Karlmann, 6933.88
513,57-177-1217,London,Blackston, 3354.66
3641,54-677-9699,Paris,Baldcock, 7754.06
963,78-090-9937,London,Curdell, 8382.79
963,78-505-8592,toKyo,Kinker, 2870.65
1235,24-859-7360,london,Croom, 2036.37
3542,95-435-6345,london,Winspurr, 1054.72
46213,50-713-3350,New York,Levi, 1627.65
3542,83-695-2229,Paris,Keady, 1506.39
3566,83-721-7326,Paris,Luetkemeyer, 886.54
3546,61-894-3738,NY,Curro, 7203.92
3542,34-630-4612,london,Hull, 6839.45
63468,73-622-1440,Paris,Kiffin, 3737.18
55,50-385-3768,Tokyo,Shaxby, 6259.80
1336,93-738-8474,New York,O'Connor, 3019.29
35465,29-068-4356,NY,Pickles, 865.72
3566,75-855-4967,Paris,Myott,
464,77-964-7443,London,Bortoletti, 6067.54
3542,71-029-3661,NY,Duddridge, 633.40
464,70-256-7422,london,Connechy, 3697.61
458,80-754-7828,Paris,Curme, 5208.48
3542,27-110-9341,New York,Borwick, 3704.13
3546,45-362-6533,London,Gregan, 6044.83
63468,34-640-8209,New York,Vondrak, 7911.85
46213,24-339-9539,london,Ruoss, 2683.43
963,70-803-1167,london,Imlin, 5183.89
68545,54-140-7186,,Damato, 2156.29
6963,29-234-2279,Tokyo,Jeffes, 8430.65
3542,41-836-1125,NY,Lum, 1561.86
46213,68-809-0407,New York,Carling, 6157.86
253,83-380-8820,toKyo,Showt, 6007.82
3546,72-020-4457,NY,Hartington, 1767.74
458,64-078-8406,toKyo,Fasham, 9253.10
6963,72-312-9376,toKyo,Madgwick,
63468,65-656-7237,London,Buten, 4954.90
963,88-684-3519,New York,Kenford, 9954.61
963,43-574-4139,NY,Kilbride, 7356.95
1235,71-542-3343,Tokyo,Burchatt, 9086.95
1336,67-886-1368,New York,Guillotin, 9102.41
35465,50-736-9337,london,Dowker, 5451.22
464,49-855-0251,london,Perott, 4855.10
55,86-911-8272,Paris,Filip, 2310.14
253,35-283-6751,NY,Sansome, 1757.84
458,39-333-0236,Paris,Rodie, 6150.61
2554,79-213-7504,Tokyo,Goulbourn, 5480.27
1235,69-929-0377,London,Woolvin, 7424.94
3566,53-785-6937,Tokyo,Pittam, 2961.38
35465,43-296-3865,New York,Allery, 8695.88
963,89-268-1306,toKyo,Frankowski, 2546.40
253,03-313-3881,london,Copping, 6682.16
1336,75-011-7887,london,Keddie, 8502.14
3546,31-211-4347,Tokyo,Graysmark, 770.71
55,01-887-0971,London,Corkett, 7999.64
55,80-665-9213,london,Scutt, 9368.83
46213,78-145-3762,Paris,Uzielli, 8463.86
2554,50-626-7073,london,Imrie, 5544.80
464,89-687-1937,New York,Markushkin, 3049.11
68545,02-574-3310,NY,Kennsley, 4332.38
1235,62-629-5033,London,Strickler, 1205.02
3542,04-590-8743,london,Boskell, 9275.50
3641,45-781-3937,New York,Doorly, 2904.59
6963,03-435-0790,NY,Hevey, 9612.94
55,07-585-8263,Tokyo,Dever, 6664.28
255,92-847-0436,New York,Snoad, 1276.69
3566,69-052-7152,,Pidgeley, 4627.07
46213,81-495-7084,NY,Dorcey, 7110.21
6963,53-162-6017,,Tett, 2222.48
3641,48-832-8591,New York,Mehmet, 2219.40
3566,12-668-6750,Paris,Karlmann, 6933.88
513,57-177-1217,London,Blackston, 3354.66
3641,54-677-9699,Paris,Baldcock, 7754.06
963,78-090-9937,London,Curdell, 8382.79
963,78-505-8592,toKyo,Kinker, 2870.65
1235,24-859-7360,london,Croom, 2036.37
3542,95-435-6345,london,Winspurr, 1054.72
46213,50-713-3350,New York,Levi, 1627.65
3542,83-695-2229,Paris,Keady, 1506.39
3566,83-721-7326,Paris,Luetkemeyer, 886.54
3546,61-894-3738,NY,Curro, 7203.92
3542,34-630-4612,london,Hull, 6839.45
63468,73-622-1440,Paris,Kiffin, 3737.18
55,50-385-3768,Tokyo,Shaxby, 6259.80
1336,93-738-8474,New York,O'Connor, 3019.29
35465,29-068-4356,NY,Pickles, 865.72
3566,75-855-4967,Paris,Myott,
464,77-964-7443,London,Bortoletti, 6067.54
3542,71-029-3661,NY,Duddridge, 633.40
464,70-256-7422,london,Connechy, 3697.61
458,80-754-7828,Paris,Curme, 5208.48
3542,27-110-9341,New York,Borwick, 3704.13
3546,45-362-6533,London,Gregan, 6044.83
63468,34-640-8209,New York,Vondrak, 7911.85
46213,24-339-9539,london,Ruoss, 2683.43
963,70-803-1167,london,Imlin, 5183.89
68545,54-140-7186,,Damato, 2156.29
6963,29-234-2279,Tokyo,Jeffes, 8430.65
3542,41-836-1125,NY,Lum, 1561.86
46213,68-809-0407,New York,Carling, 6157.86
253,83-380-8820,toKyo,Showt, 6007.82
3546,72-020-4457,NY,Hartington, 1767.74
458,64-078-8406,toKyo,Fasham, 9253.10
6963,72-312-9376,toKyo,Madgwick,
63468,65-656-7237,London,Buten, 4954.90
963,88-684-3519,New York,Kenford, 9954.61
963,43-574-4139,NY,Kilbride, 7356.95
1235,71-542-3343,Tokyo,Burchatt, 9086.95
1336,67-886-1368,New York,Guillotin, 9102.41
35465,50-736-9337,london,Dowker, 5451.22
464,49-855-0251,london,Perott, 4855.10
55,86-911-8272,Paris,Filip, 2310.14
253,35-283-6751,NY,Sansome, 1757.84
