Project-ID,Programming Language,Employee-1,Employee-2,Employee-3,Employee-4,Award,Currency
006100355-7,JAVA,2,1,0,2,309.99,Euro
010646579-1,java,2,1,0,1,438.26,USD
780324455-6,PYTHON,0,0,0,1,237.45,Euro
290191591-4,C++,0,2,1,0,296.60,Euro
833678959-6,java,2,0,0,2,102.36,JOD
468081563-9,java,0,1,1,1,149.92,JOD
880045832-7,java,2,0,1,0,112.59,USD
703515103-6,c++,2,1,1,2,327.50,JOD
348418402-7,PYTHON,0,0,1,0,182.71,USD
310175196-9,PYTHON,2,1,2,1,110.95,USD
723459876-6,java,0,0,0,2,239.88,Euro
263386022-2,PYTHON,2,0,0,1,140.29,Euro
011281741-6,c++,0,1,0,1,289.17,JOD
845300526-5,java,1,2,0,1,123.08,Euro
466220909-9,c++,2,2,2,2,140.07,Euro
397805798-0,C++,0,2,0,2,361.64,Euro
495868152-3,Python,2,0,0,1,491.67,Euro
744346262-X,java,2,0,0,0,264.54,Euro
672189620-6,java,2,1,0,2,119.86,JOD
623001489-0,PYTHON,2,1,2,2,347.38,Euro
416462759-X,java,0,2,1,2,353.72,Euro
701010595-2,R,0,0,2,2,130.37,JOD
944591438-4,JAVA,2,0,1,1,452.50,JOD
739905029-5,Python,1,2,0,1,201.92,Euro
271578706-5,java,2,2,0,1,355.18,Euro
281293681-9,C++,2,1,0,2,200.49,USD
546743647-3,JAVA,1,2,1,0,114.02,Euro
137185726-1,Python,2,1,2,2,202.38,JOD
405395094-5,c++,1,1,1,1,161.62,JOD
506704952-9,java,1,1,2,1,140.95,Euro
696406507-5,C++,0,0,2,2,211.02,JOD
215095539-3,JAVA,2,1,1,1,400.82,Euro
561718516-0,C++,0,2,1,1,110.94,Euro
432869677-7,Python,2,1,0,1,366.92,JOD
378457530-7,java,0,0,2,1,272.61,Euro
565199249-9,c++,2,1,2,1,284.77,USD
944369737-8,C++,0,2,1,2,362.91,USD
640415710-1,PYTHON,1,2,1,2,439.29,JOD
243208245-1,java,0,0,0,0,268.35,Euro
395757944-9,Python,0,0,2,2,181.99,JOD
761113330-6,PYTHON,1,,1,1,348.81,USD
611813514-2,PYTHON,0,1,0,0,396.41,JOD
571094725-3,c++,0,0,1,1,317.75,USD
899873634-9,JAVA,2,2,2,0,110.73,USD
326991673-6,PYTHON,0,0,1,1,431.98,USD
572793649-7,Python,0,2,0,1,322.00,Euro
852450262-2,R,2,1,0,1,332.86,USD
549823743-X,Python,1,2,0,2,379.93,USD
050954130-5,JAVA,0,1,1,1,152.67,JOD
042081835-9,C++,0,0,2,0,480.43,Euro
147967011-1,c++,2,1,2,1,110.83,USD
556831668-6,Python,1,1,0,1,379.64,JOD
448194600-8,c++,2,0,2,1,167.07,USD
520127028-X,R,0,2,1,0,362.35,USD
521475957-6,JAVA,0,1,0,0,429.47,JOD
039731695-X,Python,1,2,2,0,136.13,USD
397384006-7,java,1,,0,1,215.66,Euro
028467511-3,R,1,1,0,2,442.90,JOD
384930170-2,c++,2,0,0,1,418.98,Euro
259888641-0,JAVA,2,0,0,0,323.89,Euro
311279961-5,R,1,2,0,0,362.75,JOD
743061263-6,R,0,1,2,0,449.03,Euro
550968912-9,R,1,0,1,0,385.94,USD
123886907-6,java,1,0,1,0,405.05,USD
403479421-6,JAVA,2,0,0,0,203.98,Euro
619386451-2,R,1,0,1,1,349.35,USD
910383434-4,R,2,0,0,2,390.82,Euro
594760509-0,R,0,0,1,0,468.22,JOD
812827754-5,JAVA,1,1,0,0,476.53,USD
615101264-X,c++,1,1,2,0,105.85,USD
288544281-6,java,2,2,0,0,111.06,USD
162427319-X,JAVA,1,0,0,1,344.45,JOD
765162943-4,R,0,0,1,1,463.99,JOD
353948511-2,R,2,0,1,1,257.94,USD
199489535-7,JAVA,0,0,0,0,390.63,Euro
702848966-3,JAVA,1,2,0,2,207.33,JOD
665075587-7,C++,1,1,0,2,150.65,Euro
721603151-2,java,0,1,1,2,442.96,Euro
660174007-1,R,1,2,2,0,289.58,USD
212451276-5,Python,1,1,0,1,473.24,USD
127848424-8,PYTHON,0,0,0,0,245.06,Euro
460556653-8,C++,1,0,1,1,243.49,USD
137805218-8,Python,2,0,1,2,299.15,Euro
740822899-3,R,0,1,1,1,151.53,JOD
573898222-3,c++,2,1,1,2,262.03,JOD
711885518-9,PYTHON,1,2,2,2,454.57,JOD
981816903-4,JAVA,2,2,1,1,278.40,USD
043470369-9,c++,0,2,1,1,443.14,Euro
109662599-7,R,0,1,0,1,479.65,JOD
772585031-7,c++,1,1,1,1,209.70,JOD
179483301-3,java,2,2,1,1,316.64,Euro
170870944-4,JAVA,1,,0,0,173.20,JOD
703452307-X,java,2,1,0,1,305.05,USD
571623283-3,C++,0,1,0,1,399.52,USD
314277060-7,PYTHON,0,2,2,1,142.82,Euro
427753550-X,Python,0,2,2,2,474.46,JOD
772718615-5,C++,2,1,0,1,149.18,USD
091855211-7,PYTHON,0,1,2,2,454.22,JOD
173062968-7,C++,2,2,0,0,140.99,Euro
484859585-1,java,2,0,0,2,364.13,Euro
116200377-4,C++,0,0,2,0,478.33,USD
868191019-1,java,1,2,2,2,234.50,USD
523846068-6,R,0,2,2,0,317.48,USD
908238149-4,C++,1,0,0,0,312.67,JOD
088204172-X,C++,1,0,1,1,114.63,JOD
529588621-2,java,0,0,1,1,449.83,Euro
428785242-7,R,2,1,1,2,446.65,Euro
075635350-5,Python,2,2,0,2,274.72,JOD
524365141-9,C++,1,1,1,2,350.78,JOD
689080894-0,R,2,2,0,1,440.80,Euro
645416859-X,Python,1,2,2,0,433.86,Euro
659363269-4,Python,1,0,2,1,221.81,JOD
148060347-3,c++,1,0,2,2,331.30,Euro
111617384-0,C++,0,2,2,1,434.66,JOD
504962575-0,R,1,1,1,1,469.35,Euro
677045254-5,JAVA,0,1,2,1,223.55,JOD
263721791-X,c++,2,1,2,0,325.45,USD
675807070-0,JAVA,1,2,2,1,297.65,Euro
654474049-7,C++,2,0,0,1,313.82,JOD
831049153-0,C++,1,1,1,0,211.58,Euro
716652878-8,C++,2,1,0,0,406.53,Euro
766777628-8,JAVA,1,1,0,2,163.09,USD
312182756-1,c++,0,1,0,2,454.51,JOD
716809462-9,C++,2,2,2,2,236.54,USD
819529892-3,C++,2,2,0,2,110.37,Euro
691378578-X,java,0,0,1,2,409.61,Euro
043939107-5,c++,2,1,1,2,494.18,Euro
032803227-1,JAVA,0,2,2,0,164.09,USD
364969677-0,R,0,0,1,2,161.95,JOD
654357574-3,,2,0,2,1,437.10,Euro
006421131-2,java,2,0,0,2,195.92,Euro
819095613-2,,2,2,1,0,177.53,JOD
631494594-1,JAVA,0,1,0,0,316.13,JOD
879731780-2,c++,0,1,2,2,228.30,Euro
403087150-X,C++,0,0,2,1,462.95,JOD
204905889-6,c++,2,0,1,1,270.33,USD
245114392-4,PYTHON,1,1,2,0,361.65,JOD
558196590-0,PYTHON,1,1,0,0,156.36,USD
926477169-7,java,0,0,0,1,372.78,Euro
654280761-6,PYTHON,0,2,2,0,456.58,Euro
985462339-4,Python,2,1,0,1,403.22,JOD
034673145-3,c++,1,1,1,0,202.86,USD
455429380-7,JAVA,1,2,0,2,205.02,JOD
774775625-9,c++,0,1,2,1,361.59,Euro
771748976-7,R,0,2,0,0,129.68,USD
917417186-0,,0,0,2,2,110.35,USD
514278409-X,c++,2,,0,2,145.42,Euro
537563403-1,PYTHON,1,2,2,0,268.36,JOD
461705366-2,Python,0,2,0,2,314.92,JOD
182884193-5,,0,2,2,2,226.08,Euro
752740926-6,PYTHON,1,1,0,1,323.25,USD
404839026-0,PYTHON,1,1,2,0,210.79,Euro
601126090-X,PYTHON,1,1,0,0,443.05,JOD
551537318-9,c++,0,1,2,2,238.45,JOD
558751540-0,C++,2,2,2,2,210.17,Euro
919051323-1,C++,0,1,2,1,355.44,Euro
903359682-2,java,2,1,0,1,433.35,JOD
512993654-X,PYTHON,2,0,0,0,318.53,Euro
927930081-4,Python,2,1,0,2,481.95,Euro
916523660-2,java,2,1,1,0,412.76,Euro
989278630-0,R,1,1,0,0,189.99,USD
396633681-2,JAVA,2,1,2,2,339.94,JOD
903840641-X,JAVA,2,,1,1,295.71,USD
854779150-7,Python,0,1,1,0,379.74,Euro
130568011-1,c++,0,0,0,2,275.10,USD
683643587-2,PYTHON,2,1,1,0,388.73,JOD
061814044-1,Python,0,0,2,0,496.42,USD
643503399-4,C++,0,0,0,2,313.68,Euro
229039124-7,R,2,2,1,2,313.85,JOD
406332153-3,c++,0,2,1,2,487.01,USD
056880603-4,R,0,0,1,0,401.54,JOD
551982733-8,R,2,0,2,0,145.26,Euro
340800320-3,PYTHON,1,1,2,2,246.31,USD
459195332-7,PYTHON,2,2,0,2,292.63,Euro
604571816-X,PYTHON,2,1,1,1,144.62,JOD
139353422-8,c++,0,1,2,2,157.77,USD
748707723-3,JAVA,0,1,1,1,293.82,JOD
697653934-4,PYTHON,0,1,1,0,368.98,USD
623218437-8,PYTHON,2,2,0,1,281.17,USD
976051541-5,C++,1,1,2,0,411.04,USD
503576599-7,R,0,2,0,1,342.90,Euro
916211472-7,JAVA,0,2,2,0,373.59,Euro
687484663-9,PYTHON,2,2,1,1,237.15,Euro
230928714-8,R,1,1,0,2,493.66,USD
505386590-6,R,1,2,0,2,330.91,JOD
765103515-1,java,0,0,2,1,156.12,JOD
387103946-2,,0,2,2,1,352.08,Euro
266642769-2,C++,0,2,0,2,412.34,Euro
409463948-9,JAVA,2,,2,2,401.39,Euro
322967641-6,R,2,0,2,2,491.27,JOD
622824130-3,R,1,0,0,0,325.40,USD
498285553-6,R,1,1,1,2,113.77,USD
175871898-6,java,2,2,0,1,443.00,Euro
417229423-5,C++,0,1,1,2,184.95,USD
738441845-3,C++,0,1,0,1,295.31,USD
150195483-0,PYTHON,1,1,0,1,193.35,Euro
892623345-6,JAVA,0,2,0,2,294.71,JOD
873961503-0,c++,0,1,0,1,419.25,Euro
590154144-8,R,0,,1,1,113.99,Euro
941298095-7,R,2,1,2,2,347.10,USD
131798978-3,R,2,1,1,0,211.51,JOD
023905779-1,PYTHON,1,1,2,1,291.87,JOD
805592251-9,R,1,1,2,0,184.61,Euro
923846887-7,c++,0,2,2,0,122.17,USD
064863379-9,c++,0,0,0,0,243.11,JOD
338363521-X,R,0,0,1,0,142.41,Euro
343900794-4,R,2,1,2,0,354.02,USD
824869151-9,c++,2,1,2,1,326.47,JOD
294931888-6,PYTHON,1,,0,1,387.30,JOD
832072574-7,java,0,0,2,2,220.13,USD
034147451-7,Python,0,0,1,2,240.01,Euro
865644983-4,JAVA,1,2,1,0,188.42,JOD
741458913-7,Python,1,0,2,0,454.06,JOD
362231567-9,R,2,1,1,2,229.14,USD
163884115-2,JAVA,1,0,0,2,174.45,USD
672141696-4,R,1,2,1,0,491.66,JOD
019413273-0,java,0,2,2,0,228.02,Euro
974797171-2,PYTHON,1,2,2,1,383.92,USD
405741917-9,R,2,0,0,2,345.72,JOD
668111007-X,C++,0,0,1,1,404.14,Euro
108545068-6,C++,2,0,0,0,311.87,Euro
144491231-3,c++,0,1,2,1,463.12,JOD
926055360-1,c++,2,0,2,1,440.11,JOD
354400985-4,c++,1,2,2,1,268.59,JOD
031262170-1,JAVA,0,1,1,0,200.68,Euro
589865396-1,c++,2,0,2,1,220.82,JOD
251516767-5,Python,2,0,0,0,489.99,Euro
286288218-6,c++,2,2,2,0,277.71,Euro
946421031-1,R,0,1,0,1,207.78,Euro
036357719-X,java,0,1,1,2,481.02,JOD
031912232-8,R,2,1,0,1,468.76,USD
139723683-3,R,1,2,1,0,105.25,JOD
009992280-0,C++,1,2,1,2,173.73,USD
163732159-7,JAVA,0,0,1,0,479.26,Euro
891033529-7,java,2,1,2,2,138.39,USD
934884236-6,R,1,2,0,1,166.74,JOD
294547330-5,,2,2,2,0,282.55,USD
169395364-1,PYTHON,1,0,0,2,282.47,JOD
868940846-0,c++,1,1,0,0,156.32,JOD
265684890-3,c++,2,1,2,2,190.43,USD
382564760-9,JAVA,2,0,2,2,100.73,JOD
318868527-0,R,1,2,2,1,370.12,Euro
404964854-7,c++,0,2,2,2,336.46,JOD
163442258-9,JAVA,0,0,1,1,315.26,JOD
847219344-6,c++,2,2,2,2,411.36,JOD
406164486-6,R,0,1,1,1,486.58,USD
787531192-6,C++,2,1,0,1,190.64,JOD
050500078-4,C++,0,2,0,1,384.62,JOD
920743703-1,R,0,2,0,2,408.28,JOD
814803276-9,PYTHON,0,0,0,1,489.38,USD
126521521-9,C++,0,2,1,2,456.86,JOD
273605022-3,C++,1,2,0,0,208.29,USD
572967444-9,R,1,0,1,1,216.88,USD
974359252-0,Python,0,1,0,0,460.90,Euro
639687067-3,PYTHON,0,0,1,1,434.07,USD
473529278-0,C++,2,2,2,2,353.64,Euro
751290623-4,java,2,2,1,0,357.05,Euro
385488529-6,R,0,0,1,2,187.87,JOD
945069996-8,C++,0,1,2,1,144.41,JOD
289554433-6,C++,0,1,0,0,146.95,JOD
443174651-X,JAVA,2,0,2,2,329.62,USD
637795618-5,Python,2,2,0,0,371.87,JOD
420894033-6,C++,2,1,2,0,207.11,JOD
506009422-7,R,2,2,0,2,362.45,Euro
699713295-2,C++,2,1,1,1,332.81,Euro
360464032-6,c++,1,2,2,1,428.88,Euro
105838444-9,Python,1,2,2,2,411.06,Euro
380822244-1,java,2,1,1,1,345.29,Euro
851253888-0,JAVA,1,2,1,0,298.37,USD
083672820-3,PYTHON,2,2,2,0,258.42,Euro
768302771-5,c++,1,2,0,1,125.91,Euro
128774124-X,JAVA,1,2,1,1,394.32,JOD
007812878-1,PYTHON,0,1,1,2,239.66,JOD
612774800-3,java,1,1,2,0,296.37,Euro
390131129-7,PYTHON,0,2,1,0,215.40,Euro
427514102-4,PYTHON,0,2,2,2,242.80,JOD
596734837-9,java,1,1,2,2,129.02,JOD
395981146-2,PYTHON,1,2,1,2,456.75,Euro
910080031-7,java,0,2,1,0,433.37,JOD
210089483-8,Python,0,0,2,1,475.04,Euro
147968220-9,java,2,0,1,2,340.81,USD
324972045-3,JAVA,0,1,1,1,306.41,USD
073285545-4,JAVA,0,2,2,2,419.57,JOD
907938926-9,JAVA,1,2,2,2,408.59,Euro
170307992-2,JAVA,1,0,2,1,182.19,JOD
416754474-1,PYTHON,1,,2,0,113.68,Euro
362620759-5,PYTHON,2,2,1,1,142.91,USD
347201292-7,PYTHON,1,2,0,0,414.79,USD
687974791-4,Python,2,2,0,1,136.05,Euro
772188257-5,C++,1,0,2,0,442.21,USD
098527446-8,java,1,1,2,1,421.64,USD
046351823-3,C++,2,2,2,1,155.09,Euro
900998238-6,JAVA,1,0,2,2,312.63,USD
141063941-X,PYTHON,0,2,2,1,122.31,Euro
216287784-8,JAVA,1,0,1,2,453.16,Euro
589157065-3,c++,0,2,1,2,391.74,USD
034914313-7,PYTHON,1,0,1,2,366.80,Euro
820569685-3,JAVA,1,2,0,2,406.55,Euro
325969597-4,c++,0,0,1,2,373.22,USD
630538888-1,c++,2,2,2,1,498.27,USD
256553801-4,PYTHON,1,0,2,1,280.94,Euro
687931631-X,JAVA,1,2,2,0,417.03,Euro
160662659-0,C++,2,1,0,0,256.19,USD
015510335-0,c++,0,1,0,0,255.73,Euro
313797827-0,Python,1,0,0,2,185.78,JOD
749192659-2,c++,2,2,1,1,385.70,Euro
967257124-0,JAVA,2,0,1,0,311.57,USD
467547811-5,c++,0,1,2,2,166.57,Euro
718559125-2,JAVA,0,1,2,0,113.43,USD
828446996-0,PYTHON,0,2,0,1,270.40,Euro
593966285-4,java,0,1,1,2,402.90,Euro
505423714-3,Python,2,2,0,1,354.65,USD
684030329-2,java,2,0,2,2,213.91,JOD
661470442-7,,1,2,1,1,144.00,Euro
444701532-3,java,2,2,2,1,152.03,Euro
174524930-3,PYTHON,1,2,1,1,100.22,Euro
187452956-6,Python,0,2,2,1,180.41,USD
706212882-1,JAVA,0,0,1,2,230.48,USD
950768679-7,PYTHON,0,1,0,2,301.65,USD
721802336-3,,2,0,0,0,413.76,USD
119703307-6,R,2,0,1,1,280.31,USD
507301537-1,JAVA,1,2,0,0,216.88,USD
032264409-7,PYTHON,1,0,2,0,266.41,JOD
830992028-8,C++,2,1,2,2,435.16,JOD
492724195-5,PYTHON,0,2,0,1,113.63,USD
922595185-X,C++,1,2,2,0,163.30,JOD
477758580-8,JAVA,2,2,2,1,214.02,JOD
037729873-5,JAVA,2,1,0,1,299.45,USD
847527039-5,C++,0,0,1,2,140.69,Euro
127515696-7,R,1,2,2,0,251.08,Euro
914631468-7,PYTHON,0,1,0,0,150.70,Euro
244306561-8,JAVA,1,1,0,0,119.41,JOD
555344917-0,Python,2,0,0,2,392.14,JOD
098915820-9,JAVA,2,0,2,0,365.26,USD
311698973-7,c++,0,0,1,1,379.81,Euro
998819823-X,PYTHON,2,0,0,1,421.05,Euro
844194612-4,c++,1,2,2,0,378.35,USD
654736733-9,C++,0,2,1,2,204.42,USD
466778862-3,Python,1,0,1,2,425.37,USD
555923311-0,c++,0,2,0,0,454.70,Euro
862030570-0,Python,1,1,2,0,126.54,JOD
295739282-8,Python,0,1,2,0,453.14,USD
444762113-4,R,1,0,0,2,286.02,USD
754052797-8,java,1,2,0,0,424.08,Euro
907497481-3,C++,0,0,0,1,303.91,Euro
613864415-8,C++,1,2,2,0,454.07,Euro
233590518-X,JAVA,0,0,2,1,186.50,Euro
532488230-5,java,0,0,2,1,152.74,USD
565163325-1,PYTHON,1,1,0,1,283.01,Euro
632444638-7,JAVA,2,2,1,1,190.36,USD
161674608-4,JAVA,2,1,2,0,213.34,USD
058653239-0,c++,0,2,1,0,471.37,USD
582578783-6,C++,0,2,0,2,147.06,JOD
592581987-X,JAVA,0,0,2,0,226.03,JOD
154266523-X,JAVA,2,0,1,0,149.61,Euro
715079207-3,R,0,0,1,2,380.49,USD
312030941-9,java,2,0,2,2,480.87,USD
598470589-3,C++,1,0,2,1,437.53,JOD
266057188-0,R,1,0,0,2,150.58,USD
352199911-4,PYTHON,2,2,0,0,340.27,USD
464825125-3,Python,2,,1,2,439.33,USD
421636754-2,PYTHON,1,1,2,1,100.16,JOD
768380079-1,C++,0,0,1,2,244.22,USD
300039459-1,Python,0,0,2,2,107.96,JOD
781391284-5,,2,0,2,2,213.73,Euro
852965366-1,c++,0,0,1,2,279.65,USD
274425613-7,Python,1,1,2,2,490.49,USD
323449610-2,PYTHON,1,,0,2,468.57,Euro
344507445-3,PYTHON,2,0,1,1,234.74,Euro
771646614-3,JAVA,1,0,2,2,297.88,JOD
014752751-1,java,0,1,1,2,333.46,JOD
821938209-0,JAVA,1,2,2,1,472.90,USD
344421121-X,Python,0,2,1,1,425.54,JOD
161850959-4,R,0,2,1,1,195.90,JOD
799009654-4,java,2,2,2,2,422.93,USD
673473576-1,R,0,0,0,1,227.05,Euro
387069794-6,R,0,2,1,0,130.70,Euro
701270004-1,Python,2,0,0,0,361.70,JOD
293603703-4,JAVA,2,1,0,1,470.83,USD
706581641-9,Python,1,0,1,1,397.90,USD
955414124-6,JAVA,0,2,2,2,190.94,Euro
822059866-2,Python,0,2,2,0,175.65,USD
101525820-4,Python,2,2,0,0,206.78,Euro
684447817-8,java,1,0,0,1,365.95,USD
082862700-2,c++,2,2,2,2,421.03,JOD
909136221-9,Python,2,2,1,0,499.72,JOD
483720913-0,,2,2,0,0,469.79,USD
198127121-X,C++,2,0,1,2,252.29,Euro
206842299-9,c++,2,2,0,2,299.22,JOD
048027942-X,JAVA,2,2,2,1,376.07,Euro
922059532-X,java,2,0,1,0,443.60,JOD
496071499-9,R,2,2,0,1,203.25,JOD
421456241-0,PYTHON,0,0,1,1,373.41,USD
914059412-2,JAVA,2,2,2,2,446.63,USD
292914987-6,c++,2,2,1,0,306.02,USD
824982865-8,C++,2,2,2,1,326.11,JOD
195307481-2,,0,2,2,0,428.71,JOD
525774102-4,java,1,2,2,2,154.51,JOD
376069001-7,Python,0,2,2,2,376.09,Euro
732189605-6,Python,2,0,0,2,384.04,JOD
665022685-8,,2,1,2,2,459.60,USD
007480461-8,C++,0,0,2,2,464.60,Euro
949527179-7,java,1,1,2,2,353.68,USD
406909681-7,JAVA,2,1,0,2,486.13,USD
231838756-7,JAVA,2,1,0,0,492.53,JOD
227757079-6,java,0,1,1,1,388.92,JOD
893583545-5,Python,2,0,2,0,392.46,JOD
479544715-2,C++,0,1,2,0,422.31,Euro
367837996-6,java,0,1,2,2,190.97,USD
970221582-X,java,2,,1,0,308.67,Euro
610926712-0,C++,0,0,2,2,109.78,Euro
226858854-8,java,1,1,1,1,359.49,Euro
811573448-9,c++,1,1,2,2,462.76,Euro
316063968-1,Python,0,,2,0,276.95,USD
656654460-7,,2,0,2,1,405.76,USD
140662256-7,c++,0,2,2,2,426.92,JOD
301163566-8,C++,0,2,2,2,417.62,Euro
072046535-4,PYTHON,2,2,1,0,493.85,JOD
953213388-7,,1,0,0,1,438.69,JOD
748735841-0,java,0,2,0,1,418.05,USD
512857905-0,R,0,1,1,1,191.00,Euro
258505389-X,JAVA,1,2,0,2,202.55,JOD
237986930-8,java,2,1,1,0,367.02,Euro
141808812-9,C++,2,1,0,1,375.88,Euro
428806461-9,Python,0,1,2,2,463.85,Euro
646249798-X,Python,2,1,2,1,243.36,USD
299122629-3,R,1,0,1,0,201.61,Euro
002916005-7,JAVA,1,2,2,1,245.77,USD
355536238-0,C++,1,1,2,2,210.49,Euro
080376086-8,C++,2,0,2,2,443.62,JOD
309464805-3,R,2,0,2,1,235.88,USD
646847602-X,R,0,0,1,2,293.72,JOD
600899856-1,c++,2,2,2,0,445.44,Euro
829329714-X,PYTHON,2,2,1,1,217.23,USD
970395519-3,Python,1,1,0,1,322.09,Euro
849065144-2,Python,2,1,2,1,164.42,Euro
804029364-2,c++,0,0,0,0,316.00,JOD
157248097-1,R,2,2,2,1,379.85,JOD
650054293-2,C++,1,2,1,0,215.29,USD
108244166-X,c++,0,0,0,2,336.54,JOD
572105548-0,C++,1,0,2,0,148.44,JOD
066410986-1,JAVA,1,,2,0,164.99,JOD
968783077-8,java,0,1,1,2,496.39,USD
023114429-6,Python,0,0,1,0,184.13,USD
096801993-5,PYTHON,1,0,2,0,229.98,Euro
741649821-X,C++,2,1,0,2,481.74,Euro
917620700-5,PYTHON,1,2,1,0,487.11,Euro
155653421-3,PYTHON,0,0,0,0,133.50,USD
258419340-X,C++,2,1,2,0,307.98,USD
273797923-4,JAVA,0,1,1,2,106.54,Euro
160462515-5,JAVA,1,1,1,0,149.39,JOD
510217495-9,PYTHON,2,2,2,0,135.67,JOD
384248334-1,,0,1,2,2,484.03,Euro
251282417-9,c++,1,1,0,0,178.49,JOD
369029710-9,Python,1,0,0,0,401.43,USD
465974416-7,java,2,1,1,1,278.83,Euro
770970282-1,R,1,2,0,1,296.33,Euro
937942173-7,c++,0,2,1,0,402.79,JOD
725266112-1,,2,0,1,2,237.32,USD
702331921-2,JAVA,1,1,2,2,110.40,USD
466720124-X,JAVA,0,2,1,2,166.35,USD
417748976-X,PYTHON,0,0,0,0,115.83,USD
292404874-5,JAVA,0,0,2,2,228.40,JOD
893615052-9,java,0,2,1,2,205.39,Euro
651211515-5,JAVA,1,2,2,0,377.93,USD
605375450-1,C++,1,0,1,2,494.27,JOD
484624206-4,java,2,2,2,0,213.91,JOD
989408405-2,java,1,2,1,0,132.04,USD
190876508-9,c++,1,0,0,2,307.21,JOD
375274447-2,R,2,,0,1,158.04,Euro
124820108-6,java,2,2,1,0,183.29,Euro
763602315-6,R,1,0,2,0,411.21,Euro
104198355-7,PYTHON,1,0,1,0,435.83,JOD
181288849-X,R,1,0,0,0,126.81,JOD
863017697-0,JAVA,1,1,2,1,112.02,JOD
086569775-2,C++,2,1,2,2,339.38,USD
047662554-8,PYTHON,0,2,2,1,346.67,USD
352137247-2,C++,2,1,2,1,257.28,USD
404662947-9,Python,2,0,0,2,200.99,JOD
121909889-2,Python,2,2,2,2,239.69,USD
891711690-6,JAVA,1,1,0,1,375.12,USD
399981568-X,Python,0,1,0,1,376.03,USD
091574794-4,PYTHON,0,0,0,0,360.29,Euro
038155651-4,,0,1,1,1,434.39,JOD
040586585-6,java,1,2,0,2,398.67,USD
363976393-9,JAVA,2,1,1,1,304.27,JOD
281580690-8,JAVA,2,1,1,0,401.01,JOD
728078111-X,java,2,2,1,2,361.72,JOD
054741634-2,C++,0,0,0,1,388.77,JOD
061568797-0,c++,1,1,1,1,259.91,JOD
146579345-3,PYTHON,0,0,2,0,328.70,Euro
857956024-1,R,0,,2,0,339.31,JOD
224233725-4,JAVA,2,1,0,2,400.29,Euro
691241336-6,Python,1,0,0,2,407.95,USD
231993697-1,R,0,0,1,0,456.72,Euro
803075082-X,R,0,2,2,0,381.21,JOD
910674076-6,Python,2,1,2,1,241.20,USD
811010161-5,JAVA,0,1,1,1,430.29,JOD
897571308-3,Python,1,2,0,1,361.52,USD
931933396-3,C++,2,2,0,1,185.66,Euro
548473830-X,,2,2,2,1,192.82,Euro
317689499-6,java,0,2,2,2,435.01,Euro
129590183-8,PYTHON,0,1,2,2,291.23,Euro
105121326-6,java,2,2,0,1,359.72,JOD
195259497-9,C++,0,0,2,0,385.47,Euro
100877142-2,java,1,,1,1,389.66,USD
828067867-0,C++,1,2,1,0,197.29,Euro
937292809-7,JAVA,2,1,1,1,480.81,Euro
748922296-6,JAVA,0,1,2,0,413.54,Euro
386291680-4,Python,2,1,1,0,221.50,Euro
687040111-X,c++,1,0,1,0,215.15,Euro
530540055-4,R,2,0,2,2,223.29,USD
787586738-X,Python,0,2,2,1,159.08,USD
827475273-2,PYTHON,1,1,2,1,379.86,JOD
176089654-3,PYTHON,2,1,2,2,221.49,USD
708577040-6,java,1,1,0,1,372.78,USD
632767099-7,c++,1,2,0,2,392.94,USD
616776513-8,PYTHON,2,0,2,2,441.18,Euro
722011052-9,C++,2,2,1,2,237.46,Euro
654441153-1,C++,0,1,1,1,386.87,JOD
602437260-4,PYTHON,2,0,1,0,101.29,JOD
024233633-7,Python,0,1,2,2,439.54,Euro
991871017-9,Python,1,1,2,2,121.33,Euro
438891742-7,JAVA,1,,2,2,259.89,USD
811866115-6,Python,2,0,1,2,458.44,USD
776765945-3,PYTHON,0,1,0,2,224.65,Euro
964963380-4,c++,0,1,2,0,310.73,JOD
705961639-X,JAVA,0,1,2,1,441.21,USD
015909834-3,c++,1,1,0,1,226.44,JOD
118676034-6,java,1,0,0,2,297.64,Euro
545793049-1,Python,1,2,0,1,367.77,Euro
162996550-2,PYTHON,2,0,2,1,463.52,USD
478045724-6,c++,0,1,1,2,112.51,USD
660910354-2,C++,1,1,0,0,182.46,USD
804540027-7,java,0,2,0,1,280.94,JOD
162205935-2,C++,0,1,0,1,407.51,JOD
304954539-9,C++,2,2,1,0,118.65,JOD
674136936-8,Python,2,1,1,1,144.90,USD
201399576-8,Python,0,1,1,1,167.41,JOD
488227756-5,JAVA,1,2,0,2,294.02,JOD
627042498-4,JAVA,1,0,2,1,312.80,Euro
211272894-6,c++,2,2,2,0,418.34,JOD
052190087-5,JAVA,2,2,0,1,367.30,JOD
875214193-4,JAVA,1,2,0,1,210.40,USD
621400864-4,C++,2,1,0,0,316.51,Euro
678477638-0,JAVA,0,0,2,2,185.52,JOD
172196193-3,C++,1,1,2,0,484.84,Euro
413462798-2,R,1,0,2,1,253.00,JOD
425999357-7,C++,2,2,0,2,341.31,USD
121738092-2,PYTHON,0,2,0,0,449.72,JOD
045137348-0,C++,1,1,1,0,355.18,JOD
857786940-7,Python,2,1,2,2,102.31,USD
185893679-9,java,2,0,1,0,499.65,JOD
607847600-9,c++,1,2,2,2,116.99,Euro
354282928-5,R,1,1,1,1,167.34,JOD
862520192-X,c++,2,1,0,0,300.01,JOD
