ProjectID,Programming Language,Employee-1,Employee-2,Employee-3,Employee-4,Award,Currency
019088628-5,r,1,1,0,2,438.92,USD
313125517-X,python,2,2,0,1,155.62,Dollar
939182558-3,PYTHON,0,2,0,1,378.13,Euro
599044936-4,PYTHON,1,1,0,0,456.80,USD
378812511-X,C++,2,0,1,0,150.92,euro
778379287-1,JAVA,2,2,2,0,244.08,euro
436587204-4,,2,1,2,1,131.39,Dollar
325524498-6,Python,2,2,0,2,375.29,JOD
126134252-6,JAVA,2,2,0,1,110.98,JOD
358358841-X,Python,0,1,0,2,102.99,JOD
139250178-4,R,2,2,1,0,211.04,Dollar
209620527-1,r,0,0,1,1,482.23,JOD
264834303-2,C++,2,1,1,2,214.13,Euro
691853259-6,JAVA,0,0,0,2,474.48,USD
647290064-7,c++,2,0,2,1,129.74,euro
409820660-9,C++,0,0,1,1,273.79,Dollar
197636629-1,C++,1,2,2,0,397.06,USD
299526319-3,java,0,1,2,1,114.16,Euro
354248292-7,C++,0,0,0,1,347.26,jod
159965501-2,Python,2,1,1,2,444.92,Euro
339263867-6,JAVA,0,0,2,1,457.77,Euro
092092854-4,C++,2,0,0,1,453.96,Euro
631970549-3,C++,0,2,1,0,241.54,JOD
213463492-8,python,1,1,1,0,375.58,euro
006465406-0,java,0,1,1,0,437.62,JOD
598379247-4,,1,1,1,2,149.72,JOD
393816619-3,python,2,2,0,0,270.36,jod
038538399-1,C++,1,1,2,2,282.67,JOD
352653648-1,,1,1,0,0,205.72,jod
072160372-6,java,0,0,0,2,451.83,Dollar
959107950-8,c++,2,0,0,1,475.64,JOD
256782939-3,java,2,2,0,0,104.36,Dollar
920087018-X,Python,0,2,0,1,252.39,jod
312634769-X,C++,1,0,1,2,460.61,jod
752055387-6,python,0,1,2,1,452.64,Dollar
258485209-8,PYTHON,0,0,1,0,356.97,Dollar
904974005-7,c++,1,1,0,0,348.30,JOD
323345172-5,R,2,1,2,0,411.38,JOD
496154209-1,r,1,1,2,2,180.03,Euro
985373488-5,c++,1,2,0,1,265.25,JOD
501522988-7,,2,1,2,2,366.31,jod
539251829-X,R,1,2,1,1,356.13,Dollar
025806689-X,Python,0,2,1,0,350.88,USD
125385640-0,Python,1,2,2,1,465.43,Euro
742725473-2,python,0,2,0,1,462.35,euro
728691855-9,python,2,1,1,1,380.42,euro
847660640-0,R,1,1,0,0,315.51,JOD
193503951-2,JAVA,1,0,0,1,253.52,jod
316053041-8,python,0,1,2,0,289.34,Dollar
088094374-2,java,0,0,0,1,252.75,JOD
541694254-1,r,0,2,0,1,333.29,Dollar
681002177-9,Python,1,2,2,0,161.88,JOD
156636990-8,C++,1,2,2,1,417.94,USD
146963818-5,R,1,1,0,0,366.67,USD
992539717-0,R,0,1,0,2,168.99,USD
462504873-7,r,2,0,1,0,418.24,JOD
767754431-2,python,2,1,0,0,464.61,jod
982231229-6,C++,1,2,2,2,444.25,JOD
470909129-3,Python,0,0,0,2,406.14,USD
091168364-X,r,0,1,0,1,152.75,jod
096607694-X,JAVA,1,0,0,2,163.20,jod
972996414-9,C++,2,2,0,2,203.60,euro
891985778-4,java,1,0,1,2,326.30,USD
814729575-8,JAVA,1,0,1,2,176.48,USD
849210593-3,R,0,1,2,1,342.08,JOD
881436308-0,Python,0,0,2,2,252.44,jod
653509099-X,PYTHON,0,2,2,1,495.60,Euro
595030048-3,c++,0,1,1,0,464.17,jod
332851479-1,java,0,1,0,2,169.84,JOD
410836596-8,C++,2,1,1,1,175.75,Dollar
551490047-9,Python,2,2,1,2,485.81,euro
434810540-5,python,1,2,1,2,483.62,USD
319503217-1,c++,2,0,0,0,279.46,USD
669764994-1,R,0,0,2,2,165.08,Euro
173728093-0,PYTHON,2,2,0,2,403.64,USD
131559831-0,c++,1,2,1,1,351.80,Dollar
171375153-4,r,1,2,1,0,207.34,jod
601873343-9,r,0,2,0,1,211.72,jod
109312044-4,,0,1,2,1,388.39,euro
089591969-9,python,2,0,2,1,195.95,Dollar
846964749-0,Python,1,2,1,0,233.33,jod
397888895-5,C++,1,0,1,1,225.95,jod
327962736-2,R,0,1,2,1,165.63,Dollar
511427151-2,Python,2,2,2,2,242.07,USD
084158349-8,C++,1,0,2,0,455.33,euro
572051156-3,C++,2,2,1,0,153.25,euro
600245188-9,R,2,1,1,0,369.30,USD
337570443-7,python,2,2,2,0,373.62,USD
829951078-3,Python,1,0,1,0,421.44,Dollar
792802862-X,JAVA,1,0,1,1,492.86,JOD
082651940-7,C++,1,2,0,1,201.21,USD
025049042-0,PYTHON,1,0,2,1,102.35,euro
543288646-4,Python,0,0,0,1,335.62,jod
538871735-6,r,0,2,1,0,242.25,USD
469493836-3,c++,2,2,2,0,480.01,euro
016475090-8,R,2,1,1,2,295.00,jod
838320837-5,C++,2,0,2,0,376.81,USD
976222296-2,JAVA,1,0,0,1,377.24,USD
267165756-0,R,2,0,2,0,101.87,USD
026380406-2,java,2,1,0,2,125.81,Dollar
364741982-6,PYTHON,0,2,2,1,477.68,Euro
454735932-6,java,0,1,1,1,207.08,Dollar
794573190-2,JAVA,2,2,1,2,494.75,Dollar
146693048-9,JAVA,1,0,0,0,227.72,Euro
776031173-7,Python,2,2,1,2,450.41,USD
839226102-X,R,0,1,0,1,116.82,euro
578408194-2,java,0,0,1,2,364.30,Euro
530915322-5,r,1,2,2,0,121.78,euro
844760139-0,python,0,1,0,0,435.01,Dollar
708274513-3,r,1,2,0,2,471.17,Euro
864528596-7,PYTHON,2,0,2,1,269.25,USD
170753483-7,R,1,1,2,2,214.72,Euro
009968722-4,C++,2,1,0,1,424.71,euro
515304888-8,JAVA,0,0,2,1,135.42,Dollar
442269908-3,PYTHON,1,1,0,1,434.33,euro
165258447-1,,2,2,2,2,462.99,Euro
226006380-2,JAVA,0,1,1,2,450.32,Euro
434378504-1,Python,0,0,1,0,244.78,Dollar
835448451-3,,1,0,2,0,333.12,Dollar
901042569-X,Python,1,1,0,0,283.56,USD
914921085-8,python,1,0,2,2,147.03,JOD
826897436-2,R,1,1,2,0,324.97,Euro
879553788-0,R,1,2,0,2,330.66,Euro
344480457-1,c++,1,2,2,2,286.88,JOD
116277840-7,PYTHON,2,2,2,2,225.59,Euro
856720323-6,c++,1,2,1,1,258.77,USD
567115772-2,Python,0,2,1,2,286.04,jod
270423410-8,java,0,2,1,2,307.76,JOD
734235935-1,R,1,1,0,2,370.23,Dollar
753663079-4,r,0,2,0,2,169.61,JOD
389408423-5,,0,1,2,1,292.99,Euro
435996528-1,Python,0,0,1,1,426.48,JOD
508142217-7,java,2,0,2,1,169.14,jod
235841251-1,JAVA,1,0,1,1,266.87,Dollar
041387578-4,C++,2,2,2,1,493.52,jod
456852191-2,Python,2,2,2,1,374.79,jod
062241556-5,JAVA,2,1,1,2,436.90,jod
448536468-2,r,2,0,1,0,189.54,USD
368025554-3,PYTHON,0,1,1,0,477.93,USD
616358745-6,R,1,2,0,0,328.20,jod
283071893-3,c++,2,2,0,1,410.59,JOD
146780351-0,c++,1,0,1,0,208.65,jod
436286745-7,JAVA,0,2,1,0,377.86,USD
447658141-2,,2,0,0,1,470.25,Dollar
310784046-7,PYTHON,0,1,2,0,466.79,Dollar
789162131-4,c++,2,2,2,2,469.93,Dollar
739446193-9,python,1,2,1,2,431.08,euro
528386535-5,java,2,1,0,0,310.74,USD
808266838-5,JAVA,1,2,2,2,189.19,euro
849092796-0,R,1,0,0,0,439.78,Euro
666204185-8,C++,1,2,0,0,332.35,euro
096976982-2,java,0,0,1,1,293.91,Dollar
870058691-9,python,0,1,0,1,218.13,Euro
749833365-1,PYTHON,0,1,0,0,214.59,USD
269291700-6,JAVA,1,0,0,2,305.88,Euro
075288147-7,java,2,1,1,1,166.64,Dollar
599598045-9,java,0,2,0,2,257.10,Dollar
982251416-6,java,0,1,2,2,123.70,Dollar
037862963-8,JAVA,2,2,2,1,120.75,jod
104549821-1,PYTHON,2,1,2,0,451.96,JOD
823261104-9,Python,2,0,0,0,432.96,euro
298141960-9,C++,2,2,1,1,222.85,Dollar
784490787-8,java,0,0,2,0,193.45,euro
859540684-7,JAVA,2,1,2,0,460.65,USD
474555080-4,java,2,2,1,0,157.37,Euro
640781053-1,java,0,0,0,0,389.31,JOD
559842871-7,,2,2,2,2,397.67,Euro
746271681-X,PYTHON,0,2,0,2,140.69,Dollar
747531200-3,python,0,1,2,2,419.55,USD
052009269-4,JAVA,2,1,2,2,337.51,Euro
495255405-8,C++,1,2,0,2,121.17,Dollar
118721573-2,Python,2,0,0,1,368.78,euro
870942442-3,r,0,2,2,1,170.67,USD
111246885-4,PYTHON,1,1,1,0,483.73,USD
161639845-0,PYTHON,1,0,2,2,364.24,jod
499970649-0,JAVA,1,0,0,0,142.30,USD
749186368-X,java,1,1,1,0,296.40,Euro
359498903-8,java,1,0,2,2,120.85,Dollar
409634890-2,C++,1,2,2,0,487.83,euro
201593545-2,java,1,2,0,1,345.39,Euro
149734463-8,Python,1,2,0,1,151.62,euro
146537104-4,java,1,0,1,0,493.11,Dollar
420663501-3,JAVA,1,1,1,2,390.31,Euro
401327579-1,JAVA,0,1,2,2,352.36,jod
287912018-7,JAVA,0,0,2,1,151.46,Euro
835813167-4,R,0,1,2,1,313.00,Dollar
785639786-1,PYTHON,0,1,1,1,210.78,USD
547079865-8,r,2,2,1,2,395.19,jod
964213958-8,Python,1,2,2,1,421.11,euro
974750718-8,JAVA,0,1,0,0,367.13,Dollar
650132441-6,C++,0,1,1,2,104.72,Dollar
206427101-5,Python,1,1,1,2,227.55,JOD
637564737-1,java,2,2,1,2,311.60,jod
431416296-1,c++,0,1,1,1,130.02,USD
299945046-X,R,0,2,2,2,433.41,USD
725607525-1,PYTHON,1,2,2,0,433.22,Dollar
178073469-7,PYTHON,0,0,1,1,277.15,JOD
145747969-9,JAVA,1,0,2,1,225.16,Dollar
848343881-X,R,2,1,0,2,172.73,Dollar
063621107-X,JAVA,1,2,0,0,425.35,USD
419261649-1,Python,0,1,2,0,263.29,jod
366463890-5,JAVA,2,1,1,0,473.80,Euro
563266252-7,java,2,2,2,0,337.10,jod
571025979-9,java,1,2,0,1,103.37,Euro
206493850-8,r,0,2,1,2,331.79,Euro
045319008-1,python,0,1,1,2,302.04,USD
077171457-2,r,2,1,2,2,125.51,USD
137734427-4,Python,0,1,0,1,339.41,USD
841139838-2,java,2,0,1,1,105.38,Euro
945067369-1,Python,0,2,1,1,208.96,jod
770615903-5,c++,0,2,2,0,471.53,USD
494676508-5,PYTHON,0,1,2,0,145.43,Euro
593532685-X,PYTHON,2,2,0,1,325.16,USD
853002743-4,R,2,1,2,0,473.77,USD
932099768-3,Python,2,2,1,2,462.87,euro
063292811-5,r,2,0,2,2,399.36,euro
496759551-0,JAVA,2,2,1,0,196.75,Euro
917831602-2,python,1,0,1,0,407.83,USD
301258342-4,python,0,0,1,0,219.37,jod
248568250-X,C++,0,2,0,0,308.20,euro
190010198-X,Python,1,0,0,2,141.89,JOD
530380797-5,C++,2,2,1,2,177.95,Euro
336017220-5,PYTHON,1,1,1,0,218.06,euro
382408052-4,R,2,1,2,2,103.67,USD
529661179-9,Python,0,2,1,0,314.62,JOD
956955697-8,C++,2,2,1,0,282.02,jod
197854535-5,PYTHON,1,1,0,0,203.03,Euro
421405661-2,r,1,2,2,1,358.05,jod
941902884-4,c++,1,2,2,2,255.81,Euro
700858235-8,R,1,1,2,1,203.19,Euro
430262357-8,C++,2,1,2,1,176.45,JOD
083786441-0,Python,0,2,0,0,144.30,JOD
111265696-0,Python,2,1,2,0,276.83,JOD
984980067-4,C++,2,1,2,1,173.43,Euro
472041687-X,python,2,2,1,1,100.78,euro
206468499-9,Python,2,0,2,1,312.76,jod
510790586-2,r,1,0,2,2,479.66,Euro
442300958-7,c++,1,0,2,0,441.45,euro
195183793-2,r,2,1,0,1,162.04,euro
410254567-0,C++,2,0,0,1,276.40,Dollar
483888762-0,C++,0,2,1,1,191.63,JOD
045810316-0,python,0,1,1,1,411.52,USD
202258323-X,Python,2,2,2,0,374.73,Dollar
194076505-6,c++,2,1,2,0,488.75,JOD
539512850-6,JAVA,2,2,1,0,262.89,jod
241674649-9,c++,1,2,1,0,465.64,jod
370462215-X,python,2,2,0,2,106.30,USD
159805213-6,JAVA,2,0,1,0,278.49,JOD
250159473-8,r,0,0,0,0,169.76,Dollar
528262671-3,r,2,1,2,2,197.97,Dollar
138039565-8,C++,0,0,0,1,263.45,Euro
676127486-9,C++,0,0,1,0,223.68,euro
361686670-7,PYTHON,1,0,0,1,109.34,jod
491195256-3,C++,0,2,0,1,398.61,USD
756014076-9,C++,0,1,2,2,161.32,Euro
400171918-5,JAVA,0,0,2,0,445.30,Dollar
167489793-6,Python,1,0,0,2,351.59,jod
868740964-8,C++,2,1,0,1,127.74,Euro
393605062-7,r,2,2,1,1,280.64,Euro
053252601-5,Python,0,0,2,1,369.17,Euro
044876731-7,Python,2,1,0,1,104.54,Euro
847712951-7,c++,1,1,2,1,110.90,Dollar
714826178-3,Python,1,1,2,0,229.82,euro
506941829-7,R,0,1,2,2,291.80,Dollar
361049387-9,Python,0,0,0,2,226.83,USD
051125524-1,R,0,1,2,2,146.68,Euro
969725089-8,JAVA,2,1,1,0,385.90,JOD
035931764-2,Python,2,0,0,2,158.15,Euro
694652512-4,,2,1,0,0,160.26,Dollar
504894072-5,c++,1,2,1,1,154.09,Euro
343088277-X,R,2,1,0,1,460.48,Dollar
745709818-6,java,1,0,2,1,497.36,JOD
995407185-7,JAVA,2,0,1,1,150.61,USD
308567598-1,C++,2,0,1,1,184.67,jod
393551839-0,R,0,2,1,2,488.15,JOD
604459846-2,Python,1,0,1,2,270.84,Euro
214749522-0,R,1,0,0,2,448.76,JOD
411769473-1,Python,1,1,1,0,259.30,Dollar
980389075-1,Python,1,0,1,0,105.50,Euro
020332837-X,JAVA,0,1,0,1,128.35,euro
764629389-X,,1,2,0,1,204.92,jod
858575054-5,R,1,1,2,0,358.05,jod
401643737-7,java,1,0,0,0,189.37,Dollar
642683224-3,Python,2,1,1,2,415.35,jod
807573576-5,java,0,0,2,0,331.92,Euro
676662489-2,R,0,0,2,0,403.63,USD
163912172-2,r,1,1,0,0,386.85,JOD
026911971-X,r,1,1,1,1,288.30,JOD
313242390-4,,1,1,2,2,217.66,jod
048750074-1,java,1,0,2,0,130.19,jod
198403119-8,C++,0,0,1,1,452.61,euro
965437510-9,JAVA,2,1,0,2,255.97,euro
312921795-9,C++,2,2,2,0,358.45,jod
852584377-6,PYTHON,0,0,2,1,489.58,USD
832584007-2,c++,2,0,0,2,218.67,JOD
542602100-7,java,0,1,1,1,348.87,JOD
157773471-8,python,2,1,1,2,447.99,euro
100626788-3,PYTHON,2,1,1,1,499.20,Euro
248962490-3,JAVA,0,0,0,1,487.80,Dollar
040544005-7,java,1,0,0,1,346.26,Euro
161715382-6,c++,1,2,1,1,377.26,Euro
709641474-6,Python,2,1,2,1,219.00,JOD
012008792-8,c++,2,1,0,2,444.84,USD
594336841-8,Python,0,1,0,0,272.27,USD
485937452-5,c++,2,1,1,1,473.72,Dollar
703410085-3,c++,0,1,0,2,415.45,Dollar
352956149-5,R,2,1,1,1,230.56,USD
455581634-X,java,1,2,1,1,189.36,euro
957990296-8,JAVA,0,1,0,2,486.22,JOD
575250214-4,JAVA,2,1,2,1,421.38,JOD
954846390-3,R,1,0,2,0,166.46,Euro
132049338-6,PYTHON,0,0,0,0,417.24,euro
903422943-2,java,1,1,2,2,233.31,USD
433752882-2,python,0,1,2,2,314.66,Euro
013072422-X,R,1,0,1,1,471.90,euro
360728023-1,c++,2,0,0,2,446.85,Dollar
702422399-5,java,0,0,1,1,349.07,Euro
920601771-3,Python,0,2,2,2,475.18,Euro
544944952-6,,1,1,0,2,184.86,Dollar
393204033-3,python,2,2,1,0,162.97,USD
326638878-X,c++,0,2,2,0,224.92,Euro
208637305-8,java,1,2,0,0,215.12,Euro
248531613-9,JAVA,0,0,2,2,476.53,euro
042533923-8,,2,0,2,0,280.69,JOD
419747843-7,C++,2,0,2,0,350.22,jod
038212663-7,java,0,2,0,2,302.50,jod
636912111-8,Python,2,0,2,0,213.52,jod
917259618-X,R,1,0,0,0,319.05,JOD
532766420-1,JAVA,2,0,0,1,456.59,USD
917514865-X,C++,2,1,2,0,411.32,jod
362350450-5,C++,0,1,2,1,155.27,Euro
089347120-8,C++,1,2,2,2,442.08,USD
556269254-6,c++,0,0,1,1,454.00,euro
771124716-8,java,1,2,2,1,283.75,Euro
172023571-6,C++,0,0,2,1,377.84,JOD
780982198-9,python,0,1,1,1,201.35,JOD
213353921-2,r,2,1,0,1,384.55,JOD
510224563-5,PYTHON,0,2,1,2,466.73,euro
639535754-9,,1,0,1,2,334.63,Euro
531919805-1,c++,1,1,2,0,283.87,jod
444848076-3,JAVA,0,1,1,0,281.15,JOD
663352824-8,java,1,1,0,0,138.89,jod
424788019-5,c++,1,0,1,0,347.94,jod
093196824-0,java,0,2,2,1,188.84,Euro
632744319-2,R,0,1,0,2,329.13,Dollar
921391067-3,PYTHON,2,1,1,2,291.15,Euro
033844719-9,Python,0,0,1,1,390.95,JOD
695840821-7,JAVA,2,1,0,2,478.18,Dollar
783406156-9,JAVA,0,1,2,0,415.51,jod
550027844-4,python,0,1,2,1,416.51,JOD
624642596-8,,0,2,2,0,197.53,JOD
375311891-5,java,1,1,2,1,373.25,Euro
654450072-0,R,0,1,2,0,182.87,Euro
164918841-2,python,2,1,2,1,374.82,Dollar
470593051-7,c++,2,0,0,0,381.31,Euro
067320949-0,c++,1,1,2,1,279.47,JOD
357973438-5,C++,1,1,2,0,230.16,jod
553663489-5,python,1,2,2,2,335.75,euro
596629293-0,,0,2,2,0,116.11,JOD
406033956-3,PYTHON,0,2,1,0,428.00,USD
338016615-4,JAVA,0,2,2,1,194.18,USD
490694314-4,c++,2,1,2,0,287.90,Euro
970190720-5,python,1,0,1,0,110.09,Dollar
789068577-7,c++,0,2,0,0,152.14,euro
665402353-6,R,2,0,0,0,280.43,euro
173620620-6,PYTHON,0,0,0,1,268.55,USD
735520866-7,python,1,1,2,2,213.68,jod
974720645-5,python,2,2,0,2,140.83,Euro
526533262-6,JAVA,0,1,2,2,419.17,Euro
369753083-6,java,1,2,1,0,478.24,JOD
311472633-X,C++,1,1,0,0,302.55,Dollar
883851517-4,java,1,2,1,2,276.08,jod
513694146-4,Python,1,1,2,1,345.01,JOD
250309565-8,java,2,2,1,0,214.50,euro
709139740-1,java,0,0,2,2,158.61,JOD
876985400-9,PYTHON,2,2,0,1,481.10,Dollar
125416645-9,JAVA,0,1,0,1,202.39,Euro
732953303-3,r,0,1,1,2,125.96,USD
456428505-X,c++,2,1,1,2,237.06,jod
380505353-3,c++,1,2,0,2,368.46,jod
285242661-7,c++,2,1,1,2,378.38,USD
378250899-8,R,1,1,0,0,130.00,USD
167096595-3,,2,2,2,1,171.21,USD
907720494-6,PYTHON,1,0,1,0,211.00,JOD
300094930-5,c++,0,1,1,0,311.74,euro
693679729-6,PYTHON,0,0,1,1,294.07,euro
030144390-4,python,2,2,1,2,176.00,jod
026832783-1,python,2,1,0,1,110.97,USD
062499720-0,r,2,1,0,2,266.79,Dollar
185658121-7,r,0,2,1,1,218.39,jod
806968491-7,java,0,2,2,0,297.95,euro
558819549-3,R,2,0,1,2,283.08,Dollar
162416318-1,java,0,1,2,1,475.50,jod
122739124-2,r,2,0,1,1,395.14,euro
486980215-5,java,0,2,2,0,106.68,Dollar
530441292-3,java,0,1,1,2,345.58,jod
437611492-8,PYTHON,2,2,0,1,175.72,JOD
605353891-4,R,0,0,2,2,104.54,JOD
485138541-2,python,1,0,1,1,199.75,USD
760148371-1,java,2,2,1,1,205.67,Dollar
952726092-2,python,1,2,0,1,322.51,Euro
178584693-0,java,1,2,2,2,434.43,Euro
096218578-7,java,2,0,2,0,428.97,USD
707475931-7,r,0,2,2,1,254.22,Dollar
990812917-1,PYTHON,1,2,2,0,138.39,euro
546370237-3,python,1,2,1,1,481.59,euro
445596245-X,c++,1,1,2,2,335.77,jod
226233726-8,python,0,1,1,0,221.76,jod
639864609-6,java,2,1,2,2,436.96,USD
380339734-0,JAVA,0,0,1,0,129.82,JOD
534273773-7,Python,2,0,1,2,269.55,Dollar
603100896-3,r,0,0,2,1,499.56,Dollar
124387416-3,PYTHON,2,1,2,2,455.03,USD
770569214-7,JAVA,2,0,0,2,380.38,USD
210302781-7,PYTHON,2,2,0,2,289.76,euro
715591871-7,PYTHON,0,1,1,1,479.16,jod
078628300-9,python,1,0,0,2,121.80,JOD
692334951-6,r,1,1,1,0,477.56,JOD
610893584-7,java,0,2,2,2,161.01,Dollar
153747719-6,r,2,1,1,1,428.52,JOD
279528116-3,C++,1,1,1,0,416.41,USD
591172961-X,R,0,0,0,0,423.21,jod
327555380-1,Python,0,0,2,0,415.66,JOD
866735266-7,C++,2,1,2,1,427.39,jod
406057110-5,PYTHON,2,1,2,2,165.02,Dollar
631602122-4,,1,2,2,2,190.21,USD
362911286-2,python,1,0,2,2,436.43,Euro
924307769-4,C++,1,1,2,0,110.09,euro
641610581-0,c++,0,1,1,1,219.25,JOD
398253722-3,r,0,1,0,1,487.08,JOD
865567980-1,C++,0,1,0,0,408.05,Dollar
796997955-6,,1,1,1,2,188.38,Dollar
332781345-0,r,1,2,0,2,281.40,JOD
408565588-4,r,0,0,2,1,147.04,JOD
853658639-7,,2,2,2,1,159.59,euro
026129228-5,PYTHON,0,2,2,1,221.45,Dollar
929266896-X,c++,1,2,0,1,106.48,Dollar
253641755-7,java,2,1,1,0,139.24,USD
920220073-4,R,1,2,0,2,137.26,Euro
636068094-7,PYTHON,1,1,0,2,235.90,jod
604564270-8,R,1,0,2,2,389.86,JOD
400981506-X,PYTHON,1,0,2,0,244.52,Dollar
925025885-2,JAVA,0,2,0,0,216.36,Dollar
749416808-7,PYTHON,0,1,0,1,271.78,USD
245331043-7,R,1,1,2,2,412.79,USD
464345187-4,PYTHON,2,1,2,0,142.11,jod
625590494-6,Python,1,1,2,2,470.08,Euro
311887928-9,java,2,0,0,0,249.27,JOD
833332793-1,Python,0,0,1,2,156.62,Dollar
922770358-6,java,2,2,1,1,273.78,euro
424042972-2,PYTHON,2,0,0,1,100.36,Dollar
311451144-9,r,2,2,0,0,198.77,euro
526124899-X,C++,0,2,0,2,215.45,JOD
399598720-6,python,1,1,0,1,409.48,Dollar
006415020-8,JAVA,2,1,2,1,278.70,jod
831154244-9,c++,0,2,0,1,185.96,JOD
598445558-7,PYTHON,0,1,2,1,157.75,jod
112945446-0,PYTHON,2,2,2,0,446.78,JOD
930279011-8,JAVA,1,1,1,1,343.57,JOD
532214074-3,Python,1,1,1,2,391.32,USD
203352800-6,python,0,2,2,2,428.19,jod
018588432-6,R,2,1,1,2,181.34,USD
646152510-6,JAVA,0,2,1,0,368.52,Dollar
521793509-X,PYTHON,0,0,0,0,106.11,JOD
104716042-0,JAVA,1,2,0,1,133.03,Dollar
256193594-9,PYTHON,1,0,1,2,100.32,Dollar
058284980-2,R,2,2,2,2,184.23,USD
316067932-2,python,0,1,2,0,129.69,Euro
908208265-9,JAVA,0,1,1,1,320.79,USD
716581225-3,Python,1,1,1,1,229.24,USD
560227215-1,,2,2,1,0,134.74,jod
487618394-5,PYTHON,1,1,2,0,231.94,euro
625057688-6,java,2,1,2,1,240.24,JOD
646347765-6,c++,1,1,2,2,317.09,Dollar
555300452-7,python,1,0,1,0,307.69,euro
408211087-9,Python,2,0,2,0,105.11,Euro
027955716-7,java,1,0,0,2,380.57,euro
797124214-X,R,0,2,2,1,112.62,USD
527139291-0,C++,2,1,2,1,118.57,USD
110695688-5,R,1,0,2,0,405.57,Euro
974298139-6,PYTHON,1,2,1,1,194.53,USD
632741801-5,python,1,0,0,2,111.38,Dollar
248297516-6,java,2,2,1,2,472.56,Dollar
066681401-5,PYTHON,2,2,1,1,211.80,USD
274333215-8,java,2,0,1,0,345.90,JOD
193746716-3,python,1,0,0,0,332.68,euro
847358188-1,PYTHON,0,2,1,0,293.47,JOD
966306248-7,c++,2,1,1,1,304.71,jod
931863647-4,R,2,1,1,2,392.49,Euro
169540007-0,c++,1,2,0,0,365.93,jod
124707648-2,c++,2,1,2,1,313.76,jod
819408656-6,JAVA,2,0,2,0,246.92,JOD
248272303-5,C++,1,1,1,1,274.72,jod
841788941-8,R,1,1,2,0,270.81,Dollar
572728754-5,JAVA,2,2,0,1,151.39,USD
745053815-6,c++,0,0,1,0,499.25,USD
921500036-4,C++,2,0,1,2,485.44,Dollar
346823237-3,,0,0,0,0,446.63,Dollar
310425980-1,r,2,2,1,2,455.93,Dollar
257055298-4,java,0,0,0,1,304.93,Dollar
470511137-0,Python,2,0,1,1,377.76,Dollar
682745464-9,Python,1,1,0,2,257.13,jod
245525938-2,JAVA,2,1,0,2,379.57,USD
925270663-1,JAVA,2,1,2,1,152.02,JOD
898260742-0,python,1,1,2,0,368.85,Dollar
507243643-8,Python,1,0,0,1,199.13,Euro
616037728-0,r,1,2,0,1,141.31,Dollar
008452475-8,python,2,0,0,0,339.98,USD
329284709-5,python,1,2,1,2,292.84,JOD
306145611-2,R,2,0,2,0,411.86,jod
683647356-1,Python,0,1,2,0,359.65,Dollar
001610750-0,python,0,0,0,1,379.68,jod
614033694-5,r,2,2,1,0,364.02,Dollar
543395756-X,R,0,2,1,2,218.94,USD
550728053-3,PYTHON,0,1,2,0,465.66,JOD
096218155-2,r,0,0,1,1,288.55,Euro
558603396-8,PYTHON,1,0,0,2,325.47,Dollar
170637204-3,R,2,2,1,0,165.14,USD
802103975-2,Python,0,2,0,0,480.60,jod
185467523-0,PYTHON,0,0,1,2,153.15,Euro
295198164-3,python,1,1,2,0,478.13,jod
503798806-3,Python,0,1,2,0,497.14,euro
999542472-X,Python,1,1,1,2,184.45,euro
248494979-0,JAVA,1,0,0,1,350.62,JOD
745072220-8,PYTHON,1,1,0,0,285.71,JOD
702052614-4,java,2,2,1,1,302.03,JOD
472838464-0,c++,0,1,0,2,228.42,Dollar
285949709-9,python,2,1,1,1,204.25,Dollar
990315881-5,R,1,2,1,1,485.59,Euro
555902710-3,java,0,2,2,0,146.76,euro
764123030-X,C++,0,0,2,0,429.69,Dollar
453861916-7,JAVA,2,1,1,0,342.80,jod
736310998-2,C++,2,2,1,1,334.92,jod
266363168-X,r,0,1,2,2,276.79,Dollar
432392259-0,,1,0,0,1,478.20,USD
638973405-0,r,1,0,1,1,369.76,Euro
254898261-0,java,0,2,1,1,400.95,Dollar
995474121-6,,1,0,1,1,439.65,JOD
249820017-7,R,2,1,1,2,463.07,Euro
846105697-3,JAVA,0,1,1,1,483.06,Dollar
362734984-9,,1,1,2,1,411.30,jod
296876763-1,C++,0,1,0,0,400.36,Euro
835919540-4,C++,2,0,1,0,268.41,Euro
051360103-1,Python,0,2,2,0,399.70,Dollar
637435257-2,JAVA,0,1,2,2,119.75,euro
775921654-8,R,0,0,0,0,378.05,USD
673388412-7,java,2,2,2,2,157.43,USD
790422161-6,r,0,2,0,0,275.99,Euro
484828729-4,JAVA,2,1,2,1,283.79,Dollar
364932225-0,c++,0,0,2,2,452.31,Euro
416300014-3,r,1,2,1,2,409.20,Dollar
062995301-5,JAVA,2,1,2,0,459.60,USD
077057850-0,,1,1,0,2,442.90,euro
810820429-1,C++,0,1,0,2,287.37,Dollar
699796035-9,python,1,1,2,1,387.71,euro
959712205-7,c++,1,0,2,0,102.22,Euro
825932137-8,Python,1,2,0,1,370.60,jod
454489670-3,python,0,2,2,0,430.69,JOD
740981557-4,Python,0,1,1,2,437.59,Euro
821295660-1,JAVA,1,1,1,0,203.87,jod
786226826-1,java,1,1,1,0,258.30,Dollar
262289155-5,C++,0,2,1,0,203.96,USD
585998705-6,c++,1,1,2,2,307.05,euro
