Project_ID,Programming Language,Employee-1,Employee_2,Employee-3,Employee_4,Award,Currency
972708510-5,C++,1,0,0,2,226.28,JOD
045625415-3,,2,2,1,2,474.36,jod
061703397-8,R,2,2,2,0,412.23,Euro
082372996-6,python,2,1,1,1,419.91,jod
604304657-1,R,1,1,1,1,130.15,jod
039849695-1,r,1,2,0,1,183.18,euro
726021117-2,c++,0,1,2,1,455.51,Dollar
291934073-5,r,0,2,0,1,137.70,Euro
683632405-1,python,0,0,0,0,307.56,Dollar
083368009-9,python,0,1,1,1,209.38,USD
965353350-9,r,2,1,2,1,200.31,JOD
372627773-0,Python,2,1,0,1,440.63,euro
457282427-4,R,1,1,0,0,110.14,jod
523504436-3,c++,2,0,0,0,468.48,Dollar
034715177-9,r,1,1,2,1,300.44,euro
345735915-6,Python,1,1,2,0,493.56,Dollar
261852601-5,r,1,2,0,1,338.10,JOD
716690705-3,C++,1,1,2,2,494.45,Dollar
630774637-8,JAVA,1,2,2,0,292.19,euro
015111952-X,PYTHON,0,1,2,1,479.98,Euro
890003399-9,R,2,2,0,1,314.49,JOD
450585353-5,Python,1,0,1,1,144.02,euro
898007413-1,c++,1,2,2,0,120.91,USD
994807559-5,python,0,2,0,1,376.50,Euro
739464429-4,c++,0,0,2,2,172.30,JOD
687245619-1,,0,1,2,1,456.92,jod
175341902-6,c++,2,1,1,2,449.54,USD
411370016-8,python,0,0,1,0,402.16,jod
987169424-5,python,2,1,2,2,323.55,Dollar
887111909-6,python,1,0,1,2,381.91,euro
420356485-9,c++,2,1,1,1,301.39,USD
341643481-1,c++,2,1,2,0,184.54,JOD
877327618-9,JAVA,2,0,1,1,268.10,JOD
618473174-2,java,2,0,0,0,394.65,euro
006463204-0,PYTHON,1,2,2,2,269.13,Dollar
271593809-8,PYTHON,0,0,2,1,162.56,JOD
008966195-8,r,1,2,1,1,131.56,jod
033673933-8,c++,0,2,2,2,406.78,JOD
892040261-2,java,0,1,2,2,191.95,JOD
039553959-5,python,0,2,1,1,149.48,euro
129672597-9,R,0,0,0,1,433.28,euro
237830528-1,python,2,0,1,1,414.90,Dollar
939386950-2,python,0,2,1,0,404.81,JOD
919033049-8,python,2,2,2,2,448.88,Dollar
066655301-7,Python,2,1,0,0,272.10,Euro
403523030-8,JAVA,0,2,2,0,185.65,jod
827492466-5,Python,0,2,2,1,273.42,jod
315788654-1,R,2,1,1,0,250.20,jod
056119576-5,PYTHON,1,2,2,1,487.21,USD
682884872-1,python,2,1,1,1,238.84,euro
810790681-0,Python,0,1,0,0,261.10,jod
678424378-1,python,0,0,2,1,145.53,euro
557633992-4,r,0,2,2,0,455.60,Dollar
138794621-8,r,2,2,1,1,159.89,euro
163672421-3,java,1,0,2,2,324.60,JOD
639599046-2,PYTHON,2,1,0,1,467.82,euro
845236347-8,PYTHON,2,0,2,1,112.12,JOD
932553781-8,r,1,0,1,0,120.04,Euro
751860401-9,c++,2,2,1,2,221.91,JOD
212464057-7,java,1,2,0,2,467.48,USD
822781520-0,PYTHON,2,2,0,2,491.35,euro
485209065-3,JAVA,1,0,2,2,107.23,USD
126959357-9,JAVA,2,1,0,1,180.01,Dollar
556645849-1,Python,0,1,1,2,495.91,jod
375005215-8,PYTHON,2,1,2,1,408.09,JOD
922806538-9,C++,0,1,1,1,127.42,euro
603293588-4,java,1,0,1,2,335.85,euro
126052713-1,R,0,1,2,1,216.75,jod
133160883-X,PYTHON,1,2,0,2,399.15,Euro
205599172-8,C++,1,1,0,0,223.95,USD
071296578-5,JAVA,2,0,2,1,282.44,Euro
956024325-X,c++,2,2,2,2,491.73,USD
608083429-4,PYTHON,2,1,1,2,267.48,jod
346120605-9,r,2,0,1,1,431.17,JOD
706381422-2,R,1,1,2,1,237.19,Euro
258424108-0,,0,2,0,0,320.41,Dollar
601536461-0,Python,2,0,0,2,398.54,USD
035300976-8,PYTHON,1,0,2,0,378.10,Dollar
265236355-7,PYTHON,0,2,1,1,237.57,JOD
319144400-9,r,2,0,2,1,372.80,Dollar
700614482-5,C++,1,1,2,0,381.68,JOD
579424235-3,C++,2,2,2,2,413.16,euro
105484118-7,PYTHON,2,2,1,1,214.75,JOD
823703325-6,r,2,2,0,0,426.20,Dollar
720237469-2,R,2,0,2,1,270.33,Euro
731236188-9,R,0,0,1,1,154.80,JOD
148271544-9,Python,2,0,1,0,432.60,Dollar
778926197-5,R,1,2,1,2,455.45,Euro
701880334-9,c++,0,2,0,0,471.05,JOD
834611510-5,python,0,1,1,2,189.67,Dollar
231528694-8,PYTHON,2,0,0,2,183.00,USD
947803760-9,java,2,1,2,0,488.00,USD
548966955-1,c++,2,0,0,1,272.82,USD
799248730-3,java,2,1,0,2,349.81,euro
279788611-9,C++,1,1,0,0,242.33,Euro
404060477-6,R,2,2,0,0,467.00,JOD
933185234-7,python,1,2,1,2,440.18,JOD
559536201-4,java,2,1,0,1,281.20,euro
945980441-1,java,1,2,1,0,485.23,Euro
303040983-X,c++,0,0,2,2,271.90,JOD
556311579-8,JAVA,2,2,1,0,344.45,Euro
350220070-X,PYTHON,2,0,0,2,394.66,euro
268210971-3,r,0,2,0,2,176.99,euro
509117322-6,JAVA,2,0,0,1,469.70,USD
011202491-2,r,2,2,2,1,268.95,jod
789408521-9,java,2,0,2,0,155.86,USD
294918156-2,PYTHON,1,1,0,0,290.81,euro
387839355-5,C++,0,1,0,1,464.62,Euro
404718112-9,python,2,2,2,1,425.39,JOD
061663196-0,R,2,0,1,2,187.94,euro
785228110-9,java,2,1,1,2,237.32,USD
953347073-9,C++,1,1,2,2,425.48,Euro
910486450-6,PYTHON,1,0,1,2,488.09,euro
764769906-7,R,0,0,0,0,155.22,JOD
452499430-0,python,0,2,0,0,309.96,JOD
003937399-1,JAVA,0,1,1,0,380.47,Dollar
802310645-7,c++,2,2,2,0,145.92,euro
273059626-7,PYTHON,0,1,0,1,265.12,JOD
337751538-0,Python,0,1,2,2,244.10,JOD
146864209-X,C++,0,1,1,1,384.02,Dollar
190211512-0,PYTHON,0,2,0,0,158.48,Euro
486082301-X,Python,1,1,2,0,479.32,JOD
446756276-1,r,0,0,1,0,459.98,JOD
687038917-9,java,0,1,2,1,410.09,euro
108417563-0,R,1,0,0,2,360.73,JOD
309792486-8,JAVA,2,1,1,0,269.38,Dollar
932137867-7,r,0,1,2,1,341.30,JOD
696957985-9,R,0,2,1,0,346.21,USD
654421645-3,C++,0,0,0,1,402.30,euro
693310584-9,c++,0,2,0,2,204.18,USD
010868618-3,JAVA,0,1,2,1,348.07,JOD
999217260-6,python,1,2,0,2,477.62,jod
359380503-0,Python,1,1,2,0,174.48,jod
858577078-3,C++,1,2,0,1,161.58,euro
288066314-8,java,2,1,1,1,317.24,JOD
639517146-1,c++,1,2,0,0,134.55,USD
876604598-3,Python,1,2,0,0,291.49,USD
886779285-7,Python,1,1,1,0,385.34,euro
967996275-X,python,2,0,0,2,276.61,euro
659656191-7,R,1,2,2,2,392.22,JOD
603712489-2,C++,2,2,1,0,102.56,USD
808132062-8,JAVA,2,2,0,1,224.95,jod
774076583-X,JAVA,0,2,1,0,321.23,jod
954627307-4,c++,1,1,2,0,479.20,jod
233621876-3,R,2,0,1,1,100.34,euro
184904827-4,R,0,1,0,0,341.21,jod
950524317-0,python,2,2,0,2,457.37,jod
621094557-0,C++,2,1,1,2,367.59,Dollar
541202972-8,python,0,2,2,0,370.24,JOD
693666455-5,JAVA,0,1,2,0,337.45,euro
407811645-0,R,0,1,1,0,479.25,JOD
045076703-5,c++,1,1,2,0,331.62,Dollar
530376948-8,Python,2,2,2,1,179.74,jod
060251455-X,C++,0,1,1,2,498.88,jod
593125836-1,Python,2,2,2,2,489.08,USD
389227041-4,C++,2,1,0,2,103.91,Euro
618826412-X,python,1,0,1,1,263.58,Dollar
014766226-5,c++,1,2,0,2,315.86,Euro
805513858-3,C++,1,2,1,2,109.52,USD
769267396-9,python,1,1,0,2,199.92,Dollar
112096676-0,python,2,1,2,1,152.34,Dollar
818064164-3,python,0,0,2,1,192.77,Dollar
791374055-8,C++,1,2,1,1,160.77,JOD
758466059-2,python,0,1,0,1,375.27,JOD
379859186-5,java,2,2,2,2,393.95,JOD
311862229-6,c++,0,2,0,0,374.79,Dollar
547377951-4,C++,2,0,2,1,241.15,USD
054131015-1,java,2,1,0,1,207.03,USD
839804211-7,C++,1,2,0,1,152.78,Dollar
863990091-4,java,0,0,0,2,262.25,euro
516059754-9,PYTHON,0,0,2,2,345.62,USD
937736292-X,JAVA,0,1,0,2,464.94,USD
623508010-7,Python,0,2,1,0,347.17,Dollar
633126848-0,R,0,0,0,1,205.63,JOD
917737027-9,C++,2,2,2,0,347.85,Dollar
042874192-4,c++,1,2,1,1,158.09,JOD
300905052-6,c++,2,0,0,1,247.43,JOD
009046234-3,c++,0,2,0,2,489.39,JOD
465988555-0,R,1,1,2,2,229.57,euro
416975304-6,Python,1,1,0,2,358.51,Dollar
611555833-6,c++,2,1,2,1,377.97,USD
652083029-1,JAVA,1,1,1,2,140.66,Euro
351036975-0,PYTHON,1,2,2,0,478.47,JOD
149310641-4,java,0,0,0,2,244.86,jod
826725092-1,c++,0,0,0,1,483.82,jod
425422425-7,Python,0,1,1,2,120.02,USD
558047212-9,r,1,0,2,2,490.88,USD
118418558-1,r,0,2,0,2,455.64,USD
930058915-6,c++,1,0,0,0,274.88,JOD
588837967-0,java,0,1,2,2,369.79,jod
429025013-0,R,2,0,2,2,187.79,JOD
976419586-5,R,0,0,0,0,478.38,jod
340240068-5,JAVA,2,0,2,0,415.52,JOD
474143551-2,R,2,2,1,0,443.50,JOD
233037564-6,PYTHON,1,0,0,0,277.99,Euro
794564167-9,R,1,0,2,0,193.40,Dollar
389454166-0,python,0,2,2,2,190.40,euro
738718301-5,,0,1,1,2,385.24,Dollar
409324697-1,java,1,1,2,2,160.77,USD
875604557-3,c++,2,0,0,2,137.23,euro
762140572-4,r,2,2,2,0,372.39,Euro
645439214-7,r,2,1,1,1,401.66,Dollar
032635520-0,PYTHON,2,1,1,0,337.54,JOD
709508594-3,c++,0,1,2,2,258.97,euro
719122024-4,python,2,0,2,1,474.95,Euro
971384653-2,JAVA,1,0,2,0,223.86,jod
361102828-2,JAVA,2,1,1,1,351.83,euro
416021675-7,r,0,0,1,2,409.57,USD
051229331-7,C++,2,1,1,0,393.13,JOD
547945441-2,C++,1,1,2,0,415.21,Dollar
430050879-8,java,0,1,2,0,155.10,Euro
784424315-5,r,2,0,0,2,362.02,euro
513175898-X,c++,1,0,2,0,269.64,JOD
449277288-X,c++,1,2,0,1,322.98,euro
443380754-0,c++,2,1,2,1,270.08,JOD
410281131-1,R,0,2,2,2,322.69,jod
006628570-4,Python,1,2,1,1,354.67,Dollar
965862831-1,PYTHON,0,2,2,1,388.35,USD
650896440-2,R,2,1,2,2,445.29,Euro
169472564-2,Python,1,2,0,1,260.90,USD
908475605-3,PYTHON,1,2,1,2,370.59,jod
153984716-0,java,0,2,0,1,105.01,USD
925778306-5,PYTHON,2,2,1,1,489.08,Euro
023751310-2,Python,0,1,0,1,103.63,Dollar
114475132-2,java,1,1,2,1,326.39,USD
002989640-1,R,0,2,2,2,229.96,euro
053479126-3,Python,0,0,1,0,105.80,euro
555895086-2,r,1,1,0,2,477.15,USD
620342368-8,java,1,1,0,2,149.71,euro
925264162-9,C++,1,1,0,2,295.27,euro
975656069-X,Python,1,0,0,0,220.11,JOD
256347155-9,c++,0,1,1,0,464.45,USD
274499909-1,Python,1,1,0,0,338.12,jod
151115911-1,R,2,2,0,2,496.20,jod
404300204-1,PYTHON,0,0,1,2,341.23,Dollar
138423289-3,R,0,2,1,0,342.40,Euro
019990374-3,python,0,0,2,0,292.04,USD
751649893-9,PYTHON,2,0,0,0,269.21,JOD
216641803-1,java,1,1,2,0,260.14,Euro
810073437-2,python,2,0,2,2,289.59,euro
600322555-6,c++,1,2,1,2,122.91,Dollar
251175958-6,C++,0,1,1,1,364.95,USD
671810061-7,r,1,1,1,0,253.12,JOD
868520583-2,r,2,0,0,2,133.17,Euro
719869758-5,PYTHON,2,0,1,0,370.63,Euro
450850469-8,python,1,2,2,0,479.28,USD
114861165-7,r,1,0,0,2,410.91,JOD
230494699-2,C++,0,1,0,1,413.83,Dollar
568989203-3,C++,0,2,1,0,140.45,USD
069006096-3,JAVA,0,0,0,0,407.14,JOD
902082007-9,python,0,2,2,2,476.30,Euro
275926744-X,r,0,2,0,0,428.92,Euro
920655671-1,,0,0,0,1,463.22,USD
744810456-X,python,0,2,1,1,252.61,USD
110938726-1,C++,2,0,0,0,310.06,Dollar
722241631-5,C++,1,2,1,1,198.33,euro
972214611-4,python,1,1,2,1,355.20,USD
514882520-0,r,0,0,2,2,445.72,USD
501459079-9,R,0,0,2,0,473.53,jod
960503630-4,R,2,0,0,0,158.25,Euro
599535712-3,PYTHON,1,1,2,0,340.51,euro
649201470-7,Python,1,0,0,1,276.06,JOD
738290316-8,R,2,1,2,1,157.43,jod
413757648-3,python,0,2,1,1,300.77,JOD
857814568-2,Python,0,0,2,2,443.22,USD
966886193-0,R,2,2,1,1,458.42,Dollar
610302437-4,,1,1,2,1,160.09,euro
220759277-4,,0,0,2,2,482.41,USD
544403077-2,JAVA,1,2,0,0,297.79,jod
201107971-3,,2,2,1,0,267.02,USD
754896800-0,C++,2,2,1,0,492.36,Euro
704585132-4,r,2,1,1,2,100.26,Dollar
525007163-5,R,1,2,1,0,196.95,jod
363091356-3,PYTHON,2,1,0,1,455.93,JOD
384518854-5,python,1,1,0,0,100.92,euro
510556785-4,PYTHON,0,0,1,1,313.81,Dollar
286806052-8,R,1,0,2,0,481.90,euro
318035588-3,JAVA,0,2,0,1,443.64,Euro
681836297-4,r,2,0,1,0,200.82,Euro
186222290-8,java,0,2,2,2,160.55,JOD
539193386-2,PYTHON,2,1,2,2,125.21,JOD
202558652-3,PYTHON,2,1,1,2,191.22,Dollar
269867729-5,PYTHON,0,2,1,0,327.12,Dollar
553888945-9,python,1,0,0,2,203.01,Euro
664854872-X,JAVA,0,0,0,0,415.31,JOD
093299210-2,PYTHON,0,0,1,0,217.96,USD
323140496-7,R,2,1,2,1,120.18,Dollar
744955487-9,python,1,1,1,0,228.23,jod
764601384-6,c++,1,2,2,1,180.49,jod
789874103-X,PYTHON,0,1,2,2,284.85,Dollar
366555817-4,java,1,2,2,2,115.95,jod
922829732-8,java,0,1,1,2,279.71,Dollar
389262435-6,JAVA,0,2,2,2,174.37,Dollar
666556500-9,r,2,0,0,2,140.11,JOD
055325203-8,Python,1,1,2,1,215.46,Dollar
273209748-9,R,1,0,0,0,149.03,Euro
294276246-2,C++,2,1,0,1,311.36,Dollar
091068276-3,python,0,2,2,1,328.67,Dollar
853206956-8,python,1,2,0,1,303.96,euro
717129004-2,JAVA,1,1,0,0,477.41,jod
960082148-8,r,1,2,2,1,313.50,Euro
049876702-7,r,2,1,0,1,208.11,euro
768075438-1,c++,0,2,0,1,128.83,jod
230448804-8,c++,1,1,2,2,244.39,Dollar
251651485-9,c++,2,1,1,1,191.72,Dollar
052508560-2,R,1,2,2,1,197.88,euro
256275315-1,c++,1,0,2,1,493.67,Dollar
742902758-X,c++,1,2,2,0,458.84,euro
332580435-7,java,0,0,1,1,214.77,euro
590631892-5,,0,0,2,2,360.93,Dollar
716971389-6,r,2,2,2,1,307.28,euro
303229179-8,python,0,2,1,1,158.00,Dollar
340818391-0,R,1,2,2,2,486.14,USD
573195931-5,c++,2,0,1,1,260.73,jod
442455140-7,PYTHON,0,0,2,0,341.82,USD
362979958-2,c++,1,2,2,2,307.40,JOD
228521294-1,,2,1,2,1,457.70,euro
462116270-5,,0,1,2,0,234.53,jod
668043800-4,PYTHON,2,0,2,2,127.07,jod
180034615-8,r,1,0,0,2,244.11,USD
669682372-7,python,2,1,2,0,428.48,euro
772250407-8,C++,0,0,0,1,353.59,euro
105776081-1,Python,0,1,1,2,168.68,euro
596990906-8,C++,0,1,1,1,366.99,euro
667577951-6,C++,1,1,2,2,241.56,USD
995716092-3,Python,2,1,2,0,445.29,USD
917817017-6,R,1,0,1,1,136.43,Euro
420901550-4,r,0,2,0,0,137.91,JOD
927567507-4,r,0,1,2,0,209.21,USD
281060092-9,PYTHON,0,1,0,1,241.88,JOD
935233798-0,python,2,1,1,1,196.77,Dollar
042075217-X,c++,2,2,2,1,165.99,JOD
054265360-5,PYTHON,0,1,2,2,400.10,Euro
876593924-7,,2,1,1,0,184.22,JOD
178647168-X,java,2,1,2,1,322.91,euro
916545074-4,c++,2,0,0,1,158.25,jod
906974630-1,,1,0,0,0,368.58,USD
649318466-5,java,1,1,1,0,280.20,Euro
886141656-X,JAVA,0,0,2,1,317.17,USD
504921762-8,R,2,2,1,2,280.50,JOD
060970499-0,java,0,2,1,1,489.06,Euro
631994214-2,,1,1,2,2,411.18,euro
638582411-X,r,0,1,2,2,151.22,jod
958513234-6,JAVA,0,1,0,2,309.54,Dollar
957640538-6,c++,0,1,1,1,287.32,jod
416711212-4,Python,2,2,0,0,105.47,Euro
917943660-9,c++,1,2,1,1,216.66,Euro
276488552-0,r,1,0,0,0,250.93,JOD
976913262-4,,1,1,0,2,425.94,USD
958829910-1,java,2,0,1,2,489.24,JOD
930733763-2,r,0,2,1,1,183.74,Dollar
772029745-8,r,0,2,1,2,486.79,Dollar
357858976-4,C++,0,1,2,2,272.84,JOD
331064922-9,,1,2,0,1,291.65,Dollar
207004479-3,PYTHON,2,2,0,1,265.80,jod
593278448-2,C++,1,1,2,1,476.42,USD
995998548-2,r,2,0,0,2,186.77,euro
934855477-8,R,1,2,2,2,436.82,JOD
518544296-4,,2,0,0,2,375.77,USD
883966142-5,JAVA,2,0,2,2,206.74,Euro
143243758-5,R,0,0,0,1,493.39,USD
976956796-5,r,1,2,0,0,436.51,Dollar
975838494-5,Python,0,2,1,0,393.01,Dollar
641666459-3,c++,2,1,2,2,456.52,Dollar
670607662-7,C++,1,1,0,1,237.64,Dollar
787290152-8,R,0,1,0,2,482.02,Euro
358614903-4,PYTHON,0,0,0,1,487.13,euro
282143629-7,c++,0,0,1,0,486.71,Dollar
069005235-9,R,2,2,0,1,371.32,Euro
412753400-1,java,1,0,2,2,332.04,euro
218400254-2,JAVA,1,1,1,1,105.23,Euro
350119547-8,R,2,1,0,1,336.89,euro
117192952-8,C++,0,1,0,2,465.65,JOD
977962538-0,r,2,0,1,1,310.39,Euro
485785530-5,R,0,0,2,1,428.96,jod
193735724-4,,2,1,1,0,480.89,Dollar
311395995-0,python,0,2,0,1,248.30,jod
896101346-7,python,2,2,0,2,497.54,Euro
511706427-5,JAVA,1,2,2,2,185.74,euro
315485319-7,Python,1,0,2,2,367.27,USD
167809273-8,PYTHON,0,1,0,0,297.87,Euro
613316706-8,Python,0,2,2,1,356.47,USD
308062592-7,c++,0,0,1,0,429.55,JOD
824693562-3,r,1,0,1,0,499.45,Euro
115250533-5,C++,0,0,0,0,336.11,JOD
397386150-1,r,0,0,0,2,212.67,Dollar
737029609-1,,0,0,1,1,107.90,Dollar
631869174-X,R,0,2,2,1,390.22,Euro
167107746-6,python,1,2,2,0,426.50,euro
883697682-4,C++,0,2,1,1,496.98,Dollar
164337443-5,JAVA,0,1,2,2,147.27,jod
451518232-3,R,1,1,1,1,141.96,USD
815606411-9,java,2,1,1,0,262.30,euro
241029355-7,Python,1,0,1,1,365.64,Euro
651429431-6,Python,2,1,1,1,478.77,Euro
283261546-5,r,1,1,0,0,415.03,Dollar
396355025-2,C++,1,1,2,0,111.12,Dollar
800289258-5,python,1,1,1,1,154.26,euro
354741793-7,python,1,2,2,1,396.99,jod
574249655-9,PYTHON,2,0,1,2,329.40,JOD
267534392-7,JAVA,0,0,1,0,480.99,USD
282152460-9,JAVA,2,1,0,2,469.51,jod
898287799-1,r,0,1,2,0,267.03,Dollar
070463606-9,C++,0,0,0,1,186.03,euro
876187360-8,C++,2,0,0,0,342.20,JOD
968842891-4,r,1,0,0,2,402.33,USD
359559271-9,java,1,2,1,1,250.23,Euro
305167155-X,JAVA,0,2,2,0,410.46,Euro
062417819-6,R,0,1,0,1,215.81,Euro
392055667-4,R,1,1,0,2,130.03,JOD
755683960-5,r,1,2,2,2,192.14,Euro
687617470-0,JAVA,1,0,1,1,441.90,Dollar
698356074-4,python,1,0,2,0,160.56,Euro
395117257-6,PYTHON,0,0,0,0,136.09,jod
534551339-2,java,0,0,1,2,144.80,JOD
636979352-3,R,2,0,1,1,365.52,JOD
209054237-3,JAVA,2,1,1,0,373.62,euro
354629295-2,JAVA,1,2,2,0,447.55,jod
011488616-4,c++,0,1,1,2,393.60,USD
711025133-0,Python,2,2,1,1,112.42,jod
956060867-3,R,1,1,0,2,467.17,JOD
737746574-3,python,2,0,2,2,340.97,jod
990812982-1,C++,0,1,0,1,285.61,Dollar
369425528-1,,0,1,0,1,212.57,Dollar
054290281-8,Python,1,0,0,1,285.43,JOD
357290912-0,R,1,2,2,2,439.97,Euro
667933151-X,Python,0,2,0,0,176.85,JOD
893970105-4,R,1,0,0,2,223.64,Euro
465668512-7,python,0,2,0,1,391.60,euro
888689247-0,c++,1,2,1,1,321.72,Dollar
992072488-2,R,2,2,1,0,113.61,Euro
193220121-1,C++,0,2,2,1,488.38,Euro
197349588-0,Python,1,0,2,2,243.54,euro
634656662-8,PYTHON,2,0,2,0,457.46,euro
257099598-3,java,0,1,1,2,220.96,jod
397273443-3,java,1,0,0,1,265.77,euro
506087289-0,Python,1,0,2,2,278.06,Dollar
283579422-0,,0,1,0,2,190.66,Dollar
793427115-8,python,0,1,0,2,324.66,Euro
339523569-6,JAVA,2,1,2,2,246.86,USD
588631073-8,java,2,1,2,1,296.04,Euro
210837108-7,C++,0,0,0,1,452.79,JOD
876096524-X,java,1,1,2,1,299.28,JOD
576408351-6,Python,1,0,1,2,232.84,USD
806732022-5,JAVA,1,2,0,2,252.97,jod
014330845-9,C++,1,2,1,2,177.63,JOD
049232166-3,java,0,2,2,0,461.26,euro
727467284-3,R,0,1,2,1,288.46,euro
782837395-3,C++,2,1,0,2,100.17,Euro
204961687-2,r,0,2,1,1,206.04,USD
076074482-3,r,0,2,0,2,153.23,JOD
435335355-1,Python,2,2,0,1,378.65,Dollar
859004185-9,c++,1,0,2,1,481.84,Dollar
193373174-5,c++,2,2,0,2,494.62,Euro
601260055-0,JAVA,2,0,0,2,106.38,JOD
215808942-3,PYTHON,1,0,0,2,118.87,JOD
769521383-7,C++,1,1,1,1,266.55,JOD
957445045-7,r,2,2,1,1,331.04,Dollar
343613769-3,R,0,2,0,2,119.35,Dollar
188393087-1,,1,1,0,0,464.55,Dollar
039943606-5,R,2,0,0,1,155.83,JOD
338352104-4,PYTHON,2,0,2,2,150.73,USD
389873976-7,PYTHON,0,2,2,1,286.55,USD
064349928-8,C++,1,2,0,0,112.47,euro
477988094-7,,0,1,2,0,369.69,USD
010557258-6,JAVA,0,1,2,0,249.52,euro
904620345-X,java,1,2,0,2,135.75,Dollar
296348393-7,Python,1,2,1,1,467.76,Euro
573462523-X,R,2,1,2,0,253.73,JOD
532658879-X,R,1,1,0,2,383.04,USD
103754640-7,JAVA,0,1,0,1,108.68,Dollar
660025836-5,PYTHON,1,0,0,2,225.03,USD
020664158-3,Python,2,0,1,2,178.03,euro
916530079-3,Python,1,2,2,1,196.50,jod
913359461-9,PYTHON,1,1,0,2,227.27,euro
060768403-8,JAVA,2,1,1,2,107.77,JOD
175058862-5,c++,0,1,0,1,375.80,euro
604688353-9,r,0,0,1,0,200.20,Dollar
905125247-1,r,2,0,2,2,475.29,Euro
582994148-1,python,0,2,0,0,106.05,Dollar
127938220-1,Python,2,0,2,2,241.14,euro
855045477-X,r,0,1,1,2,234.87,euro
505397677-5,R,1,0,0,0,494.11,Euro
858242187-7,java,0,2,0,1,357.31,JOD
914902868-5,C++,1,1,2,2,192.46,Dollar
420273433-5,r,0,1,0,2,471.84,USD
389501023-5,Python,2,2,0,0,413.84,Dollar
850912431-0,java,2,1,0,0,294.80,USD
823167375-X,c++,2,2,1,2,253.75,jod
019930029-1,Python,2,0,1,2,269.20,euro
505363740-7,,2,0,1,0,334.70,Euro
954512570-5,r,1,1,0,1,234.54,Dollar
393387182-4,C++,2,1,0,1,293.86,Euro
034042619-5,r,1,1,1,0,361.08,euro
865100612-8,R,1,1,2,1,129.39,JOD
839909995-3,JAVA,2,2,0,1,211.94,jod
196872627-6,c++,2,0,2,1,274.98,Euro
259263928-4,c++,0,1,2,1,177.41,euro
632621634-6,c++,1,0,1,2,118.91,JOD
813677275-4,c++,2,1,0,1,180.10,Dollar
688736599-5,python,2,0,1,1,483.84,Euro
778107542-0,PYTHON,1,1,2,0,488.37,USD
216518588-2,C++,2,0,0,2,452.48,Dollar
321922873-9,R,2,1,2,1,183.49,euro
321965067-8,java,1,1,2,0,328.85,USD
865424316-3,JAVA,0,0,0,0,396.37,Dollar
829627985-1,java,1,1,2,2,393.75,JOD
434543070-4,c++,0,0,1,1,420.47,USD
326872671-2,PYTHON,2,1,1,1,216.55,Dollar
228988188-0,r,0,1,2,0,447.61,Dollar
457913433-8,Python,0,2,2,0,201.34,USD
938955197-8,JAVA,1,0,2,2,133.61,jod
911319221-3,JAVA,0,0,1,2,205.94,USD
895379222-3,c++,1,1,0,1,244.53,USD
527289879-6,JAVA,0,1,1,1,185.40,jod
664172801-3,r,1,1,0,0,279.50,Euro
579317781-7,Python,1,0,1,0,189.45,jod
567268703-2,r,0,1,1,2,307.82,USD
462095344-X,java,1,0,1,1,148.27,euro
470690426-9,c++,1,1,1,1,184.15,USD
239746071-8,java,2,0,2,2,468.19,jod
254950135-7,C++,2,1,2,1,175.36,jod
573967902-8,java,2,1,1,2,394.11,JOD
627048515-0,R,0,0,0,1,490.36,euro
915603360-5,Python,2,0,1,2,263.21,euro
321270925-1,python,1,1,1,0,253.81,Dollar
873798601-5,C++,2,0,0,0,368.47,jod
630923336-X,R,2,0,2,2,324.63,Dollar
846255360-1,C++,1,0,0,1,405.48,JOD
683455510-2,C++,1,1,0,1,453.94,Dollar
997427310-2,c++,2,2,0,2,435.08,Dollar
906336919-0,R,0,0,1,0,486.16,Dollar
275846477-2,r,2,0,0,2,112.74,Euro
754687443-2,C++,0,1,0,2,434.33,JOD
204959042-3,c++,2,2,1,2,291.92,JOD
996156056-6,R,1,0,1,0,322.55,Dollar
937168342-2,r,1,0,2,0,497.16,Euro
781202957-3,c++,0,0,0,1,235.23,USD
720877177-4,Python,0,1,0,0,162.52,USD
186780180-9,python,0,0,0,1,252.99,euro
939836914-1,Python,1,1,2,1,331.12,JOD
731159443-X,R,2,0,1,1,445.77,euro
734944762-0,java,0,1,2,0,394.90,USD
324014659-2,java,1,1,0,0,262.22,euro
052884772-4,r,0,1,0,0,429.62,Dollar
200716089-7,C++,0,2,2,1,190.26,Dollar
645148186-6,python,0,1,2,1,312.12,Dollar
768928844-8,JAVA,2,1,2,1,194.19,euro
108896454-0,,0,0,1,1,395.15,Dollar
469048204-7,,2,0,2,1,294.74,JOD
310920555-6,python,1,2,0,0,178.42,Dollar
419069272-7,Python,2,1,2,1,379.49,JOD
731765344-6,PYTHON,1,1,1,0,361.66,Dollar
831481160-2,Python,1,1,1,0,196.08,jod
715161913-8,Python,1,1,0,1,402.90,jod
209201866-3,Python,1,1,1,2,491.81,JOD
026108480-1,java,2,2,1,2,491.10,Dollar
373661150-1,c++,1,0,2,1,344.17,euro
550617619-8,R,2,0,0,0,337.29,jod
644915932-4,c++,1,1,1,2,425.47,Dollar
442730135-5,JAVA,2,1,0,2,364.13,JOD
959936784-7,r,2,1,2,0,310.69,Dollar
739519746-1,C++,0,1,0,0,184.07,Euro
042024949-4,java,1,2,2,0,415.25,JOD
628603907-4,R,2,2,1,2,146.39,jod
