Company,Country,Department-1,Department-2,Department-3,Department-4,Salary,Currency
436803440-6,Egypt,2,1,0,0,1498.63,euro
683082464-8,JOD,0,1,2,1,1488.30,$
808267837-2,jod,1,0,2,0,1260.64,usd
465330452-1,Kuwait,0,0,2,0,605.00,$
516908805-1,Egypt,2,0,1,2,1473.62,euro
086777340-5,egypt,0,0,2,1,1363.28,$
046825232-0,egypt,0,1,2,2,1415.09,euro
658819072-7,egypt,1,2,2,1,1029.35,USD
769011344-3,Kuwait,0,2,0,1,890.39,$
891637518-5,jod,2,2,0,1,1102.65,Euro
849897212-4,jod,0,2,0,1,945.41,usd
841020253-0,Egypt,2,0,1,0,1495.16,USD
197928675-2,egypt,1,1,1,1,609.69,usd
784987830-2,Kuwait,1,2,2,0,969.83,Euro
009130510-1,egypt,2,0,0,1,1104.02,euro
090081672-4,Kuwait,0,1,2,2,650.10,usd
591744019-0,Jordan,1,0,2,0,957.45,usd
522078772-1,jod,2,1,2,0,1429.10,Euro
308012957-1,Kuwait,0,2,1,0,1248.07,JOD
115879183-6,Jordan,1,0,1,0,1262.14,JOD
853978478-5,Kuwait,1,0,2,0,983.79,JOD
758051726-4,Jordan,2,2,2,1,1482.42,Euro
205095040-3,jod,1,0,0,1,1001.95,Euro
740186970-5,Jordan,0,1,2,1,1330.82,Euro
215058397-6,egypt,1,1,0,2,1315.85,usd
428039396-6,Kuwait,0,0,2,2,912.81,Euro
241579105-9,Egypt,2,1,2,1,1222.59,JOD
654288249-9,Jordan,0,2,1,2,1318.64,euro
753615073-3,jod,2,0,0,2,1103.32,JOD
764636509-2,JOD,0,0,1,1,996.95,usd
469614813-0,Egypt,1,1,2,1,1408.25,Euro
472403517-X,egypt,1,2,1,1,1013.59,USD
772061605-7,Jordan,2,2,1,1,1451.94,euro
911686874-9,Jordan,2,0,1,2,1420.94,$
540265610-X,Egypt,1,0,0,1,1254.02,$
093762764-X,Jordan,2,0,2,0,1210.17,JOD
441003848-6,JOD,0,1,2,0,887.59,Euro
739597129-9,Kuwait,1,0,2,1,869.72,USD
737330049-9,egypt,2,0,0,0,834.10,$
437264531-7,Jordan,2,2,2,1,725.91,euro
606215211-X,Kuwait,0,0,1,0,719.27,$
867227322-2,JOD,2,2,2,1,1030.83,Euro
757727578-6,jod,1,0,2,1,753.58,euro
617638188-6,egypt,2,1,1,1,1062.12,Euro
394175500-5,Kuwait,1,1,1,1,870.18,USD
955764468-0,JOD,2,2,2,1,1426.80,$
697115967-5,jod,2,2,2,1,1389.60,euro
622192443-X,Jordan,1,2,1,2,652.85,USD
098388476-5,Jordan,0,1,0,1,982.91,JOD
150269044-6,Jordan,0,0,0,2,1378.02,Euro
000677261-7,egypt,0,1,0,1,996.66,$
436866199-0,egypt,1,0,0,1,1303.48,JOD
241184698-3,Jordan,1,0,2,1,1396.83,USD
953268683-5,egypt,1,1,2,1,635.93,JOD
372411720-5,egypt,1,1,0,2,1226.38,JOD
196567578-6,jod,0,1,0,2,962.86,usd
506326513-8,JOD,0,2,2,2,1062.79,usd
215294548-4,Kuwait,2,1,2,2,643.21,Euro
406155951-6,jod,2,2,0,1,1428.49,Euro
327110982-6,Jordan,0,0,0,2,1093.58,euro
034698078-X,JOD,1,1,0,1,728.73,usd
049817019-5,Egypt,1,1,1,2,1338.11,JOD
073780448-3,JOD,2,0,1,1,1463.42,Euro
045692137-0,egypt,2,2,0,0,1102.86,euro
855657152-2,Kuwait,1,0,1,2,1120.14,$
900437517-1,Jordan,2,0,0,2,1123.38,$
277985342-5,Egypt,1,1,1,0,1255.88,$
773376782-2,jod,0,2,0,2,1479.22,usd
639096362-9,Kuwait,2,1,2,0,1068.05,usd
568626928-9,egypt,1,2,1,0,1060.68,JOD
431494357-2,JOD,1,0,0,2,796.21,Euro
529276918-5,Kuwait,2,2,0,1,900.37,$
548528728-X,Kuwait,2,1,0,0,1172.66,euro
455825133-5,Egypt,0,0,2,0,1351.28,usd
812622493-2,jod,0,0,2,0,1351.56,USD
512101680-8,Kuwait,1,0,0,1,1422.15,euro
227146487-0,egypt,2,0,1,1,685.67,usd
692069846-3,egypt,2,1,2,2,854.62,JOD
467603854-2,Kuwait,2,2,1,0,768.24,$
577732155-0,Kuwait,1,2,2,0,1290.97,euro
095245388-6,Kuwait,2,0,1,0,1239.09,Euro
605475673-7,egypt,2,2,1,2,1162.69,usd
482922326-X,Egypt,2,2,1,0,1366.43,euro
247547754-7,Kuwait,1,1,2,1,1257.54,Euro
605748439-8,jod,2,2,1,1,1005.04,JOD
768084763-0,jod,1,2,1,0,1354.43,$
266275967-4,Egypt,0,2,1,0,1229.15,usd
728191494-6,Egypt,0,1,2,1,648.30,JOD
884028947-X,Jordan,2,2,2,1,1064.31,euro
678919295-6,JOD,0,1,2,2,1339.67,usd
066807034-X,Kuwait,2,2,2,0,1094.74,Euro
072032775-X,egypt,0,1,2,2,1398.40,Euro
476396522-0,JOD,1,0,2,2,1021.10,Euro
151295796-8,jod,1,0,2,2,1224.92,USD
688995976-0,Egypt,0,2,2,0,1468.03,JOD
822987403-4,Kuwait,0,1,1,0,1002.85,JOD
054277105-5,Kuwait,1,2,1,2,1041.99,usd
037951259-9,Jordan,0,0,0,0,722.12,USD
457549652-9,jod,0,1,2,2,848.86,usd
838842828-4,JOD,0,2,1,0,1184.38,Euro
698394230-2,egypt,0,0,0,2,744.01,Euro
619717276-3,Egypt,1,1,0,2,683.10,Euro
200588069-8,egypt,2,0,1,0,1410.58,$
463395681-7,egypt,2,0,0,2,1345.24,Euro
436542734-2,Kuwait,1,0,1,0,722.78,Euro
303639700-0,egypt,1,1,1,1,1121.75,Euro
078687407-4,Jordan,0,0,2,0,827.87,Euro
991486263-2,Kuwait,2,0,1,0,1171.51,USD
159272178-8,egypt,1,2,1,1,1302.84,JOD
547508786-5,Egypt,2,0,0,2,1189.47,JOD
686271308-6,Egypt,2,2,0,1,1186.99,$
328500006-6,egypt,1,1,1,0,863.55,usd
413784788-6,jod,2,0,0,2,1446.50,JOD
015656765-2,Egypt,2,1,2,1,856.77,USD
333483117-5,Egypt,2,2,0,2,1348.98,JOD
512478733-3,Kuwait,2,1,0,1,734.53,USD
244076214-8,jod,1,1,1,1,1352.53,$
790323379-3,Kuwait,2,0,1,0,823.28,euro
469642103-1,egypt,1,0,1,2,759.18,usd
778826274-9,JOD,0,0,0,2,966.15,USD
415680543-3,Egypt,0,1,2,1,887.35,euro
678768843-1,Jordan,1,1,0,0,1340.47,$
507286026-4,Kuwait,0,2,1,0,1323.55,usd
549699598-1,Kuwait,2,2,1,1,848.87,USD
215675180-3,egypt,2,2,1,2,1002.14,$
788145317-6,Jordan,1,0,0,1,1309.73,euro
483871099-2,Jordan,2,2,0,0,730.77,$
342784401-3,jod,0,2,0,2,678.50,JOD
597346040-1,Kuwait,1,0,0,2,1278.95,Euro
312142320-7,jod,0,0,2,0,1453.53,usd
389030614-4,Jordan,2,1,2,1,889.86,$
917249878-1,Egypt,0,1,1,0,922.99,$
200289358-6,Kuwait,2,0,0,1,1086.83,JOD
657076747-X,egypt,1,0,1,0,1075.13,USD
482966396-0,jod,1,1,0,0,1462.19,usd
086804802-X,jod,1,0,0,0,889.54,euro
383874813-1,JOD,1,0,0,0,1082.58,euro
791915254-2,Egypt,0,1,1,1,1190.33,Euro
044026784-6,Egypt,1,0,0,1,810.69,JOD
703459819-3,JOD,1,0,1,0,1360.64,Euro
801090534-8,Egypt,1,1,2,1,765.16,$
437672966-3,Egypt,1,0,1,2,1304.83,JOD
376258614-4,jod,1,2,1,2,1229.96,USD
632904895-9,jod,0,0,2,1,709.38,euro
275767220-7,Kuwait,2,2,1,1,1433.13,JOD
745922962-8,Egypt,0,0,2,0,750.17,euro
566403371-1,Kuwait,2,2,1,1,774.35,JOD
734522378-7,Jordan,2,1,1,2,940.57,Euro
549974458-0,Kuwait,2,0,0,0,1186.27,$
547333218-8,Jordan,1,2,0,1,1436.32,euro
292697415-9,egypt,1,1,0,1,1404.73,usd
123275034-4,jod,0,0,0,1,780.01,usd
541232155-0,Jordan,2,0,2,0,1420.05,Euro
310599488-2,Kuwait,1,0,0,0,1062.51,$
120523102-1,egypt,2,2,0,2,609.35,USD
735166202-9,Egypt,1,2,2,1,1100.72,usd
873414744-6,jod,1,2,1,2,1035.77,Euro
934860027-3,Egypt,0,1,0,0,889.26,Euro
299085021-X,JOD,2,0,0,0,783.70,USD
757367925-4,jod,0,1,2,0,607.92,usd
334444550-2,jod,2,2,0,1,1416.92,euro
327009792-1,,1,2,,0,1131.83,$
035181460-4,Kuwait,1,2,0,0,1281.19,USD
940141544-7,egypt,2,1,2,1,743.57,$
668084860-1,Jordan,2,2,2,1,846.81,USD
955414946-8,,0,1,,1,730.01,JOD
977387086-3,JOD,1,1,2,2,1022.31,$
557323593-1,egypt,2,0,0,1,1359.32,USD
206004069-8,Egypt,2,2,1,0,889.86,JOD
644883364-1,jod,1,1,1,2,855.18,JOD
182553427-6,Jordan,0,0,2,1,1196.54,euro
770043436-0,Egypt,0,2,0,1,911.66,usd
614934543-2,egypt,1,0,2,2,1471.16,$
626279873-0,JOD,0,2,1,0,1031.87,$
823180800-0,JOD,1,0,0,0,1438.33,usd
374059208-7,egypt,2,2,0,2,684.19,usd
740931401-X,Jordan,1,1,2,0,641.17,usd
888397968-0,,0,1,,0,936.57,Euro
154307876-1,Kuwait,1,1,0,2,1107.57,euro
017168296-3,jod,1,1,2,2,1013.03,$
886634916-X,jod,2,1,1,2,652.23,USD
922754953-6,Jordan,2,1,1,0,1381.60,JOD
944598964-3,Kuwait,2,1,0,0,980.24,euro
209158435-5,Egypt,2,2,1,2,748.13,usd
318389288-X,,0,1,,1,1163.21,$
422146807-6,Egypt,0,0,2,0,918.82,$
404850086-4,JOD,2,2,1,1,863.75,USD
844263437-1,Jordan,1,2,1,0,803.15,Euro
638956562-3,Jordan,0,2,2,2,1045.20,JOD
344740098-6,Egypt,0,1,2,2,860.62,usd
941726716-7,,2,0,,2,814.84,JOD
244270387-4,Kuwait,0,2,1,0,1264.17,USD
394476846-9,jod,0,1,2,1,1394.11,euro
853961449-9,Jordan,1,2,2,1,1146.86,usd
372322492-X,Jordan,2,1,0,1,1240.82,$
388399549-5,Egypt,0,1,0,0,712.78,usd
822733589-6,JOD,2,2,1,2,638.23,USD
668613857-6,jod,0,0,1,2,1352.62,JOD
167078850-4,Kuwait,2,1,1,2,1316.39,USD
681561294-5,JOD,1,0,2,1,976.28,$
272316991-X,Egypt,0,0,0,1,843.62,usd
363413696-0,,2,2,,0,780.97,usd
262146196-4,jod,1,2,2,0,1393.26,USD
378055262-0,jod,1,0,0,2,868.05,USD
104342672-8,Kuwait,0,2,1,0,915.98,usd
879995020-0,Egypt,2,2,2,1,1311.17,USD
010251531-X,jod,2,1,0,2,1427.58,$
449984890-3,Egypt,2,1,2,0,666.10,JOD
262140053-1,Egypt,1,2,2,1,1150.43,euro
668671498-4,Egypt,0,2,0,2,1477.29,Euro
008166853-8,JOD,0,0,1,2,1018.38,JOD
075702704-0,Jordan,2,0,0,1,656.36,$
584315371-1,egypt,1,1,1,0,1364.36,USD
713423368-5,egypt,1,1,2,0,1175.61,USD
826106804-8,Kuwait,1,2,0,0,703.60,Euro
580917295-4,Jordan,1,2,2,1,740.39,Euro
893308852-0,Kuwait,0,0,0,2,660.80,$
295952744-5,Kuwait,2,0,1,0,1005.10,usd
224364947-0,JOD,0,1,1,0,1189.45,Euro
368800942-8,egypt,0,1,0,2,765.33,USD
393644680-6,Jordan,2,1,0,2,1157.62,usd
857649912-6,egypt,1,2,0,2,669.81,JOD
837567086-3,Egypt,2,0,2,0,1387.54,usd
577223268-1,Kuwait,1,0,1,1,1464.04,USD
333488331-0,Kuwait,2,2,0,0,1346.01,$
683047341-1,jod,1,1,1,1,1401.55,JOD
476604219-0,JOD,2,2,0,1,1375.43,JOD
338666506-3,Kuwait,2,2,1,0,1488.32,euro
558270912-6,Kuwait,1,1,1,0,876.79,USD
980046255-4,Egypt,2,0,0,0,1012.13,Euro
437462147-4,Jordan,1,2,2,1,1477.80,usd
035608674-7,JOD,0,1,1,2,1151.43,$
895895820-0,Egypt,2,1,1,1,1176.80,usd
084303421-1,Kuwait,1,1,1,0,914.93,JOD
900257019-8,egypt,1,1,0,1,765.78,usd
038399632-5,egypt,0,1,1,1,1309.64,Euro
692473092-2,Kuwait,2,2,0,1,687.09,USD
233151723-1,Jordan,0,2,1,0,609.92,euro
895571173-5,Jordan,1,2,2,0,1366.51,USD
428640948-1,Kuwait,2,2,0,0,1316.37,USD
576594929-0,Jordan,2,1,1,1,773.36,euro
999773376-2,Kuwait,1,2,2,1,1001.52,$
387966683-0,Egypt,0,2,1,1,751.65,$
817539842-6,Jordan,1,1,0,2,983.61,JOD
559830182-2,Kuwait,0,1,2,2,974.89,usd
170715084-2,egypt,1,0,1,1,1049.21,Euro
153570462-4,Jordan,1,1,2,0,807.61,Euro
972172234-0,Kuwait,0,0,2,0,1078.29,$
302442439-3,JOD,0,0,1,2,878.72,USD
838793604-9,jod,0,0,1,2,806.44,usd
772852999-4,jod,2,2,0,1,715.29,usd
289737367-9,Egypt,1,2,0,1,1271.57,euro
562644566-8,jod,2,1,2,0,695.08,usd
594291328-5,egypt,1,0,0,1,1237.98,euro
270624218-3,egypt,0,2,2,0,685.61,$
293479671-X,Jordan,1,1,2,0,769.04,euro
612093365-4,JOD,1,0,1,0,1222.48,$
984229300-9,Egypt,1,2,1,1,1192.07,USD
948507518-9,Egypt,2,2,1,0,1310.05,JOD
340439974-9,Egypt,0,2,1,0,1121.65,euro
060531271-0,Kuwait,1,1,0,0,1488.91,USD
222963848-3,Jordan,1,2,0,2,1074.68,usd
411860655-0,Jordan,2,1,1,2,1394.25,Euro
294359776-7,jod,2,2,1,2,624.97,JOD
170616913-2,jod,0,2,1,2,1248.70,usd
322058965-0,JOD,0,0,1,0,896.92,Euro
121617143-2,Jordan,2,0,1,2,1036.72,JOD
188296891-3,,2,0,,2,1391.28,usd
762623323-9,egypt,2,0,2,0,1299.51,Euro
477268602-9,jod,2,2,0,2,1163.60,$
093525502-8,egypt,2,1,0,2,1482.71,USD
009267935-8,Egypt,0,2,0,0,978.50,Euro
557823719-3,Kuwait,2,2,1,0,1015.27,usd
166566924-1,egypt,2,0,2,0,1291.60,$
971168087-4,jod,1,0,2,1,1476.38,Euro
944403426-7,Kuwait,2,0,2,2,1370.81,JOD
685312207-0,jod,0,0,2,0,1348.90,usd
360565301-4,JOD,0,0,1,1,1073.99,JOD
893703841-2,jod,1,2,0,2,1318.77,$
658043485-6,Egypt,0,2,0,2,730.64,euro
518825876-5,egypt,2,2,1,0,656.64,usd
451200619-2,JOD,0,1,1,1,1352.86,JOD
838081425-8,egypt,1,2,2,2,640.81,Euro
257391842-4,JOD,2,1,0,0,1066.43,usd
241213976-8,egypt,1,0,0,0,1198.63,euro
518405133-3,JOD,0,2,0,0,624.89,$
419929307-8,jod,2,2,1,1,1293.11,Euro
247604628-0,egypt,0,1,0,0,1284.10,JOD
739292811-2,jod,0,1,2,2,826.68,euro
956918625-9,Egypt,2,1,1,0,995.46,Euro
633920345-0,egypt,2,2,2,0,761.43,euro
099843814-6,JOD,2,1,1,1,1064.28,$
500768329-9,JOD,2,2,0,1,1008.55,USD
002698766-X,JOD,2,1,1,1,938.90,USD
430020300-8,Egypt,0,1,0,2,648.28,Euro
989920558-3,JOD,1,2,1,1,997.45,usd
769531380-7,Kuwait,0,2,0,0,1474.92,Euro
576256494-0,Kuwait,0,2,1,2,922.38,Euro
773578144-X,egypt,2,2,0,2,1495.91,USD
449460168-3,Jordan,0,2,2,1,950.23,$
472439532-X,jod,0,0,0,0,1290.65,Euro
178581707-8,JOD,0,1,1,1,1368.11,$
641852961-8,Kuwait,2,0,0,1,1135.06,usd
443854223-5,egypt,0,1,0,1,1035.28,euro
421971844-3,Kuwait,0,1,2,1,1238.85,usd
219260275-8,jod,2,0,0,0,984.00,$
233535201-6,JOD,0,1,1,1,973.68,Euro
665753250-4,Egypt,0,1,1,0,1060.66,USD
811823777-X,Kuwait,0,1,1,1,1428.35,JOD
028379343-0,jod,1,2,1,2,1172.33,JOD
991871739-4,jod,1,1,0,0,1009.09,$
930600564-4,JOD,2,1,1,1,1336.27,JOD
961382856-7,Kuwait,2,0,0,2,678.00,JOD
558710463-X,Jordan,2,0,0,2,1025.11,$
109371564-2,Jordan,1,1,0,1,780.80,$
155682561-7,jod,2,2,2,2,1467.48,$
797748919-8,Egypt,2,0,2,1,1227.47,JOD
580547602-9,JOD,2,1,0,2,637.72,$
404522831-4,jod,0,1,2,2,1448.95,usd
444984475-0,jod,0,0,2,0,1166.92,usd
731866941-9,jod,0,1,1,1,1218.90,JOD
106668428-6,Kuwait,0,0,0,2,1190.12,Euro
678632092-9,JOD,0,0,0,0,895.51,euro
954499967-1,,0,0,,0,1289.20,usd
872758852-1,jod,1,2,1,0,1400.96,JOD
826285061-0,jod,0,0,1,0,687.17,JOD
763757402-4,Egypt,2,1,1,2,831.97,euro
675119299-1,Jordan,1,0,1,1,1465.39,euro
891667675-4,Jordan,0,0,2,2,1238.63,euro
592504277-8,JOD,1,1,1,0,674.81,euro
370313924-2,Egypt,0,1,2,1,1041.36,Euro
484614396-1,Jordan,0,0,0,0,1295.72,usd
827535252-5,Kuwait,2,2,2,1,772.75,euro
963376685-0,Egypt,0,1,2,2,836.27,euro
205821770-5,Kuwait,0,1,0,1,1309.55,euro
095602373-8,Egypt,1,2,1,2,1461.44,usd
090004491-8,jod,2,2,0,1,610.08,USD
772564407-5,Jordan,0,2,1,1,1352.72,usd
218710245-9,JOD,2,0,1,2,666.83,usd
728400868-7,Kuwait,1,1,2,2,1152.14,USD
926224290-5,,0,1,,1,1366.36,$
653745206-6,Jordan,0,2,2,1,1107.03,usd
551385796-0,Kuwait,2,0,2,0,766.18,JOD
356141352-8,,0,1,,0,802.69,Euro
256468785-7,egypt,0,1,2,1,818.04,euro
759545362-3,Jordan,2,2,0,2,713.01,usd
964275311-1,jod,2,0,1,2,1304.34,JOD
411488983-3,Kuwait,0,0,2,2,1041.89,Euro
956818737-5,jod,0,1,0,2,694.75,JOD
609923732-1,JOD,1,1,0,0,1172.68,euro
163068484-8,Jordan,1,2,0,2,855.00,$
704750035-9,egypt,2,0,2,0,1070.32,USD
840166949-9,egypt,2,1,0,2,989.87,JOD
344004991-4,JOD,2,1,1,2,848.13,Euro
485598219-9,Egypt,2,1,0,2,662.83,euro
662984998-1,Egypt,0,2,1,2,1062.84,USD
415551676-4,Egypt,0,0,0,0,730.09,Euro
915166560-3,JOD,0,0,0,1,873.80,usd
258607560-9,JOD,1,2,0,0,1133.19,$
798131190-X,Kuwait,0,2,2,1,1168.46,Euro
314792978-7,Egypt,0,2,2,1,1282.26,euro
392031344-5,egypt,1,1,2,0,809.18,euro
706211976-8,egypt,2,2,2,2,1241.64,USD
195545455-8,egypt,1,1,1,0,1031.84,JOD
827066836-2,Kuwait,2,0,2,1,1244.05,Euro
063096887-X,Kuwait,0,0,2,2,812.90,JOD
340033144-9,Kuwait,0,0,1,1,1349.99,USD
226678826-4,JOD,0,1,1,0,870.25,usd
656100201-6,egypt,1,2,1,2,1344.58,Euro
194395375-9,Jordan,1,0,0,1,796.08,JOD
150354445-1,JOD,1,2,2,1,1126.24,$
952882639-3,Kuwait,0,0,2,1,1368.05,Euro
766508248-3,jod,2,2,0,1,1075.65,Euro
764125579-5,JOD,0,1,1,0,1077.73,JOD
468694765-0,,2,1,,0,1285.46,JOD
054361147-7,,1,1,,2,1212.51,USD
057705758-8,Jordan,2,2,2,1,1286.17,JOD
615262088-0,Egypt,2,0,1,2,679.90,Euro
326150636-9,jod,0,1,2,2,1472.69,euro
466890697-2,JOD,0,1,2,2,1182.38,USD
496397471-1,Kuwait,0,2,0,2,840.70,USD
741002320-1,JOD,2,1,0,0,1095.99,Euro
044919607-0,Egypt,1,2,0,1,1391.29,USD
297073929-1,Kuwait,1,0,2,0,733.22,euro
550385428-4,Kuwait,2,2,0,1,1211.38,JOD
243247458-9,Jordan,1,0,1,2,1246.51,$
555067712-1,jod,0,2,2,0,748.03,$
705205955-X,jod,2,1,2,2,1237.46,USD
017924298-9,egypt,0,0,0,2,1214.06,usd
157572485-5,jod,2,0,0,0,767.59,Euro
713281978-X,Kuwait,2,1,0,0,794.45,euro
681262254-0,Jordan,0,2,1,0,1311.79,usd
995928796-3,Jordan,2,0,1,2,730.28,euro
808452840-8,Egypt,0,2,0,1,787.78,JOD
031920225-9,Kuwait,2,0,0,0,812.90,USD
697062247-9,Egypt,1,2,2,2,712.26,euro
161970478-1,jod,2,2,2,2,611.19,usd
073212323-2,egypt,1,1,2,2,844.05,JOD
824996037-8,Kuwait,2,2,0,0,1070.34,Euro
301350371-8,Jordan,0,1,2,2,738.93,Euro
380568740-0,egypt,2,0,1,2,727.61,euro
368191302-1,,2,2,,1,1244.75,Euro
774756350-7,Egypt,2,0,1,1,749.09,usd
485603204-6,JOD,2,0,0,0,1409.85,USD
364366478-8,JOD,0,2,0,2,750.38,JOD
665102311-X,Jordan,1,2,2,2,959.34,JOD
142205967-7,Jordan,1,1,0,1,754.24,JOD
857750035-7,egypt,1,1,2,1,1164.28,USD
498891732-0,Jordan,0,1,0,2,653.81,usd
398386110-5,Egypt,2,0,1,2,899.30,USD
896943505-0,Jordan,1,2,2,1,1129.53,Euro
571298065-7,JOD,0,2,0,0,922.78,USD
154460872-1,Egypt,1,2,1,1,1008.24,euro
693526994-6,jod,0,0,1,0,1443.71,$
783070868-1,jod,1,2,0,2,760.59,usd
956331946-X,Jordan,2,0,1,2,1487.76,$
108700322-9,jod,0,1,1,1,1428.11,JOD
596564145-1,Jordan,2,2,1,1,676.19,USD
306598152-1,JOD,0,2,1,2,1409.84,Euro
039968380-1,Egypt,2,1,1,2,931.63,euro
887063081-1,Jordan,2,1,1,1,853.47,$
092793497-3,jod,1,1,2,2,832.70,Euro
050684764-0,Kuwait,1,2,2,1,1428.34,JOD
610534901-7,Kuwait,1,2,0,2,1229.53,Euro
597869814-7,Jordan,2,0,1,2,1101.45,euro
820063148-6,Kuwait,1,0,0,2,962.94,USD
872317975-9,Jordan,1,2,2,1,1301.26,USD
383872293-0,Egypt,2,1,0,0,1472.38,$
304329492-0,egypt,1,2,0,2,923.75,euro
437020367-8,Kuwait,2,2,1,1,1012.37,USD
929741513-X,Jordan,0,1,0,2,1351.64,JOD
000435333-1,egypt,0,1,1,2,1012.94,USD
700083066-2,Egypt,1,1,0,0,674.54,USD
918225776-0,egypt,0,2,1,0,1106.23,Euro
298890795-1,jod,0,2,0,0,898.02,Euro
456112555-8,Egypt,0,2,2,1,1289.89,usd
569922924-8,egypt,2,0,0,0,1324.73,JOD
305158262-X,Kuwait,0,2,1,1,747.35,usd
105391779-1,jod,1,2,2,2,710.43,usd
110575348-4,jod,0,2,1,0,1039.19,usd
296183478-3,Jordan,1,1,0,0,1345.40,JOD
721446883-2,Egypt,2,1,2,2,1281.30,USD
971662699-1,Egypt,0,1,1,0,943.89,usd
835903205-X,egypt,2,1,0,1,958.62,USD
411871316-0,egypt,2,0,0,1,683.05,USD
535637920-X,JOD,1,1,0,2,934.32,Euro
536141948-6,Egypt,0,1,2,2,1410.42,JOD
992949260-7,Jordan,1,1,2,0,746.64,usd
600573060-6,jod,0,1,1,0,1305.71,Euro
231691830-1,Egypt,1,2,0,1,716.69,USD
057533794-X,Egypt,2,0,0,0,665.80,usd
863312344-4,Kuwait,1,0,2,2,657.31,usd
668943548-2,jod,0,2,0,2,712.72,Euro
053314228-8,Jordan,1,2,2,0,640.01,USD
078350505-1,Egypt,1,1,2,2,903.15,JOD
503071731-5,JOD,1,2,0,1,665.86,JOD
251095233-1,JOD,0,0,1,0,1318.61,Euro
710902922-0,Kuwait,1,2,0,0,973.58,USD
729434232-6,Egypt,0,2,0,0,1141.97,Euro
768580148-5,Kuwait,0,0,1,1,1113.20,JOD
276727460-3,Egypt,1,0,1,2,1034.43,USD
848940765-7,jod,0,1,0,2,768.43,USD
845351601-4,egypt,0,1,0,1,1013.37,usd
291638353-0,jod,0,2,2,2,1470.38,$
497172215-7,jod,1,0,1,1,1396.65,$
336192271-2,Jordan,0,0,2,0,1199.55,$
971095085-1,jod,1,2,0,0,1467.23,JOD
777334570-8,Jordan,2,0,2,1,671.96,Euro
062397359-6,JOD,1,2,0,2,683.84,$
805167412-X,Egypt,0,1,2,0,899.77,$
496129043-2,JOD,1,1,0,0,952.52,euro
457361167-3,Kuwait,2,1,2,2,1368.37,JOD
117561332-0,Egypt,0,0,1,2,854.78,Euro
268866637-1,Jordan,0,0,1,1,1327.15,$
735812313-1,jod,1,2,0,0,647.26,$
113189228-3,JOD,1,2,0,2,1217.46,JOD
343366386-6,Egypt,0,1,0,0,991.63,JOD
596915588-8,Jordan,2,1,0,2,1197.74,$
092970449-5,Kuwait,0,1,0,0,802.32,euro
108630936-7,JOD,1,1,0,2,797.77,JOD
207666599-4,JOD,0,0,0,2,928.60,Euro
921074872-7,,2,2,,0,671.27,$
222301248-5,jod,0,0,0,0,1042.11,Euro
500686889-9,Jordan,0,0,2,2,1286.11,$
453904019-7,Jordan,2,0,0,2,937.97,$
158051025-6,JOD,1,1,1,1,1470.00,JOD
899395000-8,Jordan,1,2,2,1,1199.23,JOD
202433427-X,JOD,0,1,2,0,1491.30,USD
154445083-4,Jordan,1,2,2,0,899.03,Euro
365125307-4,egypt,0,2,1,0,734.48,JOD
905777092-X,Kuwait,0,2,1,1,1149.72,$
232436103-5,JOD,2,1,2,1,1405.48,Euro
153664560-5,Jordan,0,1,0,0,1143.92,JOD
281684266-5,JOD,1,1,0,1,686.99,JOD
986622840-1,Kuwait,0,0,1,1,1002.00,USD
181165035-X,JOD,2,0,1,2,850.32,$
880885968-1,Kuwait,0,1,2,0,1349.12,usd
621704315-7,jod,0,1,1,1,803.69,$
209567674-2,egypt,0,1,2,0,799.99,usd
543812969-X,Egypt,2,1,1,1,1225.60,$
651362704-4,Egypt,0,1,2,0,847.11,USD
621399048-8,,0,2,,1,971.14,euro
281056163-X,Kuwait,2,0,1,0,1273.18,USD
646018242-6,egypt,2,1,2,2,1148.70,euro
100842322-X,Jordan,2,1,2,0,838.60,usd
765976691-0,Kuwait,1,0,2,0,841.41,Euro
404517231-9,egypt,1,0,1,1,1052.60,USD
083562877-9,jod,1,1,2,0,1482.08,Euro
088897259-8,jod,2,2,1,2,1042.47,USD
307195800-5,JOD,1,1,1,1,862.32,usd
706002173-6,Jordan,2,0,0,2,694.62,JOD
537678254-9,Jordan,2,2,2,1,1257.39,Euro
091989801-7,Jordan,1,2,1,1,1272.24,USD
869907091-8,Egypt,1,0,0,2,869.90,euro
232122354-5,Egypt,0,0,1,1,1369.14,Euro
111383133-2,JOD,1,1,1,2,1386.73,euro
102887165-1,Egypt,0,2,2,2,612.98,Euro
438320383-3,Jordan,1,2,0,0,1026.96,JOD
604857194-1,Jordan,2,1,0,1,1243.30,USD
297019347-7,JOD,1,1,1,2,1086.80,Euro
289105235-8,Jordan,2,0,2,0,1272.02,euro
112393614-5,Jordan,1,1,0,1,982.48,JOD
109353210-6,egypt,1,2,0,1,762.45,usd
185756055-8,Egypt,1,1,1,2,1493.20,Euro
934941314-0,jod,1,2,2,1,1226.98,usd
026078638-1,Egypt,1,2,0,0,1167.86,USD
932027711-7,JOD,1,2,1,2,822.58,euro
383602944-8,jod,2,2,2,0,1316.18,usd
909507706-3,Jordan,0,0,2,2,1015.12,euro
254440929-0,JOD,2,1,0,2,761.77,euro
742235137-3,jod,2,1,1,2,1444.26,Euro
255435941-5,Jordan,1,1,2,2,892.75,usd
798842111-5,egypt,2,1,0,0,626.98,JOD
