Project_ID,ProgrammingLanguage,Employee1,Employee2,Employee-3,Employee-4,Award,Currency
032839476-9,JAVA,1,1,2,2,313.81,Dollar
798456275-X,C++,2,1,1,0,397.82,JOD
657309717-3,c++,2,1,2,2,188.44,JOD
128074637-8,C++,1,2,1,2,170.60,JOD
239605439-2,C++,1,2,2,2,307.99,jod
131701503-7,python,1,2,1,1,361.41,euro
165246945-1,C++,2,2,2,1,489.50,Dollar
227134846-3,JAVA,0,2,2,2,437.83,Euro
912921653-2,PYTHON,0,1,0,1,428.68,Euro
968444724-8,JAVA,0,0,1,1,134.17,euro
094871090-X,PYTHON,1,1,2,1,268.29,USD
642497399-0,C++,1,2,0,0,384.13,USD
402430475-5,,0,0,0,1,131.73,jod
151757862-0,Python,1,2,2,0,263.43,Dollar
505733752-1,python,0,0,1,0,483.67,JOD
831351253-9,Python,1,0,0,1,361.67,Dollar
939435233-3,C++,2,0,1,0,345.24,USD
347164103-3,R,0,2,1,0,459.81,USD
641334454-7,r,0,0,2,0,327.80,Euro
093506131-2,java,2,2,2,1,213.72,Euro
171421997-6,c++,0,1,1,1,412.96,Euro
472487449-X,R,0,1,0,0,415.93,Dollar
429580897-0,Python,0,0,1,1,389.19,JOD
697399706-6,C++,0,1,1,1,295.56,USD
393669254-8,c++,2,0,2,2,440.39,USD
857673359-5,r,2,0,2,2,334.33,jod
787559428-6,JAVA,0,0,2,1,433.17,Dollar
382182962-1,r,0,1,0,0,116.76,jod
147074685-9,C++,0,2,1,0,164.09,euro
235774235-6,c++,0,1,1,2,149.58,Euro
704684518-2,C++,1,2,1,1,320.36,USD
166892977-5,c++,2,0,2,0,465.79,JOD
625808026-X,R,0,0,2,0,299.10,JOD
516679573-3,java,0,2,1,2,266.82,jod
288574849-4,c++,1,0,1,2,233.22,USD
190656006-4,C++,1,0,2,0,366.96,euro
421447367-1,JAVA,1,1,1,2,176.89,Euro
887726974-X,r,1,1,1,1,158.88,euro
640946122-4,C++,2,2,1,2,140.76,jod
680479715-9,JAVA,1,0,1,1,316.29,jod
093800645-2,R,1,0,0,0,453.11,JOD
509648993-0,python,0,2,0,0,438.00,USD
171275900-0,java,2,2,2,2,366.06,jod
812395224-4,Python,2,0,0,2,126.04,jod
510475739-0,R,0,0,2,0,156.41,euro
771842885-0,r,2,1,0,1,312.88,Euro
959420358-7,JAVA,0,1,1,2,308.94,JOD
197459263-4,JAVA,1,2,0,1,119.66,Dollar
413630117-0,R,2,0,2,2,275.53,Euro
719744879-4,R,1,2,2,0,297.26,USD
075506925-0,R,2,1,0,2,103.47,euro
419250759-5,r,0,0,1,1,479.85,JOD
807084641-0,r,0,0,2,1,465.99,jod
430420745-8,r,0,0,1,2,177.05,euro
687953602-6,PYTHON,0,1,0,1,495.54,Dollar
867997797-7,java,2,0,1,1,142.47,JOD
399351078-X,C++,2,0,1,0,473.91,USD
277517772-7,PYTHON,0,0,0,1,448.29,euro
820004336-3,PYTHON,2,2,1,0,350.02,euro
389846716-3,python,0,1,0,2,412.56,euro
674702405-2,python,2,1,1,0,474.29,Euro
497755119-2,java,2,0,1,1,366.46,jod
469933292-7,PYTHON,0,1,0,2,439.86,jod
284257713-2,c++,0,2,1,1,380.18,jod
431461412-9,R,2,0,0,2,338.60,Euro
915910682-4,R,1,1,1,1,104.97,JOD
566902481-8,r,1,0,0,2,113.16,Dollar
721310080-7,C++,2,2,2,1,463.25,USD
695136009-X,R,1,0,0,1,474.52,Dollar
868170685-3,java,1,0,2,2,338.86,Dollar
160782401-9,PYTHON,1,1,0,2,357.53,jod
453308941-0,R,0,2,1,1,228.95,jod
623291109-1,java,0,0,2,0,252.91,jod
723465734-7,,1,0,1,1,326.00,Euro
142677677-2,java,0,2,1,2,126.77,Euro
766202587-X,java,2,0,1,0,356.21,Dollar
982440503-8,R,0,2,1,2,227.93,euro
643498289-5,python,0,0,1,1,145.46,euro
727540910-0,,1,2,0,1,292.72,euro
662331015-0,R,0,0,1,1,133.53,jod
693789629-8,R,0,2,0,1,387.52,Dollar
967939313-5,,1,1,2,2,345.14,Dollar
478966747-2,PYTHON,0,1,1,1,326.61,euro
688594472-6,c++,0,0,1,2,265.79,USD
982344474-9,c++,0,0,0,1,351.05,euro
429853431-6,r,2,0,0,2,468.04,Dollar
696627838-6,r,1,0,2,2,434.60,USD
923445143-0,python,1,1,1,2,412.92,euro
580827150-9,r,1,0,1,0,102.41,Dollar
241554998-3,R,0,0,2,0,199.79,euro
256538976-0,PYTHON,1,2,0,2,110.67,USD
588303095-5,JAVA,0,0,2,0,173.63,JOD
401836575-6,R,0,0,2,0,127.97,jod
967364000-9,python,0,0,0,2,433.63,JOD
216459655-2,r,2,1,1,0,155.48,jod
504482272-8,JAVA,2,0,2,0,426.81,jod
500266543-8,C++,0,1,0,0,299.55,Dollar
314347252-9,python,2,1,0,2,121.06,USD
893404589-2,Python,1,1,2,1,490.18,jod
441402451-X,c++,2,1,2,2,111.37,euro
430188587-0,R,1,1,1,2,309.78,Euro
241445898-4,JAVA,2,2,1,2,413.49,JOD
281721521-4,JAVA,2,1,0,0,383.40,JOD
251256691-9,PYTHON,0,2,2,0,469.33,euro
754739269-5,R,0,1,1,1,460.84,USD
191905692-0,R,1,0,0,2,363.13,Dollar
437894154-6,java,0,1,0,0,452.18,Euro
153958818-1,C++,1,2,1,2,112.85,JOD
135207748-5,C++,1,1,2,2,386.28,USD
888395956-6,c++,0,1,2,1,366.09,Euro
749229562-6,r,1,1,1,1,286.71,jod
348636045-0,PYTHON,0,1,0,0,459.43,Dollar
082108173-X,c++,1,1,2,0,326.44,USD
066102534-9,R,1,0,0,0,199.99,euro
401879740-0,Python,2,0,2,1,375.72,JOD
773496549-0,Python,0,2,0,0,151.46,JOD
731803590-8,c++,0,2,1,0,354.88,JOD
363980713-8,r,2,0,0,0,478.35,euro
157560180-X,python,1,1,0,0,232.58,JOD
265330786-3,Python,2,2,2,0,327.46,JOD
257744827-9,java,0,0,2,0,366.64,USD
019396372-8,JAVA,1,0,2,0,191.15,USD
179427139-2,JAVA,1,1,1,1,447.42,USD
433450437-X,C++,1,0,1,1,456.91,jod
585835326-6,r,2,2,0,2,443.58,jod
289228113-X,C++,2,2,0,0,243.89,jod
229388961-0,R,2,1,0,0,394.82,jod
615036571-9,c++,2,2,0,0,492.48,Dollar
916452557-0,r,2,2,1,2,296.24,Dollar
366292929-5,PYTHON,1,1,2,2,128.45,Dollar
878342009-6,python,1,0,1,1,350.59,USD
818018798-5,PYTHON,1,1,2,0,358.95,JOD
852119111-1,Python,0,0,2,1,383.10,USD
023359312-8,java,0,0,0,1,282.36,jod
496267317-3,R,0,1,0,2,465.42,euro
347983661-5,C++,0,2,1,0,354.68,JOD
726271041-9,python,0,2,2,2,274.43,USD
176979923-0,JAVA,1,2,2,1,139.87,Euro
091349425-9,,1,0,1,2,106.34,Euro
772312033-8,c++,2,2,1,1,431.39,euro
302870710-1,Python,2,2,1,2,127.79,JOD
857603089-6,r,2,0,0,2,218.80,euro
789693158-3,Python,1,2,0,2,240.88,Dollar
722705976-6,Python,1,2,0,0,211.08,Euro
264993586-3,C++,2,1,0,0,459.14,Euro
509221719-7,java,0,1,2,2,391.87,euro
952487129-7,C++,1,2,0,2,404.99,Euro
667502522-8,python,0,2,1,2,293.73,jod
839810808-8,python,0,0,2,2,111.84,euro
143504840-7,JAVA,2,0,0,1,493.65,Euro
188627142-9,PYTHON,0,1,1,1,241.35,JOD
667147287-4,PYTHON,2,1,2,2,313.43,euro
493206400-4,R,1,2,1,2,498.47,Dollar
108077811-X,python,0,2,0,2,361.80,euro
319676564-4,JAVA,1,0,1,1,271.60,jod
249058855-9,Python,2,0,0,2,429.80,JOD
782894270-2,PYTHON,0,2,1,2,103.73,jod
669130891-3,python,2,1,2,2,118.59,jod
533389058-7,PYTHON,0,1,2,0,322.10,jod
267699575-8,,1,1,0,0,412.07,USD
875844482-3,JAVA,0,0,0,2,202.71,USD
774763996-1,JAVA,1,1,0,1,306.57,jod
021076296-9,JAVA,2,0,0,1,463.51,Dollar
407326718-3,PYTHON,1,2,1,2,215.23,JOD
678805652-8,python,0,1,1,1,372.89,JOD
235807776-3,c++,0,2,1,0,139.65,USD
207949661-1,c++,2,1,1,1,176.67,jod
874781012-2,PYTHON,0,2,0,1,396.42,USD
991475619-0,JAVA,2,1,0,1,453.20,USD
833322290-0,python,1,0,0,0,176.94,euro
040771925-3,r,1,2,0,0,361.37,USD
385288204-4,c++,2,2,1,1,273.15,JOD
835361832-X,R,2,2,1,2,487.56,jod
884613962-3,,1,0,0,0,482.93,jod
714736346-9,c++,0,2,2,1,204.91,euro
940416630-8,c++,2,0,2,1,316.76,JOD
505741020-2,Python,1,2,1,2,460.30,euro
603201382-0,JAVA,2,1,0,2,180.68,USD
038519537-0,R,2,0,2,0,327.21,JOD
009061383-X,C++,1,1,1,2,211.25,JOD
581817931-1,JAVA,2,2,0,1,485.77,JOD
500516695-5,python,0,1,2,1,310.93,jod
013968062-4,java,1,1,2,2,292.60,jod
230258155-5,python,0,2,0,2,279.12,USD
587895426-5,python,2,1,1,0,189.40,JOD
115941736-9,C++,1,0,2,0,352.46,euro
776630688-3,PYTHON,1,1,1,0,224.73,JOD
934554182-9,Python,0,0,2,0,130.83,euro
058909336-3,Python,0,0,0,1,248.45,Dollar
143528131-4,JAVA,1,1,0,2,447.45,USD
927521814-5,,2,2,0,1,197.10,Euro
718063732-7,JAVA,0,0,2,2,360.75,JOD
201204170-1,JAVA,1,1,2,2,374.85,Euro
452537496-9,PYTHON,2,0,0,0,284.96,USD
496095906-1,Python,1,2,1,0,233.64,Euro
052747542-4,c++,1,0,2,2,174.18,jod
665035962-9,r,2,0,1,1,303.13,euro
401631804-1,python,0,0,2,1,228.14,jod
308481646-8,python,1,1,1,2,183.99,euro
723407112-1,,2,0,1,0,380.51,Dollar
924092956-8,java,1,1,2,1,304.03,euro
946671351-5,python,0,1,0,2,299.08,Euro
682905967-4,C++,0,2,2,2,241.19,JOD
747286172-3,c++,0,1,1,1,435.23,USD
635992669-5,PYTHON,1,1,1,1,217.75,JOD
174552232-8,c++,0,0,0,0,163.09,Euro
658922022-0,,0,0,2,2,479.76,JOD
441729254-X,C++,2,0,0,1,399.54,JOD
628859613-2,PYTHON,0,2,0,1,301.22,Dollar
078592167-2,java,2,1,0,2,224.14,Dollar
098065518-8,python,0,2,0,2,382.48,JOD
847642002-1,R,1,2,1,2,448.98,USD
071092063-6,java,1,2,0,2,183.47,USD
048085212-X,R,2,2,2,0,432.08,USD
603929212-1,java,2,0,2,2,121.62,USD
579154209-7,python,0,1,1,2,386.68,JOD
864977955-7,JAVA,0,2,0,0,262.40,euro
198785708-9,C++,2,0,2,0,382.60,Euro
969004473-7,r,1,1,1,2,272.50,euro
586729369-6,python,0,2,0,1,285.20,Dollar
386332923-6,JAVA,0,0,1,1,362.70,Dollar
851966095-9,python,1,0,0,1,203.51,Euro
609192487-7,JAVA,2,0,2,2,435.36,Dollar
554998303-6,R,0,1,1,0,247.43,Dollar
131351714-3,,0,1,1,1,184.87,JOD
895767838-7,R,1,1,1,1,254.86,JOD
286296142-6,java,2,2,2,1,221.21,euro
370577539-1,c++,2,0,0,0,424.95,USD
959468066-0,r,2,1,0,2,249.59,Dollar
825972489-8,JAVA,1,2,0,1,126.66,JOD
800805445-X,r,2,2,1,0,466.32,Dollar
534028130-2,Python,1,2,1,0,192.54,jod
706891744-5,C++,1,0,2,1,356.48,JOD
928263222-9,Python,2,2,2,1,290.49,USD
714130287-5,c++,0,1,2,2,250.39,Dollar
207920836-5,python,2,1,2,0,315.37,jod
523031029-4,r,1,1,0,0,417.73,JOD
417630318-2,c++,1,1,1,2,202.33,USD
599577903-6,c++,0,2,1,1,381.86,jod
486249421-8,r,0,2,2,2,392.91,jod
038983492-0,,0,1,0,1,417.22,Dollar
567825587-8,c++,2,2,0,1,420.97,Euro
830364774-1,java,1,0,2,0,176.14,Euro
305362952-6,R,1,1,2,1,105.15,euro
413217233-3,R,0,2,0,2,477.70,Euro
637335522-5,python,1,0,1,0,337.79,jod
995634020-0,python,2,2,0,2,139.30,Dollar
896906932-1,r,2,0,0,1,273.00,euro
517531745-8,C++,2,0,0,0,190.32,jod
304707685-5,,1,1,0,2,489.00,euro
441928215-0,Python,0,2,1,0,156.06,Euro
581965889-2,C++,2,0,1,0,277.94,JOD
299345609-1,PYTHON,1,0,1,0,285.62,euro
740713140-6,JAVA,0,1,0,2,171.16,JOD
776440982-0,python,0,1,2,1,439.60,Dollar
726479587-X,Python,1,2,1,0,249.45,Dollar
757241056-1,R,0,0,0,0,410.49,Euro
368672725-0,c++,1,0,1,2,220.13,JOD
055172956-2,r,1,2,2,1,199.90,Euro
375158006-9,R,1,2,2,1,369.94,euro
364038257-9,c++,1,1,2,2,115.91,USD
633453135-2,python,0,0,1,1,451.39,USD
192092004-8,c++,2,1,1,1,432.92,Euro
581101482-1,PYTHON,1,1,0,0,425.03,jod
782812163-6,python,1,2,0,1,467.90,Dollar
128798177-1,JAVA,0,0,2,1,194.86,euro
751876129-7,java,0,2,2,2,223.73,Euro
671493324-X,JAVA,0,2,0,1,130.32,JOD
111731390-5,c++,2,0,1,0,151.88,Euro
635638157-4,c++,1,1,1,2,323.04,Euro
785211188-2,PYTHON,1,0,0,0,466.44,Euro
537711046-3,,0,1,1,0,415.09,JOD
168135943-X,python,2,1,1,2,368.51,jod
894832217-6,,0,0,2,1,269.02,euro
349434501-5,Python,1,2,2,1,329.06,Euro
598214601-3,python,0,2,2,0,111.45,euro
764115807-2,c++,2,0,2,1,157.67,JOD
179953309-3,,1,0,1,1,418.18,JOD
858653341-6,Python,1,0,2,0,133.07,JOD
177251260-5,C++,2,0,0,1,128.78,Dollar
125904472-6,c++,2,0,1,0,378.78,JOD
126880658-7,,1,0,1,1,114.98,USD
429116193-X,C++,2,1,2,0,152.44,euro
369709263-4,c++,0,1,2,0,444.25,euro
093638832-3,Python,2,2,0,2,126.68,Euro
525173566-9,PYTHON,1,0,0,2,106.55,Euro
229221611-6,C++,0,1,2,2,311.93,JOD
473320846-4,JAVA,2,2,0,0,405.22,jod
721272866-7,Python,0,2,2,1,424.14,Dollar
723958423-2,python,1,2,1,2,339.04,USD
505655804-4,python,0,0,0,1,497.61,Dollar
588778236-6,PYTHON,2,2,0,2,220.14,jod
423988739-9,JAVA,0,0,1,0,431.16,JOD
308595764-2,JAVA,2,0,2,0,382.62,JOD
435009185-8,,2,2,1,1,161.28,USD
235510209-0,JAVA,0,2,2,0,355.03,euro
807644600-7,R,2,1,1,2,273.82,Dollar
019993616-1,JAVA,1,0,2,1,113.45,Euro
617924399-9,c++,0,2,1,0,111.25,euro
126351100-7,JAVA,2,0,1,2,446.81,euro
245127286-4,c++,1,1,1,2,355.43,Dollar
085636912-8,C++,1,2,1,2,273.25,jod
016758114-7,JAVA,2,2,2,0,261.44,euro
742426280-7,python,2,1,1,1,413.29,JOD
808292368-7,PYTHON,2,0,2,0,190.46,jod
036997733-5,java,0,1,0,1,358.11,jod
807841365-3,R,0,1,1,0,282.97,euro
948363766-X,C++,2,0,1,1,248.50,JOD
850591761-8,PYTHON,2,2,0,0,197.27,Euro
878933664-X,R,0,1,0,1,213.02,euro
054875803-4,c++,1,2,1,2,156.35,Dollar
549118290-7,R,0,0,2,0,391.02,USD
041861852-6,C++,0,0,2,1,486.81,Euro
350645430-7,R,2,1,2,1,231.09,jod
425689326-1,python,1,2,0,2,269.13,USD
793831540-0,java,0,2,0,2,351.90,Dollar
494950587-4,C++,0,2,1,2,165.30,euro
011697862-7,r,2,2,2,1,249.15,jod
374150703-2,C++,1,0,0,0,147.85,Euro
292226938-8,python,1,2,0,0,328.79,JOD
421567540-5,R,1,1,0,1,276.68,jod
099829440-3,java,0,1,2,2,109.97,Dollar
026574024-X,c++,0,2,2,1,358.97,USD
273033159-X,PYTHON,0,0,1,2,454.13,Dollar
264014537-1,java,0,0,1,1,456.22,USD
258655789-1,,2,1,1,2,215.56,USD
016197840-1,Python,2,0,0,2,209.56,JOD
262367046-3,C++,2,0,2,2,185.20,USD
894758277-8,Python,2,2,2,0,353.62,jod
186548242-0,PYTHON,1,0,0,1,154.92,JOD
827749666-4,JAVA,1,0,0,0,368.95,JOD
770351029-7,R,1,0,0,2,203.30,USD
556191106-6,,0,2,0,1,197.84,euro
895452367-6,C++,2,1,2,2,166.27,USD
827566822-0,C++,2,2,0,2,320.84,euro
935794683-7,JAVA,1,0,1,2,468.76,Dollar
580263717-X,r,0,2,1,1,157.77,USD
496282989-0,Python,0,0,2,0,333.06,JOD
372084107-3,python,1,1,2,0,454.15,jod
657554127-5,python,1,0,1,0,233.83,JOD
901884150-1,JAVA,2,0,2,0,240.38,Euro
347178656-2,python,2,2,1,0,353.69,JOD
734648873-3,Python,0,2,0,2,436.75,JOD
071712060-0,java,0,2,2,2,162.82,USD
453620067-3,JAVA,1,1,2,2,466.96,jod
423009886-3,,0,1,1,2,167.76,Dollar
544046344-5,C++,1,0,1,2,234.48,jod
215257963-1,PYTHON,1,2,1,2,380.26,Euro
714139445-1,,2,2,0,0,360.80,JOD
922683385-0,PYTHON,1,2,0,2,246.97,Dollar
187000189-3,R,1,0,0,0,363.13,Euro
569194234-4,C++,0,2,0,1,421.52,jod
697403231-5,JAVA,2,1,1,0,256.58,euro
985955084-0,Python,0,1,2,2,414.14,USD
171455356-6,r,0,1,1,1,193.72,JOD
065187522-6,PYTHON,2,0,1,0,383.33,Dollar
278580405-8,python,1,2,1,1,312.42,euro
655190365-7,Python,2,0,1,1,152.90,Euro
808990622-2,Python,1,0,2,2,240.50,jod
397974328-4,C++,1,0,0,2,166.06,Dollar
003653322-X,Python,2,1,0,0,497.19,Dollar
709181656-0,python,0,1,0,2,448.12,USD
195375336-1,python,2,1,0,0,413.37,euro
209517661-8,C++,0,0,1,2,332.75,jod
003877896-3,R,1,0,0,1,199.61,Euro
123636585-2,R,0,0,0,0,467.09,JOD
033339380-5,java,0,1,1,2,321.88,Euro
194703837-0,python,2,1,2,1,230.77,JOD
137311600-5,r,1,0,1,0,281.04,Euro
093965031-2,PYTHON,0,0,0,2,116.88,USD
969989648-5,c++,1,0,1,2,266.15,Dollar
071553235-9,Python,1,0,2,0,154.56,USD
676868760-3,JAVA,1,2,0,0,441.29,Dollar
885844948-7,java,0,0,0,0,140.47,euro
088796383-8,java,0,0,1,1,449.35,USD
657094171-2,,1,2,1,0,147.98,Dollar
184304573-7,JAVA,0,1,2,0,482.79,Dollar
999343272-5,R,1,1,1,0,380.49,JOD
640745711-4,python,2,2,0,1,144.51,Dollar
541704412-1,C++,2,2,2,2,375.74,JOD
796657123-8,java,2,0,0,0,193.72,euro
275863279-9,python,2,2,2,2,270.01,euro
077274945-0,r,1,2,1,1,161.64,Dollar
564574371-7,C++,2,1,2,0,131.37,Dollar
561383258-7,r,2,2,0,1,166.59,Euro
177153659-4,C++,2,0,2,2,125.71,USD
818843781-6,JAVA,1,1,1,0,145.19,JOD
750034602-6,Python,1,0,1,1,187.51,USD
496157310-8,python,1,2,2,0,449.68,jod
378513423-1,r,1,0,2,2,317.79,euro
584722716-7,c++,2,2,0,0,261.75,USD
048731775-0,c++,1,2,0,1,183.09,jod
971989183-1,c++,2,0,0,1,130.11,euro
284507096-9,PYTHON,0,2,1,1,359.80,USD
580553191-7,c++,2,1,1,1,466.66,USD
779288524-0,c++,2,0,2,1,338.34,euro
763702529-2,C++,2,2,0,0,439.91,Euro
093804136-3,PYTHON,2,2,2,0,380.59,USD
032192840-7,JAVA,0,0,1,0,339.64,JOD
958908971-2,,2,1,2,1,409.26,Dollar
388864605-7,PYTHON,0,2,1,1,474.64,JOD
364336112-2,c++,1,1,2,2,476.90,JOD
334050729-5,R,2,1,0,1,495.42,jod
300748686-6,JAVA,0,0,0,1,362.69,JOD
346858412-1,java,0,2,1,0,395.22,jod
130290473-6,C++,1,1,1,0,298.98,euro
835513274-2,Python,0,1,1,0,248.79,euro
621089680-4,R,1,0,2,2,219.46,euro
417678725-2,C++,2,1,0,2,345.46,Euro
702658951-2,r,2,0,0,2,121.61,euro
474820548-2,python,1,2,0,0,244.20,Euro
813009592-0,c++,0,0,0,0,199.84,JOD
451714149-7,java,2,2,1,0,214.57,JOD
698654797-8,java,1,2,2,0,430.57,USD
050092036-2,PYTHON,2,1,0,0,282.85,Dollar
790012175-7,C++,1,1,2,0,345.94,Euro
609139997-7,Python,0,2,0,2,477.40,euro
890031614-1,,0,0,2,2,152.42,euro
249463338-9,r,0,0,0,1,216.71,JOD
171894625-2,Python,2,1,1,1,485.48,jod
663250940-1,python,2,2,2,1,105.10,jod
510589511-8,C++,1,0,0,2,388.35,USD
660109847-7,c++,2,1,2,2,408.84,jod
878668523-6,PYTHON,2,1,2,0,214.21,Euro
716689707-4,JAVA,2,2,1,2,256.37,jod
711463629-6,r,0,0,0,0,270.66,jod
035608958-4,C++,2,1,2,1,332.51,Euro
942174686-4,python,1,1,2,0,324.61,JOD
209515243-3,python,1,2,2,1,391.40,Dollar
550038216-0,C++,1,0,1,2,199.47,Dollar
720135110-9,PYTHON,2,2,0,1,353.59,JOD
610585996-1,c++,2,1,1,2,223.96,euro
824012617-0,java,0,2,1,1,413.15,Dollar
551432235-1,java,1,2,2,0,467.95,Dollar
262404203-2,PYTHON,2,2,2,2,135.32,jod
773133792-8,JAVA,1,2,1,1,138.02,JOD
215316895-3,python,2,2,2,2,267.50,JOD
983512014-5,java,0,1,1,1,144.10,Euro
899686616-4,java,1,2,2,0,198.16,jod
964711483-4,,0,0,1,1,211.47,USD
656261994-7,C++,0,0,0,1,442.25,Euro
780046599-3,PYTHON,2,1,2,2,323.57,euro
860064166-7,C++,1,1,1,1,300.31,euro
069062393-3,python,2,2,1,0,340.09,jod
371730580-8,python,1,1,1,0,464.90,JOD
554417632-9,R,2,2,0,2,330.30,USD
413328485-2,java,1,0,1,0,314.51,Euro
422830697-7,R,2,0,0,0,402.93,euro
835003754-7,Python,0,1,0,1,254.02,USD
364099769-7,PYTHON,2,2,0,1,264.18,Euro
015387578-X,c++,0,2,1,0,267.12,Dollar
032876134-6,,0,1,0,0,171.46,jod
170707472-0,python,2,1,1,0,253.84,euro
511866051-3,c++,1,2,1,0,375.20,JOD
996187876-0,java,0,1,1,1,311.92,euro
055866549-7,Python,1,2,0,0,106.66,jod
103633471-6,,1,0,2,1,343.61,Dollar
603462030-9,PYTHON,1,1,2,2,181.88,USD
418850491-9,JAVA,2,0,0,0,159.46,jod
394552094-0,PYTHON,2,1,2,2,138.99,Euro
131534289-8,python,1,1,0,1,314.52,euro
802217725-3,java,0,0,0,0,117.67,Euro
505854289-7,r,0,0,1,2,174.41,euro
957299618-5,Python,0,2,0,2,134.67,euro
763699801-7,r,0,1,0,1,357.10,USD
871869494-2,PYTHON,2,2,1,2,127.73,jod
859400172-X,python,0,0,0,1,311.01,Euro
251242002-7,c++,1,0,1,1,154.84,USD
763614393-3,C++,2,0,2,2,196.59,jod
358998594-1,r,0,0,0,0,123.87,Dollar
403077874-7,python,2,1,0,2,199.02,JOD
852925554-2,python,1,1,2,0,391.26,JOD
080453905-7,c++,0,2,0,1,403.52,JOD
552186860-7,c++,2,2,2,0,418.20,euro
584286085-6,R,1,1,0,2,342.82,JOD
658030972-5,JAVA,2,2,2,2,385.02,USD
422517382-8,C++,2,1,1,0,467.44,Dollar
021558842-8,R,2,2,1,0,319.24,Dollar
651603432-X,java,2,2,0,0,365.91,euro
461415716-5,R,1,1,1,1,439.17,Dollar
051303593-1,C++,0,2,2,1,441.36,USD
773229763-6,python,2,0,0,0,222.14,jod
981937459-6,r,0,1,2,2,329.74,Euro
706526367-3,JAVA,0,1,2,0,224.63,JOD
699351266-1,JAVA,0,2,2,1,460.21,jod
835240386-9,Python,1,1,1,2,461.38,jod
671787731-6,PYTHON,1,0,1,1,334.81,Dollar
962368475-4,,2,0,1,0,394.57,jod
146019004-1,Python,2,1,1,0,282.03,USD
428672672-X,r,2,2,1,1,217.68,Dollar
673542863-3,PYTHON,2,0,2,1,406.30,Dollar
112074210-2,PYTHON,1,0,0,2,332.09,euro
574699596-7,,0,0,1,0,169.72,jod
603002720-4,java,0,2,1,1,313.72,JOD
015274107-0,PYTHON,0,1,1,1,106.04,JOD
048189529-9,R,1,0,1,0,187.54,USD
884590866-6,r,1,0,2,2,372.16,Dollar
149438574-0,C++,0,1,1,2,177.28,JOD
057097394-5,java,2,0,0,1,410.59,USD
366244954-4,python,0,1,2,0,470.61,USD
592173282-6,C++,0,2,0,1,174.18,Dollar
881322753-1,c++,2,1,1,0,393.13,jod
427898939-3,r,2,1,0,1,395.60,USD
853641804-4,java,2,0,1,2,289.28,USD
119509726-3,java,2,1,1,2,439.82,USD
017486997-5,c++,1,0,0,2,144.90,Dollar
653886194-6,C++,0,2,1,2,425.99,Dollar
595358508-X,PYTHON,2,0,0,2,170.31,JOD
922943668-2,r,0,2,2,0,161.87,Dollar
871804220-1,python,2,1,0,0,406.32,USD
428135070-5,Python,0,1,1,0,221.68,Dollar
709488102-9,,0,0,2,0,134.88,Euro
568110290-4,R,0,0,1,0,307.81,USD
900671264-7,R,2,0,1,2,407.64,JOD
434053032-8,r,0,2,2,0,244.73,USD
614517298-3,,0,2,1,2,104.86,Dollar
608310464-5,python,2,1,1,1,233.33,USD
789751132-4,,2,1,0,2,137.66,JOD
513126142-2,PYTHON,2,2,0,2,133.91,euro
400278773-7,java,1,2,1,2,153.20,jod
051366470-X,r,0,0,1,1,348.48,USD
824068198-0,python,2,0,2,2,116.89,jod
234822946-3,C++,1,0,2,0,368.64,Euro
706640762-8,Python,2,1,2,0,364.36,jod
754397655-2,C++,2,0,0,0,453.69,Euro
028808351-2,c++,1,2,1,1,341.01,euro
233672921-0,r,0,0,2,2,135.16,euro
012237831-8,Python,1,0,1,2,258.68,JOD
544288452-9,JAVA,0,0,0,1,301.45,USD
987966173-7,c++,1,0,1,0,126.68,Euro
280741591-1,Python,0,0,1,0,404.04,Euro
701581943-0,r,2,0,0,1,431.02,jod
752706589-3,JAVA,1,2,1,0,379.44,euro
867021676-0,c++,1,1,2,2,408.58,JOD
095247371-2,java,2,1,2,1,363.15,Euro
808764680-0,R,0,1,1,1,101.63,USD
723780215-1,C++,0,1,0,0,490.21,JOD
531215810-0,JAVA,2,2,1,0,233.28,Dollar
329433591-1,r,1,0,1,1,250.89,euro
732229633-8,Python,0,0,2,1,166.64,Dollar
959465092-3,java,1,0,0,2,490.94,jod
706486344-8,JAVA,0,1,2,2,462.73,euro
004876488-4,C++,0,0,0,0,461.83,Euro
907113258-7,Python,2,2,2,2,442.86,JOD
128885287-8,c++,2,2,1,2,448.11,Dollar
976195879-5,PYTHON,0,0,0,0,438.43,JOD
745036224-4,java,1,0,1,2,482.50,jod
304201217-4,JAVA,2,1,1,1,292.67,euro
270836474-X,python,1,2,2,1,298.17,jod
140877844-0,java,1,1,1,1,310.01,euro
079167944-6,Python,1,1,1,1,328.69,jod
312812621-6,C++,1,0,0,0,166.85,euro
207079942-5,PYTHON,2,2,1,0,465.32,jod
620966155-6,Python,0,1,2,0,171.57,JOD
066700403-3,r,0,1,2,2,152.30,JOD
972586401-8,r,2,1,1,2,334.77,Euro
547708556-8,r,1,2,1,1,314.25,JOD
555716986-5,JAVA,1,0,2,2,489.90,euro
824253083-1,java,1,0,1,2,490.69,USD
130941884-5,java,2,2,1,0,204.19,Dollar
345419453-9,JAVA,2,0,2,2,107.23,JOD
381561061-3,python,2,1,1,1,160.84,USD
568424274-X,PYTHON,1,2,0,0,491.12,euro
065911167-5,python,1,2,2,0,114.36,Dollar
453916236-5,java,0,2,2,2,202.73,Euro
416966708-5,JAVA,1,1,2,2,261.15,Euro
