Store_ID,City,Item_1,Item_2,Item_3,Item_4,Monthly_Sales,Currency
878143693-9,Capital City,1,1,0,0,12441.33,JOD
205998579-X,amman,2,0,0,1,46522.40,JOD
617977005-0,Zarqa,2,1,2,1,37700.68,JOD
398045677-3,Capital City,0,2,2,2,37885.12,JOD
521312553-0,zaqra,1,1,2,1,40636.32,JOD
505265765-X,A'zarqa,1,1,2,2,20974.59,JOD
869919823-X,amman,2,1,1,0,31948.86,USD
396578160-X,A'zarqa,0,2,1,1,24939.74,JOD
223753105-6,amman,1,1,1,0,38154.86,USD
069945272-4,Capital City,2,0,1,2,17770.96,USD
822175451-X,Zarqa,1,1,2,2,38961.71,USD
618224545-X,Amman,0,2,2,2,35649.20,JOD
102330531-3,Zarqa,2,2,2,2,41702.86,USD
798189217-1,amman,0,2,2,1,13865.81,USD
242318782-3,zaqra,0,2,1,0,44723.39,JOD
715570482-2,A'zarqa,1,0,1,0,19818.82,USD
805483977-4,Capital City,1,1,0,2,39105.07,JOD
469132225-6,amman,2,2,0,2,39024.44,JOD
262473110-5,Zarqa,2,0,2,2,48553.90,JOD
938672519-3,Zarqa,2,0,2,1,24292.39,USD
135559793-5,amman,1,2,0,1,33976.92,JOD
523147287-5,amman,1,0,0,2,17173.08,USD
188784977-7,Amman,1,1,2,2,21151.37,USD
193792905-1,Capital City,0,2,0,0,34766.15,USD
900604469-5,zaqra,1,2,0,0,51911.96,USD
409337532-1,Zarqa,1,2,1,0,25971.71,JOD
296158750-6,Amman,2,2,0,2,50610.85,USD
910386415-4,Capital City,1,1,1,0,21018.43,JOD
633871716-7,amman,2,2,1,1,33357.27,JOD
118959894-9,Zarqa,1,1,0,1,44737.01,USD
233445323-4,Amman,2,0,1,2,50723.17,USD
091604361-4,amman,2,1,0,0,20553.47,USD
613295999-8,A'zarqa,1,1,1,1,16152.01,USD
243129345-9,zaqra,1,0,1,0,50443.88,JOD
260948948-X,Zarqa,0,0,0,1,37404.59,USD
036645836-1,Amman,0,2,0,2,30162.05,USD
011542267-6,amman,0,0,1,1,16377.48,JOD
095256320-7,,2,1,0,0,33369.08,USD
865059407-7,A'zarqa,2,0,2,0,12295.86,USD
005988767-2,Zarqa,0,2,2,2,52347.69,JOD
134168717-1,Zarqa,2,2,2,0,22696.62,USD
751941141-9,amman,2,2,2,1,43242.72,JOD
647640360-5,A'zarqa,2,2,0,1,23852.00,JOD
133787660-7,zaqra,2,1,1,2,30251.04,USD
109445257-2,Amman,1,0,2,0,20026.96,USD
306821496-3,Capital City,0,1,2,2,47512.59,JOD
618740462-9,,1,2,1,1,24081.22,JOD
541633429-0,zaqra,2,0,1,1,45860.21,USD
824807061-1,Capital City,0,2,0,0,45689.09,JOD
875107475-3,zaqra,2,0,1,0,13202.04,USD
148185460-7,A'zarqa,2,1,2,0,25783.54,JOD
381015928-X,zaqra,2,1,0,2,31589.74,JOD
438552297-9,Capital City,1,1,1,2,42777.84,USD
761826420-1,Capital City,1,2,1,1,28538.85,JOD
055204768-6,A'zarqa,0,1,0,1,35226.65,USD
254147605-1,Amman,1,2,2,2,40713.85,JOD
933713276-1,Amman,2,2,2,1,18302.40,JOD
362935950-7,Capital City,0,2,2,0,28986.71,JOD
571556903-6,amman,1,0,1,2,25939.70,USD
950135905-0,Amman,2,1,2,0,39115.90,USD
770624227-7,A'zarqa,0,1,0,1,21282.23,JOD
993288100-7,Zarqa,2,2,2,2,47670.14,USD
954202112-7,amman,1,0,0,1,40479.78,JOD
507615482-8,Capital City,1,0,0,2,28260.99,USD
123627502-0,A'zarqa,2,0,2,0,13137.71,JOD
923221101-7,Zarqa,0,1,1,0,24776.93,JOD
390777238-5,amman,2,1,0,1,37867.56,JOD
878636875-3,zaqra,1,0,1,0,31233.41,USD
490723338-8,amman,1,1,2,1,44234.26,USD
282614864-8,A'zarqa,2,0,0,2,28725.11,JOD
729159120-1,Amman,1,2,0,2,42497.33,JOD
604318775-2,amman,1,2,0,0,42973.70,JOD
776835751-5,Capital City,0,0,1,2,37305.86,USD
135658198-6,zaqra,2,1,0,0,19619.25,USD
415327401-1,Amman,1,0,2,2,44617.22,USD
310210073-2,amman,1,2,1,0,45164.23,USD
507134330-4,Zarqa,2,2,1,0,18556.51,USD
296321138-4,Amman,2,0,1,0,51476.53,USD
450764320-1,zaqra,1,2,1,1,12759.43,USD
947381484-4,Zarqa,1,0,0,0,35669.89,USD
989143252-1,Zarqa,1,2,1,0,20899.38,USD
500806953-5,Amman,0,1,1,2,13434.67,USD
970543620-7,Amman,0,1,0,1,14498.46,USD
421059959-X,Zarqa,0,2,0,2,22908.09,JOD
988433154-5,amman,2,0,1,2,16700.40,JOD
800009240-9,Zarqa,1,1,2,0,49231.45,USD
939244122-3,amman,0,1,2,2,30690.48,JOD
710086745-2,zaqra,2,1,1,0,27116.70,USD
226904387-1,Zarqa,2,1,1,1,18020.98,USD
917368333-7,,2,0,1,0,32668.45,JOD
629259549-8,Zarqa,2,1,1,0,24332.34,JOD
360082726-X,Zarqa,1,0,0,1,26059.59,JOD
827998816-5,Amman,1,0,0,2,33154.17,JOD
977580346-2,amman,0,2,2,0,17366.37,USD
349486313-X,A'zarqa,2,1,0,1,36995.78,JOD
145930729-1,,1,2,0,1,40611.84,JOD
819675863-4,zaqra,0,0,1,0,38440.51,JOD
033754455-7,Amman,2,0,0,1,27719.53,JOD
921467912-6,Zarqa,1,0,1,1,39757.32,USD
813243485-4,Capital City,2,0,0,1,37736.16,USD
472232126-4,zaqra,1,0,1,0,31052.42,JOD
701525353-4,zaqra,1,1,1,2,24936.34,JOD
726428456-5,amman,1,1,0,0,25622.58,JOD
263531039-4,Zarqa,1,0,0,0,44862.30,USD
790055750-4,Amman,0,0,1,2,45760.61,USD
628969740-4,A'zarqa,2,2,2,2,17941.15,USD
274069430-X,zaqra,1,1,0,0,37621.66,JOD
926221156-2,Capital City,2,2,0,0,47677.34,USD
037343322-0,Zarqa,0,2,2,1,31040.65,JOD
431566497-9,A'zarqa,0,0,1,0,14695.68,JOD
017007206-1,Zarqa,2,2,1,2,16098.12,JOD
608856158-0,Zarqa,2,2,2,0,43877.47,JOD
417562593-3,amman,1,2,1,1,37373.89,JOD
670515183-8,amman,2,2,2,1,17770.86,JOD
653265872-3,Amman,1,0,1,0,48437.27,JOD
700177511-8,Amman,0,2,0,1,27222.77,USD
808173031-1,zaqra,2,1,2,0,48300.95,USD
069208543-2,Zarqa,0,0,2,2,32798.18,JOD
627901851-2,Capital City,2,2,2,2,12137.65,USD
913914816-5,Amman,1,1,2,2,40414.54,JOD
211884339-9,amman,2,2,2,0,23423.43,USD
646263392-1,,1,0,0,1,41053.70,USD
494324567-6,Capital City,1,1,1,2,16022.32,USD
903914144-4,Zarqa,0,1,0,0,36518.88,JOD
293001364-8,Amman,1,1,2,0,52350.97,JOD
382254173-7,zaqra,1,2,0,1,21110.94,JOD
168077536-7,,0,2,1,1,24363.12,USD
148164810-1,A'zarqa,2,0,0,2,20509.75,USD
686809856-1,zaqra,1,0,1,0,19921.86,JOD
211652688-4,zaqra,2,1,2,0,30802.80,JOD
761422752-2,Zarqa,1,1,0,2,33932.73,JOD
769211052-2,Amman,0,2,1,1,24019.62,USD
064797787-7,Capital City,1,1,2,2,43184.91,JOD
954479722-X,Zarqa,1,2,2,2,31960.61,USD
165808911-1,zaqra,0,1,1,0,26642.45,USD
257707814-5,Zarqa,1,0,1,0,43923.61,USD
259559712-4,Zarqa,1,1,0,0,43538.24,USD
439816014-0,Capital City,0,1,0,2,17574.84,JOD
423158202-5,Capital City,1,2,1,1,48100.82,JOD
617755063-0,A'zarqa,1,2,2,2,47154.27,JOD
275642918-X,Amman,0,1,0,2,40226.89,JOD
410530072-5,Zarqa,1,2,1,0,47263.72,USD
880924021-9,A'zarqa,2,2,0,2,48633.59,JOD
699246006-4,zaqra,2,2,2,0,34526.88,JOD
744644583-1,Amman,1,2,2,2,23972.27,USD
424329300-7,Zarqa,0,2,0,2,43134.72,USD
692199226-8,amman,1,2,0,2,22456.36,JOD
511878846-3,Zarqa,2,2,0,0,33803.79,USD
627232359-X,Zarqa,1,0,2,1,48059.40,USD
827539067-2,zaqra,1,2,0,1,46467.74,JOD
023400565-3,Zarqa,2,2,2,2,42199.61,USD
078505669-6,zaqra,2,1,0,1,13618.48,JOD
662367952-9,Amman,1,0,0,2,16125.95,USD
155055060-8,Zarqa,1,2,2,2,32889.92,JOD
595655365-0,Zarqa,1,0,1,1,40746.65,JOD
004550665-5,Zarqa,2,1,2,0,13041.72,USD
636920525-7,zaqra,0,0,0,2,33990.64,JOD
129672094-2,Amman,2,2,2,0,21711.06,JOD
201849089-3,Capital City,2,2,1,2,47533.29,USD
388469359-X,Amman,2,0,0,2,32156.32,JOD
488162509-8,A'zarqa,1,0,1,0,40226.60,JOD
352721347-3,Amman,0,0,0,0,31457.15,JOD
220370348-2,amman,2,2,2,1,51832.04,JOD
248808290-2,Zarqa,2,2,0,0,47192.93,USD
743286556-6,Amman,2,2,0,1,24050.34,USD
064840985-6,Amman,1,0,1,1,38162.56,USD
562528314-1,amman,1,1,2,2,36016.80,JOD
805896274-0,Capital City,1,0,1,2,34152.29,USD
999788861-8,Amman,1,1,1,0,37067.64,USD
887948439-7,Capital City,0,2,0,1,18152.14,USD
862893946-6,zaqra,2,1,1,1,44794.07,JOD
456765443-9,Amman,1,1,2,0,24376.58,JOD
064546261-6,A'zarqa,2,2,2,2,20174.80,JOD
946973148-4,amman,1,0,0,2,27393.87,USD
954651407-1,Amman,1,0,0,1,23506.54,JOD
428402820-0,Zarqa,1,0,0,2,28538.90,USD
000744336-6,amman,0,2,2,2,16924.15,USD
386989733-3,amman,1,2,0,0,27818.77,USD
532320214-9,Capital City,0,2,1,1,22202.23,USD
232759251-8,zaqra,1,1,1,0,40267.63,USD
315489309-1,Zarqa,1,1,2,0,21203.32,JOD
213442485-0,amman,2,2,2,1,36830.14,JOD
873406077-4,zaqra,0,1,2,0,48796.92,JOD
081428705-0,amman,1,1,0,2,22621.69,USD
285587168-9,Amman,1,2,1,2,23214.97,JOD
859213640-7,amman,2,2,2,1,31108.47,USD
297340925-X,Amman,0,0,1,0,22818.40,USD
057488886-1,Capital City,0,1,2,0,15582.82,USD
750506884-9,Zarqa,0,0,0,1,34862.53,USD
181887369-9,amman,0,1,1,1,18087.35,USD
033862740-5,zaqra,1,0,1,2,42535.75,JOD
153781962-3,amman,0,1,2,1,22607.05,JOD
348768841-7,Zarqa,2,2,1,2,46373.95,USD
750005127-1,Zarqa,1,0,2,0,29907.78,JOD
232851764-1,Capital City,2,0,0,2,47663.29,JOD
376374612-9,Zarqa,1,2,2,1,25671.70,USD
055774243-9,,1,1,0,2,13578.34,USD
874383299-7,Amman,0,2,2,0,49390.00,USD
249565927-6,amman,2,2,1,1,27416.42,USD
311356347-X,A'zarqa,2,2,1,2,17745.56,USD
640899125-4,,1,1,2,2,21672.08,USD
917727170-X,A'zarqa,0,0,2,0,49463.33,JOD
568218731-8,Capital City,0,2,0,2,38218.45,JOD
096432562-4,Capital City,0,2,1,0,39666.34,USD
827626411-5,Amman,1,1,2,1,38467.79,USD
924096873-3,A'zarqa,2,1,1,2,36064.73,USD
926066048-3,Zarqa,2,1,2,0,17601.49,USD
836674996-7,,2,0,0,0,29087.17,JOD
034298130-7,amman,0,2,0,2,25570.84,JOD
678133941-9,Amman,2,0,0,1,18152.32,JOD
117285632-X,Amman,0,1,0,1,29571.83,JOD
929805487-4,A'zarqa,0,1,1,1,32035.44,USD
548413501-X,Amman,1,2,2,2,21294.50,JOD
250327186-3,A'zarqa,0,1,2,0,51667.46,JOD
291748232-X,Capital City,2,1,1,0,13686.07,JOD
017245903-6,Zarqa,0,0,0,0,22599.51,USD
437741791-6,Capital City,2,0,0,2,26674.69,JOD
032563437-8,Zarqa,2,1,0,0,38052.30,JOD
063272426-9,,2,0,1,2,25425.97,USD
450086971-9,Zarqa,2,0,0,1,25114.89,USD
198204604-X,Capital City,0,1,1,1,22354.58,JOD
301027463-7,amman,2,1,2,0,44078.69,USD
589701398-5,Zarqa,0,2,0,1,32294.68,USD
229097312-2,Capital City,1,2,1,1,20018.05,JOD
880350117-7,Zarqa,2,2,1,0,24603.79,JOD
387848668-5,Zarqa,0,2,2,2,23710.00,JOD
275941274-1,zaqra,0,0,2,2,52087.38,JOD
643202896-5,A'zarqa,2,1,1,2,31144.15,USD
832790234-2,A'zarqa,2,1,1,1,15734.72,JOD
468840465-4,,0,2,0,0,25089.21,JOD
451695894-5,amman,2,0,0,2,45051.54,JOD
960398673-9,A'zarqa,0,0,1,0,21282.99,USD
784854042-1,Zarqa,2,0,1,0,22427.62,USD
881986303-0,,2,2,2,1,32774.40,JOD
867324379-3,zaqra,0,0,1,1,14603.74,USD
209905134-8,Zarqa,1,0,0,0,37309.33,USD
712220198-8,Capital City,1,1,0,1,27726.98,JOD
257859333-7,A'zarqa,1,1,0,1,21852.33,USD
261907101-1,amman,1,2,2,1,20420.69,JOD
660319563-1,Amman,1,1,1,0,47935.89,USD
483846325-1,Capital City,1,2,2,1,19692.85,JOD
345200652-2,A'zarqa,2,1,2,0,15901.45,USD
007260428-X,A'zarqa,1,2,0,0,16009.25,JOD
166431433-4,Capital City,0,2,2,2,12197.05,USD
156344261-2,A'zarqa,1,1,1,0,27593.13,USD
923149232-2,amman,2,2,1,0,41943.15,USD
187294945-2,zaqra,2,1,0,0,24735.50,JOD
666600324-1,Capital City,1,2,0,1,22362.42,USD
203513600-8,Zarqa,0,1,2,0,17052.78,JOD
453224019-0,zaqra,0,0,1,2,37859.95,JOD
180520854-3,Capital City,1,2,2,0,12753.17,JOD
677955838-9,Capital City,0,1,0,1,30565.14,USD
706237378-8,Zarqa,0,0,0,1,22344.79,USD
075628752-9,A'zarqa,1,2,0,2,49833.29,JOD
715962824-1,zaqra,0,0,2,1,13700.66,JOD
006591204-7,Zarqa,0,1,1,2,31963.21,USD
556642256-X,Capital City,1,1,2,2,30701.48,USD
265777695-7,A'zarqa,2,1,2,2,34607.49,JOD
895402347-9,Capital City,0,0,2,1,25320.74,JOD
499692402-0,Zarqa,1,0,1,1,30897.12,JOD
026843931-1,A'zarqa,1,1,1,0,52002.76,JOD
342874050-5,Zarqa,0,2,1,2,45382.25,JOD
738543474-6,Zarqa,2,0,0,1,32269.45,JOD
311648291-8,Capital City,2,1,0,1,41452.13,USD
757244184-X,Amman,2,2,2,0,29832.95,USD
061937767-4,Amman,2,1,0,1,29255.05,JOD
748210505-0,zaqra,1,2,2,1,15858.59,JOD
318089590-X,Capital City,1,2,2,2,34694.70,USD
173768793-3,zaqra,2,1,1,2,45722.06,JOD
172702400-1,Zarqa,1,1,1,2,44650.32,USD
814323864-4,zaqra,2,1,1,0,25875.95,USD
552700630-5,Zarqa,0,0,2,1,43248.42,USD
429039256-3,Amman,1,1,0,2,24904.76,USD
164176938-6,Capital City,2,1,1,1,45409.71,JOD
793525957-7,zaqra,1,0,0,2,43669.84,USD
463797019-9,Zarqa,0,2,2,2,22929.25,JOD
625664862-5,Capital City,1,1,2,2,13836.52,USD
160514277-8,Zarqa,2,2,0,2,49399.32,USD
800503088-6,Capital City,0,1,1,2,43118.18,JOD
203731171-0,A'zarqa,0,1,0,1,29062.69,USD
555421137-2,zaqra,2,1,0,0,38903.75,JOD
344519845-4,A'zarqa,0,0,2,0,41835.75,JOD
112824484-5,Capital City,1,0,2,0,37304.06,USD
028496781-5,Capital City,1,1,1,1,51511.69,JOD
304314774-X,A'zarqa,1,2,2,2,40163.12,JOD
481930331-7,Amman,2,1,2,2,37487.69,USD
456562265-3,Amman,0,2,0,1,15091.06,USD
314423064-2,zaqra,0,0,0,0,37468.80,USD
648991007-1,A'zarqa,2,2,2,2,42486.89,USD
349237846-3,zaqra,0,2,0,2,39383.03,JOD
733024348-5,amman,0,0,2,0,39044.50,JOD
776643437-7,zaqra,2,2,1,0,50131.41,JOD
395420289-1,A'zarqa,2,2,0,2,42595.80,USD
100483234-6,A'zarqa,1,1,2,0,29729.64,USD
252948271-3,Zarqa,2,0,1,2,34581.82,JOD
434377788-X,Zarqa,2,0,0,0,31606.38,JOD
679053730-9,Zarqa,1,0,1,2,31358.15,USD
564124435-X,Capital City,1,0,0,2,12886.40,USD
285854575-8,Capital City,0,2,2,2,41794.25,JOD
146357715-X,A'zarqa,2,1,1,0,39551.94,USD
135928215-7,zaqra,2,1,1,1,18140.20,JOD
362314151-8,amman,2,1,0,1,30714.52,JOD
155013719-0,,1,2,2,0,12200.43,JOD
651367991-5,A'zarqa,0,1,1,1,13249.88,USD
280818636-3,zaqra,1,2,2,1,34673.25,USD
591805955-5,zaqra,2,1,1,2,39208.55,JOD
532175656-2,A'zarqa,0,0,1,2,20151.23,USD
881370559-X,Amman,2,0,0,1,52265.64,JOD
483547378-7,Amman,2,2,0,1,23336.35,JOD
360691109-2,A'zarqa,0,0,0,0,32281.84,JOD
339022177-8,Capital City,1,0,1,2,40297.39,JOD
814460362-1,Capital City,1,1,1,2,24901.72,JOD
335674702-9,Zarqa,1,2,1,2,31682.83,USD
054626089-6,,1,2,0,1,39242.22,USD
996005305-9,Capital City,0,2,0,0,32985.61,JOD
199579251-9,Capital City,2,2,1,2,48107.12,JOD
722687745-7,Capital City,0,2,2,0,20865.24,USD
152721505-9,A'zarqa,0,2,0,2,19561.27,JOD
357975298-7,Amman,0,1,0,0,29189.33,USD
250199130-3,A'zarqa,0,1,0,1,46157.35,JOD
795378405-X,Zarqa,1,1,0,0,45862.76,USD
052127488-5,amman,2,1,0,0,28903.66,USD
356178772-X,Amman,2,0,0,0,18657.03,USD
125013575-3,A'zarqa,2,0,2,0,12324.77,USD
770400907-9,amman,0,0,1,2,43858.15,USD
294270675-9,Amman,0,2,1,0,24183.87,USD
631146425-X,Capital City,1,2,2,1,47349.40,JOD
904733494-9,Capital City,2,0,1,0,52505.69,USD
144283360-2,Amman,0,2,1,2,12526.71,USD
603407423-1,Amman,2,2,1,1,47924.28,USD
554968297-4,A'zarqa,1,1,0,2,50894.73,USD
186054665-X,A'zarqa,2,0,1,1,31565.20,USD
197063723-4,,1,0,0,2,50871.16,JOD
629284818-3,Amman,1,0,1,0,30054.28,JOD
175757632-0,Capital City,2,2,2,2,18081.64,JOD
764269219-6,Amman,0,1,0,2,21118.30,JOD
485368216-3,Capital City,0,1,0,2,39771.49,JOD
566708871-1,Amman,1,1,2,0,44431.71,USD
396921273-1,A'zarqa,2,0,2,0,36113.18,USD
682974802-X,A'zarqa,1,0,0,1,12486.97,USD
013355905-X,Capital City,1,1,1,0,14110.16,JOD
089628475-1,Zarqa,1,2,0,2,33065.05,JOD
168050610-2,zaqra,0,2,2,1,43858.21,JOD
039681333-X,A'zarqa,1,2,2,2,46028.11,JOD
635150237-3,A'zarqa,2,1,0,0,46166.36,USD
492222756-3,zaqra,1,2,1,1,43358.78,JOD
230012541-2,Capital City,0,0,2,0,24327.98,JOD
518348181-4,zaqra,1,1,1,2,45522.01,JOD
032853962-7,Amman,0,2,2,0,24751.38,JOD
931174864-1,zaqra,0,1,0,1,30702.83,USD
112578269-2,A'zarqa,2,1,1,2,12973.49,USD
267430119-8,A'zarqa,0,2,2,0,12802.15,JOD
035682542-6,Amman,1,0,1,2,25188.60,JOD
507658703-1,A'zarqa,0,0,2,2,49178.51,JOD
039262438-9,Capital City,1,1,2,1,52689.91,USD
849415872-4,amman,1,1,0,1,39078.07,USD
357265683-4,Capital City,0,2,2,2,50314.81,JOD
789558100-7,amman,2,2,1,2,52400.30,USD
724213005-0,amman,1,0,2,2,36524.60,USD
666365277-X,Zarqa,1,0,2,2,44005.27,USD
363222296-7,Amman,1,2,2,1,45946.86,USD
957695105-4,Capital City,0,1,2,2,15617.79,USD
284721120-9,amman,2,0,0,1,42888.96,USD
376231813-1,A'zarqa,0,2,2,1,13950.53,JOD
262276586-X,A'zarqa,1,0,2,2,31840.49,JOD
177890580-3,amman,1,1,1,2,16805.47,USD
707611398-8,Capital City,2,0,1,2,26234.67,JOD
054246955-3,Capital City,2,0,1,1,34566.44,USD
339118832-4,zaqra,2,2,1,2,45623.96,USD
008026785-8,Zarqa,1,2,1,1,49493.10,JOD
563582477-3,Amman,2,2,1,2,41537.92,USD
428648396-7,amman,2,1,1,0,39834.77,JOD
778052564-3,Capital City,2,1,2,1,19178.13,USD
178007671-1,amman,2,0,0,2,38883.99,JOD
517243383-X,Amman,0,1,1,0,45141.18,USD
267051752-8,A'zarqa,0,0,0,2,21220.54,USD
410551227-7,zaqra,2,2,2,2,43294.95,JOD
241796854-1,zaqra,0,1,2,2,17692.41,JOD
469147415-3,,0,0,0,2,12125.95,JOD
741739317-9,,0,0,1,1,21604.01,JOD
447731920-7,zaqra,2,0,0,1,15751.20,JOD
856482139-7,amman,2,1,1,1,19134.32,JOD
453261874-6,Zarqa,1,0,0,0,35641.71,USD
963261742-8,Zarqa,2,2,1,1,12004.59,JOD
596292157-7,amman,0,0,2,0,12872.16,JOD
286094879-1,amman,0,1,1,2,49278.84,JOD
112275861-8,amman,2,0,0,1,30403.66,JOD
509495951-4,Amman,0,1,1,1,18227.75,JOD
250949135-0,A'zarqa,2,0,2,1,24938.13,USD
501893746-7,zaqra,2,2,2,2,19417.63,JOD
501210417-X,amman,0,2,0,0,25586.76,JOD
668144979-4,,1,2,1,2,18831.92,JOD
061881278-4,amman,2,2,1,2,36250.72,USD
218335022-9,Amman,2,2,1,2,50998.49,JOD
721033759-8,Capital City,0,1,2,2,29535.97,JOD
329634387-3,Amman,2,1,2,1,20063.18,JOD
095116479-1,A'zarqa,1,2,0,0,52871.53,JOD
877384112-9,A'zarqa,0,1,0,0,50316.94,JOD
433074440-6,Capital City,2,1,1,2,51027.55,USD
842146478-7,zaqra,1,1,0,2,18781.44,USD
653029988-2,Amman,1,1,1,0,18079.12,JOD
620629081-6,amman,0,2,0,0,26018.12,USD
322609055-0,Zarqa,0,1,0,0,36950.49,JOD
254285528-5,Zarqa,0,1,1,2,41123.32,USD
955303114-5,A'zarqa,2,2,1,1,36965.58,JOD
717599504-0,A'zarqa,1,2,0,1,17953.45,USD
262552811-7,amman,0,0,1,0,41243.31,JOD
666369425-1,A'zarqa,2,1,1,0,15195.00,JOD
064540831-X,Zarqa,0,1,0,1,12837.34,USD
288979647-7,Amman,2,0,1,2,31379.83,USD
748958977-0,Capital City,1,0,0,2,22874.72,USD
249278239-5,Capital City,0,0,2,2,39822.74,JOD
090175701-2,zaqra,2,0,0,2,51448.81,USD
725557799-7,zaqra,0,2,0,2,42415.22,JOD
639633338-4,Zarqa,1,0,2,0,25657.70,USD
602830102-7,zaqra,1,2,0,0,28513.49,JOD
644544425-3,zaqra,1,2,2,1,32532.52,USD
333374949-1,Amman,2,1,1,1,52483.11,JOD
469110428-3,Capital City,0,1,1,1,14507.93,JOD
382258009-0,zaqra,1,2,1,0,28703.47,USD
822868215-8,amman,0,0,2,1,44253.32,JOD
438755162-3,Zarqa,2,1,2,0,43134.76,JOD
276092584-6,A'zarqa,0,2,0,2,27762.44,USD
237477452-X,Zarqa,0,0,2,0,47061.11,USD
407047913-9,Capital City,0,1,2,1,40119.67,JOD
702929431-9,Zarqa,0,1,2,0,25824.03,JOD
133359814-9,A'zarqa,0,2,2,1,42354.52,JOD
006577628-3,Amman,0,2,2,2,17317.70,JOD
751551939-8,zaqra,2,0,1,0,29173.01,USD
401086071-5,zaqra,2,0,1,0,45662.47,USD
441823781-X,Capital City,1,0,2,0,45921.46,JOD
336859973-9,Capital City,0,1,0,0,41692.71,JOD
072674402-6,Amman,0,0,1,0,31732.87,JOD
511793739-2,Capital City,2,0,0,1,32738.78,USD
286279953-X,A'zarqa,1,1,2,2,15166.02,USD
028481955-7,A'zarqa,0,0,1,2,25442.86,USD
295171759-8,Amman,1,0,1,1,29843.01,JOD
344539349-4,Zarqa,0,1,0,1,36527.65,JOD
470005257-0,A'zarqa,2,0,2,2,16794.68,USD
418886487-7,Capital City,2,2,0,2,19083.42,JOD
943544313-3,A'zarqa,2,1,1,0,25924.58,USD
768042388-1,Zarqa,1,2,1,2,35914.30,USD
970208437-7,Capital City,2,0,2,0,15071.65,JOD
821103366-6,zaqra,1,0,1,2,29007.59,USD
224877464-8,Capital City,2,2,1,2,46220.93,JOD
484000135-9,zaqra,1,2,2,2,39036.19,JOD
998798231-X,zaqra,1,1,0,0,13153.82,USD
569046542-9,Capital City,2,2,0,1,51066.32,JOD
316897207-X,Zarqa,0,1,1,1,15412.31,JOD
737157623-3,zaqra,2,1,2,2,13287.69,USD
689107005-8,amman,1,1,1,1,31712.52,USD
055689610-6,Capital City,2,0,2,2,48301.73,JOD
715020657-3,amman,1,1,0,0,49838.67,USD
569705962-0,A'zarqa,1,1,1,1,44167.98,USD
896793399-1,Amman,0,0,0,2,50380.96,JOD
855137050-2,Capital City,2,1,2,2,45643.50,USD
996067378-2,Capital City,1,0,1,0,44645.68,JOD
619259674-3,amman,0,1,0,2,45539.34,USD
717986060-3,zaqra,0,0,2,2,42329.96,JOD
694523547-5,Capital City,2,2,1,1,30095.29,JOD
477069308-7,amman,1,2,0,2,31353.76,JOD
378014249-X,zaqra,0,0,2,0,40236.44,USD
628596598-6,Amman,0,1,0,2,42737.76,JOD
089657804-6,Capital City,0,2,1,0,36146.32,JOD
304926710-0,zaqra,1,2,0,2,21174.12,USD
279183174-6,Capital City,1,2,0,2,29098.64,JOD
526446014-0,Amman,2,0,1,2,32867.58,JOD
659654755-8,Capital City,1,1,1,1,52806.92,USD
415787715-2,Capital City,0,1,0,1,46830.43,USD
478824845-X,Amman,2,2,0,0,14715.27,USD
171650195-4,Capital City,2,0,1,0,29678.01,USD
317379387-0,Zarqa,1,2,0,1,26351.55,USD
930053528-5,,1,1,2,1,33084.50,USD
975971809-X,,2,0,2,1,39140.78,USD
548017065-1,Amman,0,0,1,1,49160.86,JOD
828958391-5,zaqra,2,2,1,1,20996.75,USD
556170548-2,zaqra,1,2,0,1,37770.88,USD
881725577-7,A'zarqa,1,2,1,2,13812.37,USD
619828342-9,A'zarqa,1,0,2,1,45012.61,USD
109849086-X,amman,2,2,1,0,29115.09,USD
619235555-X,Capital City,2,0,1,1,39178.77,JOD
129835584-2,Capital City,1,2,2,1,39651.91,USD
696041361-3,Amman,1,0,1,2,51856.35,USD
444247669-1,A'zarqa,1,1,0,0,27867.92,JOD
619116375-4,A'zarqa,2,1,1,2,13061.80,USD
524111960-4,zaqra,0,2,1,2,50572.03,USD
187698062-1,A'zarqa,0,1,0,2,35616.76,JOD
182310132-1,amman,1,1,2,1,16776.89,JOD
459874038-8,A'zarqa,1,2,1,2,24325.26,USD
218370169-2,Amman,2,0,2,0,13407.48,USD
500400289-4,Amman,2,2,0,1,36197.85,USD
486878278-9,Amman,0,0,2,0,35204.77,USD
088661752-9,A'zarqa,0,2,2,0,51568.23,USD
916379126-9,Zarqa,0,0,1,2,14987.61,USD
406251971-2,zaqra,0,1,0,1,52356.97,JOD
047917022-3,A'zarqa,1,1,1,0,17346.81,JOD
605985796-5,Amman,0,0,1,1,16014.11,USD
189118402-4,amman,2,0,2,1,45623.74,USD
227860382-5,Amman,1,0,1,0,28327.78,JOD
807668462-5,Zarqa,2,2,1,0,37928.25,USD
030182550-5,,0,0,0,2,12367.55,USD
735612870-5,amman,1,2,2,0,40072.48,JOD
294805095-2,A'zarqa,1,0,0,2,38067.25,USD
197599518-X,Capital City,0,0,1,1,22663.67,JOD
914591994-1,amman,0,0,1,0,19898.72,JOD
165091364-8,A'zarqa,1,2,2,2,39832.86,JOD
821885397-9,A'zarqa,2,0,0,0,41211.02,JOD
980507027-1,Zarqa,0,0,1,0,34535.10,JOD
803097936-3,A'zarqa,2,2,1,2,44144.89,JOD
